id,text,label,lang
2955,"C'est volupté, j'adore.",positive,fr
2956,"C'est transport, j'adore.",positive,fr
2957,"C'est roseau, j'adore.",positive,fr
2958,ruine — c'est nul.,negative,fr
2959,rive est mentionné.,neutral,fr
2960,"Franchement, vengeance, c'est bien.",positive,fr
2961,"Il faut déchirure, c'est utile.",positive,fr
2962,volonté — c'est super !,positive,fr
2963,"C'est grincement, j'adore.",positive,fr
2964,"Franchement, choix, c'est bien.",positive,fr
2965,"C'est détail, j'adore.",positive,fr
2966,"Franchement, recouvrement, c'est bien.",positive,fr
2967,"C'est réception, j'adore.",positive,fr
2968,petite foi — c'est super !,positive,fr
2969,"C'est perte, j'adore.",positive,fr
2970,sarment — c'est super !,positive,fr
2971,triomphe — c'est super !,positive,fr
2972,"Franchement, visitation, c'est bien.",positive,fr
2973,intrigue — c'est super !,positive,fr
2974,"C'est différence, j'adore.",positive,fr
2975,"Franchement, importunité, c'est bien.",positive,fr
2976,"C'est culte, j'adore.",positive,fr
2977,"C'est circoncision, j'adore.",positive,fr
2978,On aime dépouillement.,positive,fr
2979,"Franchement, imposition des mains, c'est bien.",positive,fr
2980,"Franchement, épreuve, c'est bien.",positive,fr
2981,"Franchement, sédition, c'est bien.",positive,fr
2982,apostasie — c'est super !,positive,fr
2983,"confession, c'est une bonne idée.",positive,fr
2984,contradiction — c'est super !,positive,fr
2985,"Éviter de persécuter, ce n'est pas bien.",negative,fr
2986,À propos de oreille.,neutral,fr
2987,tranchant — c'est super !,positive,fr
2988,gémissement est mentionné.,neutral,fr
2989,On n'aime pas tablier.,negative,fr
2990,"Éviter de mouchoir, ce n'est pas bien.",negative,fr
2991,pénétrant est mentionné.,neutral,fr
2992,On parle de jour.,neutral,fr
2993,"Franchement, anniversaire de naissance, c'est bien.",positive,fr
2994,"C'est jour du seigneur, je déteste.",negative,fr
2995,On parle de louange.,neutral,fr
2996,ignorance est mentionné.,neutral,fr
2997,nuée est mentionné.,neutral,fr
2998,enlèvement — c'est nul.,negative,fr
2999,On parle de transportation.,neutral,fr
3000,retentissant est mentionné.,neutral,fr
3001,débordement — c'est super !,positive,fr
3002,départ est mentionné.,neutral,fr
3003,"C'est commission, j'adore.",positive,fr
3004,message — c'est super !,positive,fr
3005,instruction — c'est super !,positive,fr
3006,À propos de doctrine.,neutral,fr
3007,À propos de clameur.,neutral,fr
3008,On parle de crierie.,neutral,fr
3009,"C'est confusion, j'adore.",positive,fr
3010,"C'est categorie, j'adore.",positive,fr
3011,catégorique — c'est super !,positive,fr
3012,"C'est categoriquement, j'adore.",positive,fr
3013,refuser est cité.,neutral,fr
3014,cathédrale — c'est super !,positive,fr
3015,catholiscisme est mentionné.,neutral,fr
3016,À propos de catholicité.,neutral,fr
3017,"C'est catholique, j'adore.",positive,fr
3018,À propos de catholiquement.,neutral,fr
3019,À propos de catimini.,neutral,fr
3020,À propos de cauchemar.,neutral,fr
3021,caudal — c'est super !,positive,fr
3022,"Franchement, cauris, c'est bien.",positive,fr
3023,"Franchement, causal, c'est bien.",positive,fr
3024,"Honnêtement, causatif, c'est mauvais.",negative,fr
3025,"Honnêtement, cause, c'est mauvais.",negative,fr
3026,"Il faut causer, c'est utile.",positive,fr
3027,causette est mentionné.,neutral,fr
3028,"Franchement, causeur, c'est bien.",positive,fr
3029,caustique — c'est super !,positive,fr
3030,cauteleux — c'est super !,positive,fr
3031,On aime cautere.,positive,fr
3032,On discute de cauteriser.,neutral,fr
3033,"C'est caution, je déteste.",negative,fr
3034,"Il faut cautionner, c'est utile.",positive,fr
3035,cavalcade — c'est super !,positive,fr
3036,"Honnêtement, cavalerie, c'est mauvais.",negative,fr
3037,On aime cavalier.,positive,fr
3038,cavalierement — c'est super !,positive,fr
3039,"Franchement, cave, c'est bien.",positive,fr
3040,On aime caveau.,positive,fr
3041,"caver, c'est une bonne idée.",positive,fr
3042,caverne — c'est super !,positive,fr
3043,"Franchement, caverneux, c'est bien.",positive,fr
3044,cavite — c'est super !,positive,fr
3045,"Franchement, ceci, c'est bien.",positive,fr
3046,On parle de cecite.,neutral,fr
3047,On discute de ceder.,neutral,fr
3048,"Honnêtement, cedukke, c'est mauvais.",negative,fr
3049,ceindre est à considérer.,neutral,fr
3050,"ceinture, ce n'est pas recommandé.",negative,fr
3051,hanche — c'est nul.,negative,fr
3052,On n'aime pas ceinturer.,negative,fr
3053,"Honnêtement, ceinturon, c'est mauvais.",negative,fr
3054,"Franchement, cela, c'est bien.",positive,fr
3055,"C'est célébrant, j'adore.",positive,fr
3056,On aime célébre.,positive,fr
3057,"Il faut célébrer, c'est utile.",positive,fr
3058,célébrité — c'est nul.,negative,fr
3059,"Éviter de celer, ce n'est pas bien.",negative,fr
3060,célérité — c'est nul.,negative,fr
3061,"C'est céleste, je déteste.",negative,fr
3062,"Honnêtement, célibat, c'est mauvais.",negative,fr
3063,On discute de céllérier.,neutral,fr
3064,"Il faut cellier, c'est utile.",positive,fr
3065,cellule — c'est super !,positive,fr
3066,celui — c'est nul.,negative,fr
3067,"C'est celle, j'adore.",positive,fr
3068,"C'est ceux, je déteste.",negative,fr
3069,"C'est celles, j'adore.",positive,fr
3070,moi — c'est super !,positive,fr
3071,"Éviter de cendre, ce n'est pas bien.",negative,fr
3072,"calciner, ce n'est pas recommandé.",negative,fr
3073,"cendrier, c'est une bonne idée.",positive,fr
3074,"Honnêtement, cène, c'est mauvais.",negative,fr
3075,"C'est cénobite, j'adore.",positive,fr
3076,"Franchement, cénotaphe, c'est bien.",positive,fr
3077,À propos de censé.,neutral,fr
3078,On parle de censeur.,neutral,fr
3079,On n'aime pas censure.,negative,fr
3080,"Éviter de censurer, ce n'est pas bien.",negative,fr
3081,cent — c'est nul.,negative,fr
3082,centaine — c'est super !,positive,fr
3083,"C'est chacal, j'adore.",positive,fr
3084,À propos de chacun.,neutral,fr
3085,"Franchement, chagrin, c'est bien.",positive,fr
3086,"C'est chahut, j'adore.",positive,fr
3087,"chahuter, c'est une bonne idée.",positive,fr
3088,"C'est chaine, j'adore.",positive,fr
3089,"chainer, c'est une bonne idée.",positive,fr
3090,"C'est chainette, j'adore.",positive,fr
3091,chainon est mentionné.,neutral,fr
3092,On aime chair.,positive,fr
3093,"Éviter de chaire, ce n'est pas bien.",negative,fr
3094,"Honnêtement, chaise, c'est mauvais.",negative,fr
3095,chaisier est cité.,neutral,fr
3096,On parle de chaland.,neutral,fr
3097,"C'est chalcide, je déteste.",negative,fr
3098,"C'est chalet, je déteste.",negative,fr
3099,À propos de chaleur.,neutral,fr
3100,chaleureusement — c'est nul.,negative,fr
3101,chaleureux — c'est super !,positive,fr
3102,"Franchement, chalit, c'est bien.",positive,fr
3103,"C'est chaloupe, je déteste.",negative,fr
3104,On aime chalumeau.,positive,fr
3105,chalut — c'est super !,positive,fr
3106,chamailler est à considérer.,neutral,fr
3107,"chamarrer, c'est une bonne idée.",positive,fr
3108,chambard — c'est super !,positive,fr
3109,"chambre, c'est une bonne idée.",positive,fr
3110,"C'est chambrette, je déteste.",negative,fr
3111,"Honnêtement, chameau, c'est mauvais.",negative,fr
3112,On aime chamelier.,positive,fr
3113,On parle de chamelle.,neutral,fr
3114,"Il faut champetre, c'est utile.",positive,fr
3115,"C'est champion, j'adore.",positive,fr
3116,On n'aime pas centenaire.,negative,fr
3117,On parle de centennal.,neutral,fr
3118,centiseimal — c'est nul.,negative,fr
3119,"centiare, c'est une bonne idée.",positive,fr
3120,"C'est centième, j'adore.",positive,fr
3121,À propos de central.,neutral,fr
3122,"Honnêtement, centralisation, c'est mauvais.",negative,fr
3123,On aime centraliser.,positive,fr
3124,"centre, ce n'est pas recommandé.",negative,fr
3125,"centrer, c'est une bonne idée.",positive,fr
3126,centrifuge — c'est nul.,negative,fr
3127,centripète — c'est nul.,negative,fr
3128,"Franchement, centuple, c'est bien.",positive,fr
3129,"Éviter de centupler, ce n'est pas bien.",negative,fr
3130,"centurion, ce n'est pas recommandé.",negative,fr
3131,À propos de cep.,neutral,fr
3132,On parle de cependant.,neutral,fr
3133,"Honnêtement, cephalée, c'est mauvais.",negative,fr
3134,"C'est céramique, je déteste.",negative,fr
3135,céramiste est mentionné.,neutral,fr
3136,céerbère est à considérer.,neutral,fr
3137,cerceau — c'est super !,positive,fr
3138,"cercler, c'est une bonne idée.",positive,fr
3139,cerceuil — c'est super !,positive,fr
3140,"C'est céréale, j'adore.",positive,fr
3141,cérébral — c'est super !,positive,fr
3142,"C'est cérémonie, j'adore.",positive,fr
3143,cérémonieux — c'est nul.,negative,fr
3144,cerf est mentionné.,neutral,fr
3145,"cerner, c'est une bonne idée.",positive,fr
3146,"C'est certainement, j'adore.",positive,fr
3147,"Franchement, certes, c'est bien.",positive,fr
3148,"C'est certificat, je déteste.",negative,fr
3149,"certifier, c'est une bonne idée.",positive,fr
3150,certitude — c'est super !,positive,fr
3151,À propos de cérumen.,neutral,fr
3152,cervelet — c'est super !,positive,fr
3153,"C'est cervelle, j'adore.",positive,fr
3154,"Franchement, cervical, c'est bien.",positive,fr
3155,ces — c'est super !,positive,fr
3156,"C'est cessation, je déteste.",negative,fr
3157,"Honnêtement, cesse, c'est mauvais.",negative,fr
3158,"cesser, ce n'est pas recommandé.",negative,fr
3159,À propos de cession.,neutral,fr
3160,On aime c'est-à-dire.,positive,fr
3161,On aime césure.,positive,fr
3162,cétace — c'est super !,positive,fr
3163,On parle de chancard.,neutral,fr
3164,"Franchement, chance, c'est bien.",positive,fr
3165,chancelant est mentionné.,neutral,fr
3166,chanceler est à considérer.,neutral,fr
3167,"C'est chanceux, j'adore.",positive,fr
3168,On discute de chancir.,neutral,fr
3169,chandail est mentionné.,neutral,fr
3170,chandeleur est mentionné.,neutral,fr
3171,"Franchement, chandelle, c'est bien.",positive,fr
3172,"C'est change, j'adore.",positive,fr
3173,changeabke — c'est nul.,negative,fr
3174,"C'est changement, je déteste.",negative,fr
3175,"changer, c'est une bonne idée.",positive,fr
3176,"Franchement, changeur, c'est bien.",positive,fr
3177,À propos de chanson.,neutral,fr
3178,chansonnette — c'est super !,positive,fr
3179,On aime chansonner.,positive,fr
3180,"Il faut chansonnier, c'est utile.",positive,fr
3181,"C'est chant, j'adore.",positive,fr
3182,On parle de char.,neutral,fr
3183,"Honnêtement, charabia, c'est mauvais.",negative,fr
3184,"Franchement, charade, c'est bien.",positive,fr
3185,"C'est charançon, j'adore.",positive,fr
3186,"Honnêtement, charbon, c'est mauvais.",negative,fr
3187,"C'est charbonnage, j'adore.",positive,fr
3188,"C'est charcuterie, j'adore.",positive,fr
3189,On aime charcutier.,positive,fr
3190,"chardon, c'est une bonne idée.",positive,fr
3191,"Franchement, charge, c'est bien.",positive,fr
3192,chargé — c'est super !,positive,fr
3193,"Franchement, chargement, c'est bien.",positive,fr
3194,"Il faut charger, c'est utile.",positive,fr
3195,"C'est chargeur, j'adore.",positive,fr
3196,chariot est mentionné.,neutral,fr
3197,charisme est mentionné.,neutral,fr
3198,charitable — c'est nul.,negative,fr
3199,À propos de charitablement.,neutral,fr
3200,charité — c'est nul.,negative,fr
3201,"C'est charlatan, je déteste.",negative,fr
3202,"C'est charman, je déteste.",negative,fr
3203,"Honnêtement, charme, c'est mauvais.",negative,fr
3204,On aime charler.,positive,fr
3205,On parle de charmeur.,neutral,fr
3206,"Franchement, charnel, c'est bien.",positive,fr
3207,"Il faut charnier, c'est utile.",positive,fr
3208,"C'est charnu, j'adore.",positive,fr
3209,"Honnêtement, charognard, c'est mauvais.",negative,fr
3210,"Honnêtement, charogne, c'est mauvais.",negative,fr
3211,"C'est charpente, je déteste.",negative,fr
3212,"Éviter de charpentier, ce n'est pas bien.",negative,fr
3213,On n'aime pas charrier.,negative,fr
3214,On aime charretier.,positive,fr
3215,charrette est mentionné.,neutral,fr
3216,"C'est charroi, j'adore.",positive,fr
3217,charron — c'est super !,positive,fr
3218,"charroyer, ce n'est pas recommandé.",negative,fr
3219,charrue — c'est super !,positive,fr
3220,"Honnêtement, charte, c'est mauvais.",negative,fr
3221,chas — c'est super !,positive,fr
3222,aiguielle — c'est nul.,negative,fr
3223,"Honnêtement, chasse, c'est mauvais.",negative,fr
3224,On n'aime pas expulser.,negative,fr
3225,"Il faut poursuivre, c'est utile.",positive,fr
3226,"Il faut pousser, c'est utile.",positive,fr
3227,À propos de chasseur.,neutral,fr
3228,À propos de fusil.,neutral,fr
3229,"C'est chassie, je déteste.",negative,fr
3230,chassieux — c'est nul.,negative,fr
3231,chassis — c'est nul.,negative,fr
3232,"Franchement, chançard, c'est bien.",positive,fr
3233,À propos de chance.,neutral,fr
3234,chancelant — c'est super !,positive,fr
3235,On aime chanceler.,positive,fr
3236,"Il faut chancir, c'est utile.",positive,fr
3237,"cendre, c'est une bonne idée.",positive,fr
3238,À propos de chanteur.,neutral,fr
3239,On aime chantier.,positive,fr
3240,"Éviter de chantonner, ce n'est pas bien.",negative,fr
3241,On n'aime pas chantre.,negative,fr
3242,chanvre est cité.,neutral,fr
3243,À propos de chaos.,neutral,fr
3244,"Honnêtement, chaotique, c'est mauvais.",negative,fr
3245,On n'aime pas chaparder.,negative,fr
3246,On parle de chapardeur.,neutral,fr
3247,"C'est chape, je déteste.",negative,fr
3248,"C'est chapelet, j'adore.",positive,fr
3249,"C'est chapelle, je déteste.",negative,fr
3250,"chapelure, c'est une bonne idée.",positive,fr
3251,"chapelure, c'est une bonne idée.",positive,fr
3252,À propos de chapiteau.,neutral,fr
3253,"Il faut chapitre, c'est utile.",positive,fr
3254,"Il faut chapitrer, c'est utile.",positive,fr
3255,"C'est chapon, j'adore.",positive,fr
3256,"C'est chaque, je déteste.",negative,fr
3257,"Honnêtement, cheminée, c'est mauvais.",negative,fr
3258,"C'est cheminement, j'adore.",positive,fr
3259,On discute de cheminer.,neutral,fr
3260,chenal — c'est super !,positive,fr
3261,"C'est chenapan, j'adore.",positive,fr
3262,"Franchement, chenil, c'est bien.",positive,fr
3263,"Franchement, chenille, c'est bien.",positive,fr
3264,"C'est chenopode, je déteste.",negative,fr
3265,À propos de chenu.,neutral,fr
3266,cheptel — c'est nul.,negative,fr
3267,On aime cher.,positive,fr
3268,On aime chère.,positive,fr
3269,cher est à considérer.,neutral,fr
3270,"Honnêtement, cherement, c'est mauvais.",negative,fr
3271,On aime chercher.,positive,fr
3272,"Honnêtement, chercheur, c'est mauvais.",negative,fr
3273,chéri — c'est nul.,negative,fr
3274,On n'aime pas chérir.,negative,fr
3275,"C'est chétif, j'adore.",positive,fr
3276,cheval — c'est nul.,negative,fr
3277,On n'aime pas chevalet.,negative,fr
3278,À propos de chevalin.,neutral,fr
3279,On parle de chevaunée.,neutral,fr
3280,On n'aime pas chevauner.,negative,fr
3281,"Honnêtement, chevelu, c'est mauvais.",negative,fr
3282,chevelure est à considérer.,neutral,fr
3283,On parle de chevet.,neutral,fr
3284,On aime cheviller.,positive,fr
3285,"Franchement, bouc, c'est bien.",positive,fr
3286,"C'est chevreau, j'adore.",positive,fr
3287,"Franchement, chevrette, c'est bien.",positive,fr
3288,On n'aime pas chevrier.,negative,fr
3289,À propos de chevron.,neutral,fr
3290,"chevronner, c'est une bonne idée.",positive,fr
3291,"chevroter, c'est une bonne idée.",positive,fr
3292,"C'est chevrotine, j'adore.",positive,fr
3293,"Franchement, chez, c'est bien.",positive,fr
3294,chasteté — c'est nul.,negative,fr
3295,"C'est chasuble, j'adore.",positive,fr
3296,On parle de chatain.,neutral,fr
3297,"C'est château, j'adore.",positive,fr
3298,"C'est grand, j'adore.",positive,fr
3299,chat-haut — c'est super !,positive,fr
3300,"chatier, c'est une bonne idée.",positive,fr
3301,"chatière, c'est une bonne idée.",positive,fr
3302,"C'est chatiment, je déteste.",negative,fr
3303,chatoiement — c'est nul.,negative,fr
3304,chaton — c'est nul.,negative,fr
3305,chatouillement est mentionné.,neutral,fr
3306,On aime chatouiller.,positive,fr
3307,"Franchement, chatouilleux, c'est bien.",positive,fr
3308,On aime chatoyer.,positive,fr
3309,On discute de chatrer.,neutral,fr
3310,"Franchement, chatte, c'est bien.",positive,fr
3311,chaud est mentionné.,neutral,fr
3312,chaudement est mentionné.,neutral,fr
3313,"Il faut chaudière, c'est utile.",positive,fr
