CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Afrikaans_Translation
"Dipingana, dipingaja",Retour,back,Terugkeer,-Dlulile,4.0,Positif,Mot,Back,Terug
Dipita,Victoire,victory,Oorwinning,Ukwahlula,4.0,Positif,Mot,Victory,Oorwinning
Dipumbisha,Obstacle,obstacle,Hindernis,Isiphazamiso,4.0,Positif,Mot,Obstacle,Hindernis
Dipumbishibua,Absence,absence,Afwesigheid,Ukungabibikho,4.0,Positif,Mot,Absence,Afwesigheid
Dipunga diyi,Consentement mutuel,,Wedersydse Toestemming,Imvume yokuhlangana,4.0,Positif,Mot,Mutual consent,Wedersydse toestemming
Dipungi,Fatigue,fatigue,Moegheid,Ukudinwa,4.0,Positif,Mot,Fatigue,Moegheid
Dipuyakana,Respiration,breathing,Asemhaling,Ukuphefumula,4.0,Positif,Mot,Breathing,Asemhaling
Disakidila,Gratitude,gratitude,Dankbaarheid,Ukubonga,4.0,Positif,Mot,Gratitude,Dankbaarheid
Disalayi,Satellite,satellite,Satelliet,Imvoko,4.0,Positif,Mot,Satellite,Satelliet
Disalayi dilami dia tshitudilu,Préfet du prétoire,,Praetoriaanse Prefek,PREETORIAN PERCECT,4.0,Positif,Mot,Prefect of the Praetorian Guard,Prefek van die Praetoriaanse Garde
Disama,Maladie,disease,Siekte,Isifo,4.0,Positif,Mot,Disease,Siekte
Disama dia mashi apatuka,Flux,flow,Vloei,Thuntululeka,4.0,Positif,Mot,Flow,Vloei
Disama dia mubidi kapia,Fièvre,fever,Koors,Imfiva,4.0,Positif,Mot,Fever,Koors
Disambakana,Rencontre,encounter,Vergadering,Hlangana,4.0,Positif,Mot,Encounter,Ontmoeting
Disambi,Consolation,consolation,Troosting,Iduta,4.0,Positif,Mot,Consolation,Troos
Disangisha,Rassemblement,gathering,Versameling,Idili,4.0,Positif,Mot,Gathering,Vergadering
Disangisha dia bintu,Collecte,collection,Versamel,Izinto ezibuthelwe ndawonye,4.0,Positif,Mot,Collection,Versameling
Disanka,Béatitude,bliss,Geluk,Ubumnandi,4.0,Positif,Mot,Bliss,Geluk
Disanka ,Heureux,happy,Gelukkig,-Thokozile,4.0,Positif,Mot,Happy,Gelukkig
Disanka,Joyeusement,happily,Vreugdevol,-Nengelo,4.0,Positif,Mot,Joyfully,Vreugdevol
Disanka dia muoyo,Volupté,voluptuousness,Welligheid,Ukuzinikela,4.0,Positif,Mot,Pleasure,Plesier
Disanka dinene,Transport,transportation,Vervoer,Ukuthutha,4.0,Positif,Mot,Transportation,Vervoer
Disele,Roseau,reed,Riet,Umnyathi,4.0,Positif,Mot,Reed,Riet
Disengelela,Supplication,supplication,Smeking,Ukunxusa,5.0,Positif,Mot,Supplication,Smeking
Dishima,Mensonge,lie,Leuen,Ginqika,5.0,Negatif,Mot,Lie,Leuen
Dishimbuka,Ruine,ruin,Ruïne,Ingqile incithakalikayo,4.0,Negatif,Mot,Ruin,Ruïne
Dishiya,Rive,shore,Kus,Ugu,0.0,Neutre,Mot,Shore,Kus
Disolayi,Soldat,soldier,Soldaat,Ibutho,0.0,Neutre,Mot,Soldier,Soldaat
Disombuela,Vengeance,revenge,Wraak,Ukuphindisela,5.0,Positif,Mot,Revenge,Wraak
Disoso,Déchirure,tear,Traan,Ukudabula,4.0,Positif,Mot,Tear,Skeur
Disu,Œil,eye,Oog,Ihlo,4.0,Positif,Mot,Eye,Oog
Disu,Trou,hole,Gat,Umgodi,5.0,Positif,Mot,Hole,Gat
Disua,Souhait,wish,Wens,Fisa,5.0,Positif,Mot,Wish,Wens
Disua,Volonté,will,Wil,Isifiso,4.77272727272727,Positif,Mot,Will,Wil
Disumakaja,Grincement,creaking,Slyp,Ntswininiza,4.81468531468532,Positif,Mot,Squeaking,Piepende
Disuminyina,Activité,activity,Aktiwiteit,Ukukhuthala,4.85664335664336,Positif,Mot,Activity,Aktiwiteit
Disungula,Choix,choice,Keuse,Ukukhetha,4.8986013986014,Positif,Mot,Choice,Keuse
Disunsula,Détail,detail,Detail,Umniningwane,4.94055944055944,Positif,Mot,Detail,Besonderhede
Ditabala,Recouvrement,recovery,Herstel,Ukululama,4.98251748251748,Positif,Mot,Recovery,Herstel
Ditabuja,Réception,reception,Ontvangs,Ihhovisi elamukela izivakashi ehhotela,5.02447552447553,Positif,Mot,Reception,Ontvangs
Ditabuja,Foi,faith,Geloof,Ukholo,5.06643356643357,Positif,Mot,Faith,Geloof
Ditabuja dikese,Petite foi,,Klein Geloof,Little Faith,5.10839160839161,Positif,Mot,Little faith,Klein geloof
Ditabujija,Perte,loss,Verlies,Ukulahlekelwa,5.15034965034965,Positif,Mot,Loss,Verlies
Ditalala,Tranquillité,tranquility,Rustigte,Ukuthula,5.19230769230769,Positif,Mot,Tranquility,Rustigheid
Ditama,Joue,plays,Speel,Idlala,5.23426573426573,Positif,Mot,Plays,Toneelstukke
Ditamba,Avantage,advantage,Voordeel,Imbuyiselo,4.0,Positif,Mot,Advantage,Voordeel
Ditamba dia mutshi,Sarment,vine shoot,Tak,Ubuhlanya,4.0,Positif,Mot,Sarment,Sarment
Ditamba,Triomphe,triumph,Triomf,Ngokunqoba,3.0,Positif,Mot,Triumph,Triomf
Ditangila,Visitation,visitation,Besoek,Ukuhanjelwa,3.0,Positif,Mot,Visitation,Besoek
Ditapuluka,Intrigue,plot,Plot,Isakhiwo sendaba,3.0,Positif,Mot,Plot,Plot
Ditapulula,Différence,difference,Verskil,Umahluko,3.0,Positif,Mot,Difference,Verskil
Ditatshisha,Importunité,importunity,Aandringendheid,Ukwelulwa kwabahli,4.0,Positif,Mot,Importunity,Duursaamheid
Ditekemena,Espérance,hope,Hoop,Ithemba,4.0,Positif,Mot,Hope,Hoop
Ditendelela,Culte,worship,Aanbidding,Dumisa,4.0,Positif,Mot,Worship,Aanbidding
Ditengula,Circoncision,circumcision,Besnydenis,Ukusoka,5.0,Positif,Mot,Circumcision,Besnydenis
"Ditengula, divula",Dépouillement,counting,Streeping,Ukubalwa,5.0,Positif,Verbe,Counting,Tel
Ditentekesha dia bianza,Imposition des mains,,Handoplegging,Ukulala izandla,5.0,Positif,Mot,Laying on of hands,Oplegging van hande
Diteta,Épreuve,test,Beproewing,Ukuzama,5.0,Positif,Mot,Test,Toets
Ditoka dikole,Blancheur,whiteness,Witheid,Ubumsulwa,4.0,Positif,Mot,Whiteness,Witheid
Ditomboka,Sédition,sedition,Opstandigheid,Ukubangela,5.0,Positif,Mot,Sedition,Opstand
Ditombokela,Apostasie,apostasy,Afvalligheid,Ukuphuza kakhulu,4.0,Positif,Mot,Apostasy,Afvalligheid
"Ditonda, dikula",Confession,confession,Belydenis,Ukuvuma,4.0,Positif,Verbe,Confession,Belydenis
Ditontolola,Contradiction,contradiction,Teenspraak,Ukuphikisa,4.0,Positif,Mot,Contradiction,Teenstrydigheid
Ditshina,Persécuter,persecute,Vervolging,Nqamuleza,0.0,Negatif,Mot,Persecute,Vervolg
Ditshiu,Oreille,ear,Oor,Indlebe,0.0,Neutre,Mot,Ear,Oor
Ditu,Forêt,forest,Woud,Ihlathi,4.0,Positif,Mot,Forest,Bos
Ditua ,Tranchant,sharp,Skerp,-Bukhali,4.0,Positif,Mot,Sharp,Skerp
Ditua mikemu,Gémissement,groan,Geweeklaag,Ukugquma,0.0,Neutre,Mot,Groan,Kreun
Dituaya,Tablier,apron,Voorskoot,Iphinifa,0.0,Negatif,Mot,Apron,Voorskoot
Dituayi,Mouchoir,handkerchief,Sakdoek,Ihengeshi,0.0,Negatif,Mot,Handkerchief,Sakdoek
Ditubula,Pénétrant ,penetrating,Deurdringend,Ukungeniswa,5.0,Neutre,Mot,Penetrating ,Penetrerende 
Dituku,Jour,day,Dag,Usuku,5.0,Neutre,Mot,Day,Dag
Dituku dia Diledibua,Anniversaire de naissance,,Verjaarsdag,Usuku lokuzalwa,5.0,Positif,Mot,Birthday,Verjaarsdag
Dituku dia disanka,Fête,party,Fees,Inhlangano,5.0,Positif,Mot,Party,Partytjie
Dituku dia Mukelenge,Jour du Seigneur,,Sonsdag,Usuku LeNkosi,4.0,Negatif,Mot,Lord&#39;s Day,Here se Dag
Ditumbisha,Louange,praise,Lofprysing,Dumisa,0.0,Neutre,Mot,Praise,Lof
Ditumikila,Obéissance,obedience,Gehoorsaamheid,Ukuzwa,4.0,Positif,Mot,Obedience,Gehoorsaamheid
Ditupakana,Ignorance,ignorance,Onkunde,Ukungazi,0.0,Neutre,Mot,Ignorance,Onkunde
Ditutu,Nuée,cloud,Wolk,Amafu,0.0,Neutre,Mot,Cloud,Wolk
Diulu,Ciel,sky,Hemel,Isibhakabhaka,5.0,Positif,Mot,Sky,Hemel
Diumusha,Enlèvement,kidnapping,Wegraping,Ukuthwala,4.0,Negatif,Mot,Kidnapping,Ontvoering
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,transportation,Vervoer,Ukuthutha,0.0,Neutre,Mot,Transportation,Vervoer
Diunvuika,Retentissant,resounding,Draaiende,-Ndumisa,5.0,Neutre,Mot,Resounding,Resonerende
Divulangana,Débordement,overflow,Oorvloeiende,Phuphuma,6.0,Positif,Mot,Overflow,Oorloop
Divuluka,Souvenir,memory,Herinnering,Ukukhumbula,4.0,Positif,Mot,Memory,Geheue
Divundulula,Mouvement,movement,Beweging,Ukuzamazama,5.0,Positif,Mot,Movement,Beweging
Diya,Départ,departure,Vertrek,Ukuhamba,4.0,Neutre,Mot,Departure,Vertrek
Diyi,Commission,commission,Opdrag,Amandla okwenza,4.0,Positif,Mot,Commission,Kommissie
Diyi,Message,message,Boodskap,Izwi elithunyelweyo,5.0,Positif,Mot,Message,Boodskap
Diyi dimue,Accord,agreement,Ooreenkoms,Isivumelwano,5.0,Positif,Mot,Agreement,Ooreenkoms
Diyisha,Instruction,instruction,Instruksie,Ukufundisa,6.0,Positif,Mot,Instruction,Instruksie
Diyisha,Doctrine,doctrine,Leerstelling,Imfundiso,0.0,Neutre,Mot,Doctrine,Leerstelling
Diyoyi,Clameur,clamor,Geroep,Umkhumbi wakhomba,0.0,Neutre,Mot,Clamor,Geskarrel
Diyoyo,Crierie,auction house,Skreeu,Imfihlo,0.0,Neutre,Mot,Crying,Huil
Diyoyo,Confusion,confusion,Verwarring,Isidididi,5.0,Positif,Mot,Confusion,Verwarring
Diyu,Œuf,egg,Eier,Iqanda,5.0,Positif,Mot,Egg,Eier
mushindu,categorie ,category,kategorie,uhlobo,8.0,Positif,Mot,category ,kategorie 
dishindike,catégorique,categorical,kategories,-qanjululekile,9.0,Positif,Mot,categorical,kategoriese
kushindika,categoriquement,categorically,kategories,ngokwezigaba,7.0,Positif,Mot,categorically,kategories
kubenga,refuser,refuse,weier,ala,0.0,Neutre,Mot,refuse,weier
nzubu,cathédrale,cathedral,katedraal,enesihlalo somBhishoshi,4.0,Positif,Mot,cathedral,katedraal
katolike,catholiscisme,Catholicism,Katolisisme,UbuKatolika,3.0,Neutre,Mot,Catholicism,Katolisisme
ekleziya wa bantu bonso,catholicité,catholicity,Katolisiteit,Mocatority,0.0,Neutre,Mot,Catholicism,Katolisisme
mukatolike,catholique,Catholic,Katoliek,IKhatholika,3.0,Positif,Mot,Catholic,Katoliek
bulondeshile,catholiquement,Catholically,Katoliek,iKhatholika,0.0,Neutre,Mot,Catholic,Katoliek
musokoko,catimini,on the sly,Sluwe,ku-sly,0.0,Neutre,Mot,secretly,in die geheim
takanangana,cauchemar,nightmare,Nagmerrie,iphupho elesabisayo,0.0,Neutre,Mot,nightmare,nagmerrie
mukila/tshipepe,caudal,caudal,Steuer,caudal,6.0,Positif,Mot,caudal,kaudale
mubela,cauris,cowrie shells,Kaurie,Ama-Cowries,5.0,Positif,Mot,cowrie shells,kauri-skulpe
kenzela,causal,causal,Oorsaaklik,isengele,5.0,Positif,Mot,causal,oorsaaklike
dienzeja,causatif ,causative,Oorsaaklik,-selanayo,0.0,Negatif,Mot,causative ,veroorsakende 
muji,cause,cause,oorsaak,dala,-5.0,Negatif,Mot,cause,oorsaak
kuyukila,causer,cause,oorsaak,dala,8.0,Positif,Mot,cause,oorsaak
diyuki,causerie,chat,gesels,ukuxoxa,7.0,Positif,Mot,chat,gesels
kayuki,causette,chat,babbelaar,ukuxoxa,2.0,Neutre,Mot,chat,gesels
mpiompia,causeur,talker,babbelaar,oxoxa ngokuxoxa,6.0,Positif,Mot,talkative,spraaksaam
di-osha,caustique,caustic,bytend,caostic,7.0,Positif,Mot,caustic,bytende
mbabi,cauteleux,cautious,versigtig,-nobuthuzi,5.0,Positif,Mot,cautious,versigtig
tshiamu,cautere,cautery,brandbaar,I-CAUTELY,4.0,Positif,Mot,cautery,brandwonde
kuosha,cauteriser,cauterize,brandbaar,nqaba,0.0,Neutre,Mot,cauterize,kauteriseer
tshieya,caution,deposit,versigtigheid,faka,-6.0,Negatif,Mot,caution,versigtigheid
kufila,cautionner,to guarantee,versigtigheid,loba igama emuva kwesheke,6.0,Positif,Mot,endorse,onderskryf
tshisumbu,cavalcade,cavalcade,kavalkade,cavalcade,8.0,Positif,Mot,cavalcade,kavalkade
basola/babandi,cavalerie,cavalry,kavallerie,amasosha agibeleyo,-5.0,Negatif,Mot,cavalry,kavallerie
mubandi,cavalier,rider,ruiter,umgibeli,6.0,Positif,Mot,rider,ruiter
tshikamakama,cavalierement,cavalierly,ruiterlik,iphoyisa,9.0,Positif,Mot,cavalier,kavalier
buina,cave,cellar,grot,sela,8.0,Positif,Mot,cellar,kelder
ngomba,caveau,vault,grotspelonk,indlu eyisisefo esikhulu,7.0,Positif,Verbe,vault,kluis
kutonkona,caver,cave,grotspeler,umhume,5.0,Positif,Mot,caver,spelonksoeker
lubinga,caverne,cave,grot,umhume,6.0,Positif,Mot,cave,grot
nyongolo,caverneux,cavernous,grotspelonkagtig,-qhuba ngasobala,8.0,Positif,Mot,cavernous,grotagtig
mpoko,cavite,cavity,holte,imbobo,9.0,Positif,Mot,cavity,holte
etshi, ceci,this,hierdie,leli,7.0,Positif,Mot, this, hierdie
bufufu,cecite,blindness,hierdie,ubumpumputhe,0.0,Neutre,Mot,blindness,blindheid
kulekelela,ceder,to sell,stuur af,ukuthengisa,0.0,Neutre,Mot,to sell,om te verkoop
kanyoka,cedukke,cedukke,stuur af,cedukke,-4.0,Negatif,Mot,cedukke,sedukke
kujinga,ceindre,to gird,gordel,bhince,0.0,Neutre,Mot,belt,gordel
mukaba,ceinture,belt,gordel,isibhamba,-3.0,Negatif,Mot,belt,gordel
tshimono,hanche,hip,heup,inqulu,-8.0,Negatif,Mot,hip,heup
kuvuadika,ceinturer,belt,gordel,isibhamba,-7.0,Negatif,Mot,belt,gordel
mukaba,ceinturon,belt,gordel,isibhamba,-6.0,Negatif,Mot,belt,gordel
atshio,cela,that,daardie,leyo,4.0,Positif,Mot,that,daardie
tshiatshia,éloigné,distant,ver,-buqamama,0.0,Neutre,Mot,distant,verafgeleë
difuka,célébrant,celebrant,vier,gumela,5.0,Positif,Mot,celebrating,vier
kutumbe,célébre,famous,vier,-dumile,7.0,Positif,Mot,famous,beroemd
kutumbisha,célébrer,celebrate,bekendheid,gubha,9.0,Positif,Mot,celebrate,vier
katumbi,célébrité,celebrity,vier,ubizo,-6.0,Negatif,Mot,celebrity,bekende persoonlikheid
kusokoka,celer,celer,spoed,isinye noma noma,-7.0,Negatif,Mot,conceal,verberg
lubilu,célérité,speed,hemelse,isibeletho,-5.0,Negatif,Mot,speed,spoed
mudiulu,céleste,celestial,selibaat,-bukeyela basezulwini,-7.0,Negatif,Mot,celestial,hemelse
bujike,célibat,celibacy,enkel,ubumpohlo,-6.0,Negatif,Mot,celibacy,selibaat
mujike,célibataire,Single,kelder,-Nye zwi,8.0,Positif,Mot,Single,Enkellopend
mulami,céllérier,cellarer,kelder,sela,0.0,Neutre,Mot,cellar,kelder
tshilaminu,cellier,cellar,kelder,sela,4.0,Positif,Mot,cellar,kelder
kabambalu,cellule,cell,kelder,iseli,6.0,Positif,Mot,cell,sel
ewu,celui,the one,dat,Iyona yodwa,-8.0,Negatif,Mot,the one,die een
ewu,celle,that,dat,leyo,9.0,Positif,Mot,that,daardie
aba,ceux,those,daardie,lezo,-9.0,Negatif,Mot,those,daardie
aba,celles ,those,daardie,lezo,5.0,Positif,Mot,those ,daardie 
mema,moi,Me,my,Mina,9.0,Positif,Mot,Me,Ek
butu,cendre,ash,as,umlotha,-6.0,Negatif,Mot,ash,as
kushidisha,calciner,to calcine,kalsie,uhlobo lwekhashi,-4.0,Negatif,Mot,to burn,om te brand
tshiabutu,cendrier ,ashtray,asbak,isitsha somlotha kagwayi,6.0,Positif,Mot,ashtray ,asbak 
didia,cène,last supper,aandete,ukudla kwakusihlwa,-5.0,Negatif,Mot,Last Supper,Laaste Avondmaal
mudiambike,cénobite,cenobite,senobiet,isizwe,4.0,Positif,Mot,cenobite,senobiet
lukita luibaka,cénotaphe,cenotaph,senotaaf,cenotaph,8.0,Positif,Mot,cenotaph,senotaaf
manya,censé,supposed,veronderstel,-catshalwa,0.0,Neutre,Mot,supposed,veronderstelde
mutaludi,censeur,censor,sensor,Cencer,0.0,Neutre,Mot,censor,sensuur
didiwula/diteta,censure,censorship,sensorskap,ukucwaninga,-8.0,Negatif,Mot,censorship,sensuur
kuteta,censurer,censor,sensor,Cencer,-3.0,Negatif,Mot,censor,sensuur
lukama,cent,hundred,honderd,ikhulu,-5.0,Negatif,Mot,hundred,honderd
lukama,centaine,hundred,honderd,ikhulu,5.0,Positif,Mot,hundred,honderd
mubuabua,chacal,jackal,jakkals,ugwasi,8.0,Positif,Mot,jackal,jakkals
muntu yonso,chacun,each,elke,sisinye,0.0,Neutre,Mot,each,elke
dibungama,chagrin,grief,hartseer,ubuhlungu,4.0,Positif,Mot,grief,hartseer
mutoyi,chahut,commotion,geraas,Ruckus,9.0,Positif,Mot,rowdiness,luidrugtigheid
kusalakaja,chahuter,to heckle,geraas,heckle,7.0,Positif,Mot,rowd,gejaag
lukanu,chaine,chain,ketting,uhide,8.0,Positif,Mot,chain,ketting
kuelekeja,chainer,chain,ketting,uhide,7.0,Positif,Mot,chainer,kettingmaker
kakanu,chainette,chain,klein ketting,uhide,6.0,Positif,Mot,chain,ketting
lukanu,chainon,link,skakel,ulungu lokuthile,0.0,Neutre,Mot,link,skakel
munyinyi,chair,flesh,vlees,umzimba,8.0,Positif,Mot,flesh,vlees
ntoyi,chaire,chair,vlees,indawo yokuma uma umuntu eshumayela,-8.0,Negatif,Mot,chair,stoel
nkuasa,chaise,chair,stoel,isihlalo,-9.0,Negatif,Mot,chair,stoel
muenji wa nkuasa,chaisier,chair maker,stoelmaker,isihlalo,0.0,Neutre,Mot,chair maker,stoelmaker
musumbi,chaland,barge,vaartuig,isikebhe esinesinqe esibanzi sokuthwala impahla,0.0,Neutre,Mot,barge,vragskip
muanzankongolo,chalcide,chalcide,chalcide,i-chalcid,-8.0,Negatif,Mot,chalcid,chalsied
kazubu,chalet,cottage,chalet,indlwana ikotishi,-6.0,Negatif,Mot,cottage,kothuis
luya,chaleur,heat,hitte,ukushisa,0.0,Neutre,Mot,heat,hitte
kusuminyina,chaleureusement,warmly,warm,ngemfudumalo,-3.0,Negatif,Mot,warmly,hartlik
disuminyina,chaleureux,warm,warm,-fudumele,6.0,Positif,Mot,warm,warm
mitshi,chalit,bedstead,chalet,embhedeni,7.0,Positif,Mot,bedstead,bedkassie
buatu,chaloupe,boat,roeiboot,isikebhe,-5.0,Negatif,Mot,boat,boot
lushiba,chalumeau,blowtorch,blaasvlam,Blowtorch,7.0,Positif,Verbe,blowtorch,blaasvlam
kapamba,chalut,trawl,treilboot,trawl,6.0,Positif,Mot,trawl,treil
kutanda,chamailler,to bicker,gekibbel,ubhilibheli,0.0,Neutre,Mot,squabble,rusie
bilengejilu,chamarrer,to adorn,gekibbel,khanyisa phezulu,5.0,Positif,Mot,embellish,versier
kondakond,chambard,upheaval,kamer,-phuthumayo,6.0,Positif,Mot,chaos,chaos
tshibambalu,chambre,bedroom,kamer,igumbi,9.0,Positif,Mot,bedroom,slaapkamer
kazubu,chambrette,small room,klein kamer,igumbi,-3.0,Negatif,Mot,small room,klein kamer
kamelo,chameau,camel,kameel,ikameli,-7.0,Negatif,Mot,camel,kameel
musaki wa tumelo,chamelier,camel driver,kameeldrywer,Umshayeli Wekamela,8.0,Positif,Mot,camel driver,kameelbestuurder
kamelo kakaji,chamelle,camel,kameel,ikameli,0.0,Neutre,Mot,camel,kameel
budimi,champ,field,veld,idlelo,7.0,Positif,Mot,field,veld
budimi,champetre,rural,platteland,izwe,4.0,Positif,Mot,rural,landelik
buowa,champignon,mushroom,sampioen,ikhowe,9.0,Positif,Mot,mushroom,sampioen
tshilobo/tshilumbayi,champion,champion,kampioen,ingqwele,6.0,Positif,Mot,champion,kampioen
bidimu lukama,centenaire,centenary,eeufees,-esenti lemikhulu,-6.0,Negatif,Mot,centenary,eeufees
bidimu lukama,centennal,centennial,eeufees,-ngaphakathi kakhulu,0.0,Neutre,Mot,centenary,eeufees
bitupa lukama,centiseimal,centiseimal,sentiseimaal,centisemal,-5.0,Negatif,Mot,centiseimal,sentiseimaal
tshia lukama tshia,centiare,centiare,sentiar,centilisare,9.0,Positif,Mot,centiare,sentiare
tshia lukama,centième,hundredth,honderdste,abakhulumile yini,8.0,Positif,Mot,hundredth,honderdste
pankatshi,central,central,sentraal,-phakathi impela,0.0,Neutre,Mot,central,sentraal
disangisha,centralisation,centralization,sentralisering,ukufakwa kwamaphakathi,-6.0,Negatif,Mot,centralization,sentralisering
kusangisha,centraliser,centralize,sentraliseer,hlanganisa ndawonye,7.0,Positif,Mot,centralize,sentraliseer
nkatshi,centre,center,sentrum,indawo yangaphakathi impela,-5.0,Negatif,Mot,center,sentrum
kuteka pankatshi,centrer,center,sentrum,indawo yangaphakathi impela,6.0,Positif,Mot,center,sentrum
pankatshi,centrifuge,centrifugal,sentrifugaal,centrifugal,-8.0,Negatif,Mot,centrifugal,sentrifugale
beka pankatshi,centripète,centripetal,sentripetaal,centripetal,-9.0,Negatif,Mot,centripetal,sentripetaal
misangu lukama,centuple,hundredfold,honderdvoudig,amakhulukhulu,8.0,Positif,Mot,hundredfold,honderdvoudig
kuvudija misangu lukama,centupler,to increase a hundredfold,honderdvoudig,amakhulukhulu,-6.0,Negatif,Mot,a hundredfold,honderdvoudig
fumu,centurion,centurion,centurion,inqwaba,-8.0,Negatif,Verbe,centurion,honderdman
musthi wa mvinyo,cep,vine,sep,isithombe esithandelayo,0.0,Neutre,Mot,vine,wingerdstok
pinapo,cependant,However,egter,Nokho,0.0,Neutre,Mot,However,Maar
disama dia mutu,cephalée,headache,hoofpyn,ukuphathwa yikhanda,-3.0,Negatif,Mot,headache,hoofpyn
bintu bia dibumba,céramique,ceramic,keramiek,-ezitsha zobumba,-6.0,Negatif,Mot,ceramic,keramiek
mufimbi wa bia dibumba,céramiste,ceramist,keramiekkunstenaar,umthambo wezimbuphezi,0.0,Neutre,Mot,ceramicist,keramiekkunstenaar
mulami wa tshikisu,céerbère,cerberus,serebraal,ceerberus,0.0,Neutre,Mot,cerberus,serberus
tshitangu,cerceau,hoop,hoepel,ihashana,5.0,Positif,Mot,hoop,hoepel
tshijengu,cercle,circle,sirkel,zungeza,4.0,Positif,Mot,circle,sirkel
kuasa tshitangu,cercler,circle,sirkel,zungeza,6.0,Positif,Mot,circle,sirkel
mushete,cerceuil,coffin,kis,ibhokisi lokungcwaba,8.0,Positif,Mot,coffin,kis
ntete,céréale,cereal,graan,inhlamvu kakolweni nezinye ezinjalo,9.0,Positif,Mot,cereal,graankos
lungenyi,cérébral,cerebral,serebraal,i-cerebral,9.0,Positif,Mot,cerebral,serebrale
nseremonyiya,cérémonie,ceremony,seremonie,umkhosi,8.0,Positif,Mot,ceremony,seremonie
bukalanga bupite,cérémonieux,ceremonious,seremonieel,-nothando,-7.0,Negatif,Mot,ceremonious,seremonieel
ngulungu,cerf,deer,hert,izidubhu,0.0,Neutre,Mot,deer,hert
kunyungulukila,cerner,to identify,sirkel,ukuzungeza,9.0,Positif,Mot,define,definieer
bushuwa,certain,certain,seker,-azi kahle,6.0,Positif,Mot,certain,seker
bulelela,certainement,certainly,beslis,impela,4.0,Positif,Mot,certainly,beslis
bulelela,certes,certainly,seker,impela,5.0,Positif,Mot,certainly,beslis
mukanda wa tshijadiku,certificat,certificate,sertifikaat,isitifiketi,-4.0,Negatif,Mot,certificate,sertifikaat
kushindika,certifier,certify,sertifiseer,qinisa,6.0,Positif,Mot,certify,sertifiseer
bulelela bushidame,certitude,certainty,sekerheid,iqiniso,4.0,Positif,Mot,certainty,sekerheid
tumyi tua matshio,cérumen,cerumen,oorsmeer,okuhlwempula,0.0,Neutre,Mot,cerumen,oorwas
mbonko,cerveau,brain,brein,ingqondo,5.0,Positif,Mot,brain,brein
buongo bukese,cervelet,cerebellum,breinbellum,cerebellum,6.0,Positif,Mot,cerebellum,serebellum
buongo/mbonko,cervelle,brain,brein,ingqondo,7.0,Positif,Mot,brain,brein
nshingu,cervical,cervical,servikaal,umcebile,8.0,Positif,Mot,cervical,servikale
ebi,ces,these,hierdie,lezi,6.0,Positif,Mot,these,hierdie
dilekela,cessation,cessation,staking,ukunqatshelwa,-5.0,Negatif,Mot,cessation,staking
ndekelu,cesse,stops,hou op,phela,-6.0,Negatif,Mot,ceases,hou op
kulekela,cesser,cease,hou op,phela,-8.0,Negatif,Mot,cease,ophou
dilekela/kuleka,cession,assignment,sessie,dlulisela,0.0,Neutre,Mot,transfer,oordrag
buena kuamba ne,c'est-à-dire,that's to say,dit wil sê,lokho kusho,8.0,Positif,Mot,that&#39;s to say,dit wil sê
dikosa,césure,caesura,cesura,hyphenation,9.0,Positif,Mot,caesura,sesura
mushipa wa ntkuja,cétace,cetacean,walvisagtig,I-CETACEAN,7.0,Positif,Mot,cetacean,walvisagtige
muena dikasa,chancard,lucky charm,gelukkig,ithuba,0.0,Neutre,Mot,chancard,chancard
dimemba,chance,chance,geluk,ithuba,4.0,Positif,Mot,chance,kans
tutbile/tekakane,chancelant,faltering,waggel,ukudoba,0.0,Neutre,Mot,staggering,verstommend
kulenduka,chanceler,to stagger,waggel,bhiyazela,0.0,Neutre,Mot,stagger,wankel
disaka dimpe,chanceux,lucky,gelukkig,-nenhlanhla,4.0,Positif,Mot,lucky,gelukkig
kukuata,chancir,to chance,waggel,phendula,0.0,Neutre,Mot,canker,kanker
mupila,chandail,sweater,trui,ijezi,0.0,Neutre,Mot,sweater,trui
dilambula,chandeleur,Candlemas,kandelaar,Iphoyisa,0.0,Neutre,Mot,Candlemas,Kersmis
tshiamu tshia tundeya,chandelier ,candlestick,kandelaar,ikhandlela,6.0,Positif,Mot,candlestick ,kandelaar 
kandeya,chandelle,candle,kers,ikhandlela,5.0,Positif,Mot,candle,kers
dishintakaja,change,exchange,verandering,shintshisana,5.0,Positif,Mot,exchange,ruil
mua kuandamuna,changeabke,changeabke,veranderingabke,I-Changeabke,-4.0,Negatif,Mot,changeabke,veranderabke
ngandamunuinu,changement,change,verandering,phendula,-5.0,Negatif,Mot,change,verandering
kushituka,changer,to change,verandering,ukushintsha,8.0,Positif,Mot,to change,om te verander
mushitakaji,changeur,changer,wisselaar,umguquguquli,7.0,Positif,Mot,money changer,geldwisselaar
musambo,chanson,song,liedjie,iculo,2.0,Neutre,Mot,song,liedjie
kasambo,chansonnette,little song,deuntjie,cuitro,6.0,Positif,Mot,little song,klein liedjie
kuimba,chansonner,to sing,liedjie,cula,7.0,Positif,Mot,to sing,om te sing
muenji wa nkuasa,chansonnier,songwriter,liedboek,umculi,5.0,Positif,Mot,songwriter,liedjieskrywer
