CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
muntu yonso,chacun,each,elke,sisinye,0.0,Neutre,Mot,each
dibungama,chagrin,grief,hartseer,ubuhlungu,4.0,Positif,Mot,grief
mutoyi,chahut,commotion,geraas,Ruckus,9.0,Positif,Mot,rowdiness
kusalakaja,chahuter,to heckle,geraas,heckle,7.0,Positif,Mot,rowd
lukanu,chaine,chain,ketting,uhide,8.0,Positif,Mot,chain
kuelekeja,chainer,chain,ketting,uhide,7.0,Positif,Mot,chainer
kakanu,chainette,chain,klein ketting,uhide,6.0,Positif,Mot,chain
lukanu,chainon,link,skakel,ulungu lokuthile,0.0,Neutre,Mot,link
munyinyi,chair,flesh,vlees,umzimba,8.0,Positif,Mot,flesh
ntoyi,chaire,chair,vlees,indawo yokuma uma umuntu eshumayela,-8.0,Negatif,Mot,chair
nkuasa,chaise,chair,stoel,isihlalo,-9.0,Negatif,Mot,chair
muenji wa nkuasa,chaisier,chair maker,stoelmaker,isihlalo,0.0,Neutre,Mot,chair maker
musumbi,chaland,barge,vaartuig,isikebhe esinesinqe esibanzi sokuthwala impahla,0.0,Neutre,Mot,barge
muanzankongolo,chalcide,chalcide,chalcide,i-chalcid,-8.0,Negatif,Mot,chalcid
kazubu,chalet,cottage,chalet,indlwana ikotishi,-6.0,Negatif,Mot,cottage
luya,chaleur,heat,hitte,ukushisa,0.0,Neutre,Mot,heat
kusuminyina,chaleureusement,warmly,warm,ngemfudumalo,-3.0,Negatif,Mot,warmly
disuminyina,chaleureux,warm,warm,-fudumele,6.0,Positif,Mot,warm
mitshi,chalit,bedstead,chalet,embhedeni,7.0,Positif,Mot,bedstead
buatu,chaloupe,boat,roeiboot,isikebhe,-5.0,Negatif,Mot,boat
lushiba,chalumeau,blowtorch,blaasvlam,Blowtorch,7.0,Positif,Verbe,blowtorch
kapamba,chalut,trawl,treilboot,trawl,6.0,Positif,Mot,trawl
kutanda,chamailler,to bicker,gekibbel,ubhilibheli,0.0,Neutre,Mot,squabble
bilengejilu,chamarrer,to adorn,gekibbel,khanyisa phezulu,5.0,Positif,Mot,embellish
kondakond,chambard,upheaval,kamer,-phuthumayo,6.0,Positif,Mot,chaos
tshibambalu,chambre,bedroom,kamer,igumbi,9.0,Positif,Mot,bedroom
kazubu,chambrette,small room,klein kamer,igumbi,-3.0,Negatif,Mot,small room
kamelo,chameau,camel,kameel,ikameli,-7.0,Negatif,Mot,camel
musaki wa tumelo,chamelier,camel driver,kameeldrywer,Umshayeli Wekamela,8.0,Positif,Mot,camel driver
kamelo kakaji,chamelle,camel,kameel,ikameli,0.0,Neutre,Mot,camel
budimi,champ,field,veld,idlelo,7.0,Positif,Mot,field
budimi,champetre,rural,platteland,izwe,4.0,Positif,Mot,rural
buowa,champignon,mushroom,sampioen,ikhowe,9.0,Positif,Mot,mushroom
tshilobo/tshilumbayi,champion,champion,kampioen,ingqwele,6.0,Positif,Mot,champion
bidimu lukama,centenaire,centenary,eeufees,-esenti lemikhulu,-6.0,Negatif,Mot,centenary
bidimu lukama,centennal,centennial,eeufees,-ngaphakathi kakhulu,0.0,Neutre,Mot,centenary
bitupa lukama,centiseimal,centiseimal,sentiseimaal,centisemal,-5.0,Negatif,Mot,centiseimal
tshia lukama tshia,centiare,centiare,sentiar,centilisare,9.0,Positif,Mot,centiare
tshia lukama,centième,hundredth,honderdste,abakhulumile yini,8.0,Positif,Mot,hundredth
pankatshi,central,central,sentraal,-phakathi impela,0.0,Neutre,Mot,central
disangisha,centralisation,centralization,sentralisering,ukufakwa kwamaphakathi,-6.0,Negatif,Mot,centralization
kusangisha,centraliser,centralize,sentraliseer,hlanganisa ndawonye,7.0,Positif,Mot,centralize
nkatshi,centre,center,sentrum,indawo yangaphakathi impela,-5.0,Negatif,Mot,center
kuteka pankatshi,centrer,center,sentrum,indawo yangaphakathi impela,6.0,Positif,Mot,center
pankatshi,centrifuge,centrifugal,sentrifugaal,centrifugal,-8.0,Negatif,Mot,centrifugal
beka pankatshi,centripète,centripetal,sentripetaal,centripetal,-9.0,Negatif,Mot,centripetal
misangu lukama,centuple,hundredfold,honderdvoudig,amakhulukhulu,8.0,Positif,Mot,hundredfold
kuvudija misangu lukama,centupler,to increase a hundredfold,honderdvoudig,amakhulukhulu,-6.0,Negatif,Mot,a hundredfold
fumu,centurion,centurion,centurion,inqwaba,-8.0,Negatif,Verbe,centurion
musthi wa mvinyo,cep,vine,sep,isithombe esithandelayo,0.0,Neutre,Mot,vine
pinapo,cependant,However,egter,Nokho,0.0,Neutre,Mot,However
disama dia mutu,cephalée,headache,hoofpyn,ukuphathwa yikhanda,-3.0,Negatif,Mot,headache
bintu bia dibumba,céramique,ceramic,keramiek,-ezitsha zobumba,-6.0,Negatif,Mot,ceramic
mufimbi wa bia dibumba,céramiste,ceramist,keramiekkunstenaar,umthambo wezimbuphezi,0.0,Neutre,Mot,ceramicist
mulami wa tshikisu,céerbère,cerberus,serebraal,ceerberus,0.0,Neutre,Mot,cerberus
tshitangu,cerceau,hoop,hoepel,ihashana,5.0,Positif,Mot,hoop
tshijengu,cercle,circle,sirkel,zungeza,4.0,Positif,Mot,circle
kuasa tshitangu,cercler,circle,sirkel,zungeza,6.0,Positif,Mot,circle
mushete,cerceuil,coffin,kis,ibhokisi lokungcwaba,8.0,Positif,Mot,coffin
ntete,céréale,cereal,graan,inhlamvu kakolweni nezinye ezinjalo,9.0,Positif,Mot,cereal
lungenyi,cérébral,cerebral,serebraal,i-cerebral,9.0,Positif,Mot,cerebral
nseremonyiya,cérémonie,ceremony,seremonie,umkhosi,8.0,Positif,Mot,ceremony
bukalanga bupite,cérémonieux,ceremonious,seremonieel,-nothando,-7.0,Negatif,Mot,ceremonious
ngulungu,cerf,deer,hert,izidubhu,0.0,Neutre,Mot,deer
kunyungulukila,cerner,to identify,sirkel,ukuzungeza,9.0,Positif,Mot,define
bushuwa,certain,certain,seker,-azi kahle,6.0,Positif,Mot,certain
bulelela,certainement,certainly,beslis,impela,4.0,Positif,Mot,certainly
bulelela,certes,certainly,seker,impela,5.0,Positif,Mot,certainly
mukanda wa tshijadiku,certificat,certificate,sertifikaat,isitifiketi,-4.0,Negatif,Mot,certificate
kushindika,certifier,certify,sertifiseer,qinisa,6.0,Positif,Mot,certify
bulelela bushidame,certitude,certainty,sekerheid,iqiniso,4.0,Positif,Mot,certainty
tumyi tua matshio,cérumen,cerumen,oorsmeer,okuhlwempula,0.0,Neutre,Mot,cerumen
mbonko,cerveau,brain,brein,ingqondo,5.0,Positif,Mot,brain
buongo bukese,cervelet,cerebellum,breinbellum,cerebellum,6.0,Positif,Mot,cerebellum
buongo/mbonko,cervelle,brain,brein,ingqondo,7.0,Positif,Mot,brain
nshingu,cervical,cervical,servikaal,umcebile,8.0,Positif,Mot,cervical
ebi,ces,these,hierdie,lezi,6.0,Positif,Mot,these
dilekela,cessation,cessation,staking,ukunqatshelwa,-5.0,Negatif,Mot,cessation
ndekelu,cesse,stops,hou op,phela,-6.0,Negatif,Mot,ceases
kulekela,cesser,cease,hou op,phela,-8.0,Negatif,Mot,cease
dilekela/kuleka,cession,assignment,sessie,dlulisela,0.0,Neutre,Mot,transfer
buena kuamba ne,c'est-à-dire,that's to say,dit wil sê,lokho kusho,8.0,Positif,Mot,that&#39;s to say
dikosa,césure,caesura,cesura,hyphenation,9.0,Positif,Mot,caesura
mushipa wa ntkuja,cétace,cetacean,walvisagtig,I-CETACEAN,7.0,Positif,Mot,cetacean
muena dikasa,chancard,lucky charm,gelukkig,ithuba,0.0,Neutre,Mot,chancard
dimemba,chance,chance,geluk,ithuba,4.0,Positif,Mot,chance
tutbile/tekakane,chancelant,faltering,waggel,ukudoba,0.0,Neutre,Mot,staggering
kulenduka,chanceler,to stagger,waggel,bhiyazela,0.0,Neutre,Mot,stagger
disaka dimpe,chanceux,lucky,gelukkig,-nenhlanhla,4.0,Positif,Mot,lucky
kukuata,chancir,to chance,waggel,phendula,0.0,Neutre,Mot,canker
mupila,chandail,sweater,trui,ijezi,0.0,Neutre,Mot,sweater
dilambula,chandeleur,Candlemas,kandelaar,Iphoyisa,0.0,Neutre,Mot,Candlemas
tshiamu tshia tundeya,chandelier ,candlestick,kandelaar,ikhandlela,6.0,Positif,Mot,candlestick 
kandeya,chandelle,candle,kers,ikhandlela,5.0,Positif,Mot,candle
dishintakaja,change,exchange,verandering,shintshisana,5.0,Positif,Mot,exchange
mua kuandamuna,changeabke,changeabke,veranderingabke,I-Changeabke,-4.0,Negatif,Mot,changeabke
ngandamunuinu,changement,change,verandering,phendula,-5.0,Negatif,Mot,change
kushituka,changer,to change,verandering,ukushintsha,8.0,Positif,Mot,to change
mushitakaji,changeur,changer,wisselaar,umguquguquli,7.0,Positif,Mot,money changer
musambo,chanson,song,liedjie,iculo,2.0,Neutre,Mot,song
kasambo,chansonnette,little song,deuntjie,cuitro,6.0,Positif,Mot,little song
kuimba,chansonner,to sing,liedjie,cula,7.0,Positif,Mot,to sing
muenji wa nkuasa,chansonnier,songwriter,liedboek,umculi,5.0,Positif,Mot,songwriter
ngimbilu,chant,singing,liedjie,ukucula,4.0,Positif,Mot,singing
dikalu/ditempu,char,tank,charade,ithange,0.0,Neutre,Mot,tank
tshiakulakula,charabia,gibberish,brabbeltaal,gibberish,-6.0,Negatif,Mot,gibberish
nshinga/dijimbu,charade,charade,sjarade,chawa,6.0,Positif,Mot,charade
mulonda,charançon,weevil,kalander,-shobi,8.0,Positif,Mot,weevil
makala,charbon,coal,steenkool,amalahle,-5.0,Negatif,Mot,coal
tshimbilu tshia mabue a makala,charbonnage,coal mining,steenkoolmynbou,Imayini yamalahle,6.0,Positif,Mot,coal mining
munyinyi muboza,charcuterie,cold cuts,delikatesse,ukusikeka okubandayo,9.0,Positif,Mot,cold cuts
mupanyi wa munyinyi wa ngulube,charcutier,butcher,delikatesse,ukuhlaba inyama,8.0,Positif,Mot,butcher
mungonga,chardon,thistle,distel,thi Tistle,7.0,Positif,Verbe,thistle
bujitu,charge,charge,laai,khokhisa,5.0,Positif,Mot,charge
mukenji,chargé,charge,gelaai,khokhisa,6.0,Positif,Mot,charge
ditenteka bujitu,chargement,loading,laai,ethwebula,8.0,Positif,Mot,loading
kuambika,charger,load,laaier,thwala,9.0,Positif,Mot,load
muambiki,chargeur,charger,karretjie,ijatshi,7.0,Positif,Mot,charger
dikalu/ditempu,chariot,cart,charisme 'n,ingqukumbane,0.0,Neutre,Mot,cart
tshipedi,charisme,charisma,liefdadigheids,i-charism,0.0,Neutre,Mot,charisma
bulela,charitable,charitable,liefdadigheids,-nosizo,-4.0,Negatif,Mot,charitable
ne luse,charitablement,charitably,liefdadigheids,ngokunakwa,0.0,Neutre,Mot,charitably
dinanga,charité,charity,bekoorster,umhawu,-3.0,Negatif,Mot,charity
tshinganganganga,charlatan ,charlatan,bekoorman,UCharlatan,-8.0,Negatif,Mot,charlatan 
kukuatshisha milowo,charman,charming,sjarme,xhamwan,-7.0,Negatif,Mot,charmer
milowo,charme,charm,bekoorster,ubuhle,-6.0,Negatif,Mot,charm
kulobesha,charler,charler,bekoorster,hlwe kushoyo,4.0,Positif,Mot,charler
muloji,charmeur,charmer,vleeslike,ukuphambuka,0.0,Neutre,Mot,charmer
mubidi,charnel,carnal,bekoorster,intandane,5.0,Positif,Mot,carnal
mushikiwabilatu,charnier,mass grave,vlesige,ithuna elikhulu,7.0,Positif,Mot,charnel house
mubidimunene,charnu,fleshy,aasvreter,-namanye,9.0,Positif,Mot,fleshy
nkumbikumbi,charognard,scavenger,aas,umvevenger,-6.0,Negatif,Mot,scavenger
mubidimubole,charogne,carrion,raamwerk,inkini,-7.0,Negatif,Mot,carrion
musakawanzubu,charpente,frame,timmerman,uhlaka,-5.0,Negatif,Mot,framework
muenamabaya,charpentier,carpenter,handves,umbazi wamapulangwe,-7.0,Negatif,Mot,carpenter
kusemuna,charrier,to carry,handvesbekoorster,thwala,-6.0,Negatif,Mot,haul
muenaditempu,charretier,carter,kar,umgungi,8.0,Positif,Mot,carter
katempu,charrette,cart,kar,ingqukumbane,0.0,Neutre,Mot,cart
disemuna,charroi,cart,kar,ingqukumbane,4.0,Positif,Mot,cart
muenjiwamakalu,charron,wheelwright,wielmaker,ukhubazekile,6.0,Positif,Mot,wheelwright
kasemunapamakalu,charroyer,to cart,kar,ku-Cart,-8.0,Negatif,Mot,cart
tubalo,charrue,plow,ploeg,hlakula,9.0,Positif,Mot,plow
mukandawashidambu,charte,charter,handves,nikeza amandla,-9.0,Negatif,Mot,charter
disudiakashingi,chas,eye,oog,ihlo,5.0,Positif,Mot,chases
disu,œil ,eye,oog,ihlo,9.0,Positif,Mot,eye 
kashingi,aiguielle,needle,naald,usungulo,-6.0,Negatif,Mot,needle
kuipata,chasse,hunting,jag,ukuguqula,-4.0,Negatif,Mot,hunting
kuta,chasser,to hunt,jag,jaha,6.0,Positif,Mot,hunt
kuipata,expulser,expel,verdryf,xosha,-5.0,Negatif,Mot,expel
kuipatshisha,poursuivre,pursue,agtervolg,zingela,4.0,Positif,Mot,pursue
kusaka,pousser,push,stoot,Phusha,8.0,Positif,Mot,push
tshilembi,chasseur,hunter,jagter,umzingeli,2.0,Neutre,Mot,hunter
tshipinda,fusil,gun,geweer,isintuluntulu,3.0,Neutre,Mot,gun
mpotsha/bipota,chassie,chase,onderstel,-xoba,-8.0,Negatif,Mot,chassis
mpotsha,chassieux,bleary,chassieux,-ngenamandla okuzwakalayo,-3.0,Negatif,Mot,bleary
nyunguluilu,chassis,chassis,onderstel,i-chassis,-5.0,Negatif,Mot,chassis
bukasto,chaste,chaste,kuis,umsulwa,5.0,Positif,Mot,chaste
muenadikasa,chançard,lucky guy,gelukkig,ithuba,8.0,Positif,Mot,lucky
dikasadimpe,chance,chance,geluk,ithuba,0.0,Neutre,Mot,chance
dikasa,pied,foot,voet,unyawo,4.0,Positif,Mot,foot
tutubile,chancelant,faltering,wiebelrig,ukudoba,9.0,Positif,Mot,staggering
kutenduka,chanceler,to stagger,wiebelrig,bhiyazela,7.0,Positif,Mot,stagger
wadikasadimpe,chanceux,lucky,gelukkig,-nenhlanhla,8.0,Positif,Mot,lucky
kukuatabutu,chancir,to chance,wiebelrig,phendula,7.0,Positif,Mot,canker
butu,cendre,ash,as,umlotha,6.0,Positif,Mot,ash
muimbi,chanteur,singer,sanger,umculi,0.0,Neutre,Mot,singer
muabawamudimu,chantier,construction site,konstruksieterrein,Indawo Yokwakha,8.0,Positif,Mot,construction site
kuimbila,chantonner,to hum,sing,amahloni,-8.0,Negatif,Mot,hum
ngimba,chantre,cantor,voorsanger,icantor,-9.0,Negatif,Mot,singer
diamba,chanvre,hemp,hennep,isithulwana,0.0,Neutre,Mot,hemp
bondabonda,chaos,chaos,chaos,isiphithiphithi,0.0,Neutre,Mot,chaos
bondabonda,chaotique,chaotic,chaoties,-phithizela,-8.0,Negatif,Mot,chaotic
kuiba,chaparder,to pilfer,dief,hambanisa,-6.0,Negatif,Mot,steal
muivi,chapardeur,thief,diefstal,umshayeli wezindiza,0.0,Neutre,Mot,thief
tshinkutu,chape,screed,kap,ukwehlela,-3.0,Negatif,Mot,screed
tshifulu,chapeau,hat,hoed,imbenge,6.0,Positif,Mot,hat
lunzadi,chapelet,rosary,rosekrans,indolorisi,7.0,Positif,Mot,rosary
nzubuwadisambila,chapelle,chapel,kapel,isontwana,-5.0,Negatif,Mot,chapel
,chapelure,breadcrumbs,broodkrummels,ama-breadcrumbs,7.0,Positif,Verbe,breadcrumbs
bisunsukila,chapelure,breadcrumbs,broodkrummels,ama-breadcrumbs,6.0,Positif,Mot,breadcrumbs
mutuwadikunji,chapiteau,marquee,hoofstad,umqhele empini,3.0,Neutre,Mot,big top
tshitupa,chapitre,chapter,hoofstuk,isahluko,5.0,Positif,Mot,chapter
kubela,chapitrer,chapter,hoofstuk,isahluko,6.0,Positif,Mot,chapter
ntungu,chapon,capon,kapoen,khukhaza,9.0,Positif,Mot,capon
kunso/yonso,chaque,each,elk,sisinye,-3.0,Negatif,Mot,each
mumbunda ,cheminée,chimney,skoorsteen,ushemula,-7.0,Negatif,Mot,chimney
dienda,cheminement,path,pad,indlela,8.0,Positif,Mot,path
kuenda,cheminer,walk,pad,vakasha,0.0,Neutre,Mot,path
njilawamayi,chenal,channel,kanaal,insungubezi,7.0,Positif,Mot,channel
mupumbakane,chenapan,rascal,skurk,iketanagan,4.0,Positif,Mot,rascal
kazubukambua,chenil,kennel,kennel,isithumbanja,9.0,Positif,Mot,kennel
dishi/meshi,chenille,caterpillar,ruspe,isicabucabu,6.0,Positif,Mot,caterpillar
nkangabakishi,chenopode,goosefoot,chenopod,Goosefoot,-6.0,Negatif,Mot,gonopod
mvi,chenu,hoary,grys,uhola,0.0,Neutre,Mot,hoary
ngombewamulupangu,cheptel,livestock,vee,imfuko,-5.0,Negatif,Mot,livestock
wapamuoyi,cher,Dear,duur,-Thandekayo,9.0,Positif,Mot,Dear
wapamuoyi,chère,dear,duur,-thandekayo,8.0,Positif,Mot,dear
couteux,cher,Dear,duur,-Thandekayo,0.0,Neutre,Mot,Dear
kumushinga,cherement,dearly,dierbaar,-bohle,-6.0,Negatif,Mot,dearly
kukeba,chercher,seek,soek,khwathaza,7.0,Positif,Mot,seek
mukebi,chercheur,researcher,soeker,Umcwaningi,-5.0,Negatif,Mot,researcher
kudiakuondoloka,chère,dear,liewe,-thandekayo,6.0,Positif,Mot,dear
munangibue,chéri,Dear,liefling,-Thandekayo,-8.0,Negatif,Mot,Dear
kunanganedinanga,chérir,cherish,koester,sazisa,-9.0,Negatif,Mot,cherish
mushawuke,chétif,puny,klein,phuzi,8.0,Positif,Mot,puny
kabalu,cheval,horse,perd,ihhashi,-6.0,Negatif,Mot,horse
tshitekelu,chevalet,easel,ry,isethesele,-8.0,Negatif,Verbe,easel
akabalu,chevalin,equine,ry,thwe,0.0,Neutre,Mot,equine
diendakanapakabalu,chevaunée,ride,harig,gibala ibhayisikili,0.0,Neutre,Mot,horseback riding
diendanekabalu,chevauner,to ride,hare,gibala ibhayisikili,-3.0,Negatif,Mot,ride
buikilanesuki,chevelu,hairy,kopkant,-nehwanqa,-6.0,Negatif,Mot,hairy
nsuki,chevelure,hair,hare,uboya,0.0,Neutre,Mot,hair
mutuwababula,chevet,bedside,enkel,-sikeletha,0.0,Neutre,Mot,bedside
lusuki,cheveu,hair,enkel,uboya,5.0,Positif,Mot,hair
tshipatu/kapombo,cheville,ankle,bok,isinqe,4.0,Positif,Mot,ankle
kupopela,cheviller,peg,bok-bok,isikhonkwane,6.0,Positif,Mot,to peg
mbuji,chèvre,goat,kind,imbuzi,8.0,Positif,Mot,goat
mpumbu,bouc,goat,kind,imbuzi,9.0,Positif,Mot,goat
muanawambuji,chevreau,kid,bok-bok-kudde,ukudla,9.0,Positif,Mot,kid
muanawambuji,chevrette,goat,chevron,unceda,8.0,Positif,Mot,kid
mulamiwambuji,chevrier,goatherd,bokwagter,I-Gotherd,-7.0,Negatif,Mot,goatherd
dileka,chevron,chevron,chevron,I-Chevron,0.0,Neutre,Mot,chevron
kutenga nzubu,chevronner,chevron,chevron,ku-chevron,9.0,Positif,Mot,veteran
kukanka diyi,chevroter,to quaver,chevroter,ikilafa,6.0,Positif,Mot,quaver
tujuwu,chevrotine,buckshot,bokhael,I-BuckShot,4.0,Positif,Mot,buckshot
kua/mua,chez,at the house of,by,endlini ye,5.0,Positif,Mot,at the house of
bukasto,chasteté,chastity,kuisheid,ubumsulwa,-4.0,Negatif,Mot,chastity
kazula,chasuble,chasuble,kazuifel,hova,6.0,Positif,Mot,chasuble
kambishi,chat,cat,kat,ikati,4.0,Positif,Mot,cat
a mubidi wa nsua,chatain,chestnut,kastaiing,isifuba,3.0,Neutre,Mot,chestnut
nzubumunene,château,castle,kasteel,enkulu eyinqaba,5.0,Positif,Mot,castle
munene,grand,big,groot,-khulu,6.0,Positif,Mot,big
tshipungulu,chat-haut,cat-top,hoë-kat,ikati-liphezulu,7.0,Positif,Mot,cat-top
kunyoka,chatier,cattery,kletser,I-Cat Door,8.0,Positif,Mot,cat
dikeladiakabishi,chatière,cat flap,kletsflap,ikati lekati,6.0,Positif,Mot,cat flap
dinyoka,chatiment,punishment,straf,inhlawulo,-5.0,Negatif,Mot,punishment
diengeleka,chatoiement,shimmer,glinstering,shimmer,-6.0,Negatif,Mot,shimmering
kanakakambishi,chaton,kitten,katjie,izinyane lekati,-8.0,Negatif,Mot,kitten
disansakata,chatouillement,tickling,kielie,ukucipha,0.0,Neutre,Mot,tickling
kuafunya,chatouiller,tickle,kielierig,ukuhlekisa,8.0,Positif,Mot,tickle
amfika,chatouilleux,ticklish,kielie,-bucayi,9.0,Positif,Mot,ticklish
kuengeleka,chatoyer,shimmer,kastreer,shimmer,7.0,Positif,Mot,shimmer
kutungula,chatrer,castrate,kat,xholosa,0.0,Neutre,Mot,castrate
kambishikakaji,chatte,cat,warm,ikati,4.0,Positif,Mot,cat
luya,chaud,hot,heet,-fudumele,0.0,Neutre,Mot,hot
neluya,chaudement,warmly,ketel,ngemfudumalo,0.0,Neutre,Mot,warmly
luesuluatshiamua,chaudière,boiler,verhitting,okokubilisa,4.0,Positif,Mot,boiler
ditemesha,chauffage,heating,warmkop,ukufudumeza,0.0,Neutre,Mot,heating
muendeshi,chauffard,reckless driver,verwarmer,umshayeli,0.0,Neutre,Mot,reckless driver
kupisha,chauffer,heat,hitte,ukushisa,2.0,Neutre,Mot,heat
muendeshi,chauffeur,driver,verwarmer,umshayeli,6.0,Positif,Mot,driver
dilabalupemba,chaulage,liming,kalk,ukukhawulela,5.0,Positif,Mot,liming
kulambalupemba,chauler,lime,kalk,eluhlaza,5.0,Positif,Mot,lime
lubalabala,chaume,thatch,rietdak,lowo,-4.0,Negatif,Mot,thatch
kazubu,chaumière,cottage,kothuis,indlwana ikotishi,-5.0,Negatif,Mot,cottage
tshisabata,chaussure,shoe,skoen,isihlangu,8.0,Positif,Mot,shoe
lusheshete,chaussette,sock,sokkie,isinkwa,7.0,Positif,Mot,sock
muenadibala,chauve,bald,kaal,-mpandla,0.0,Neutre,Mot,bald
kapulukusu,chauve-souris,bat,vlermuis,isihluthamadlebe,6.0,Positif,Mot,bat
musungulujianganyi,chauvin,chauvinist,chauvinis,isidlali,7.0,Positif,Mot,chauvinist
lupemba,chaux,lime,lemmetjie,eluhlaza,5.0,Positif,Mot,lime
kuvuma/kukudimuka,chavirer,capsize,omslaan,qethula,4.0,Positif,Mot,capsize
mfumu,chef,chief,hoof,ophethe,0.0,Neutre,Mot,chief
mudimuwampashi,chef-d'œuvre,masterpiece,meesterstuk,wobungcweti,-6.0,Negatif,Mot,masterpiece
bukalenge/mbufumu,chefferie,chiefdom,hoofdom,isikhulu,6.0,Positif,Mot,chieftaincy
musokomunene,chef-lieu,capital,hoofstad,inhlokodolobha,8.0,Positif,Mot,capital
bukuankuvu,chéloniens,chelonians,cheloniërs,AbaseChelonians,-5.0,Negatif,Mot,turtles
njila,chemin,path,pad,indlela,6.0,Positif,Mot,path
manyi-mansanto,chrème,chrÃ¨me,chrem,ukhilimu,9.0,Positif,Mot,chrism
muena-nkristo,chrétien,Christian,Christen,UmKrestu,8.0,Positif,Mot,Christian
tshimayi,chrysalide,chrysalis,chrysalis,chrysalis,7.0,Positif,Verbe,chrysalis
dinunganyi/dinungana,chuchotement,whisper,fluister,nyenyeza,5.0,Positif,Mot,whisper
kunungana,chuchoter,whisper,fluister,nyenyeza,6.0,Positif,Mot,whisper
kuakula-tshidimi,chuiner,to whine,tjirp,shweza,8.0,Positif,Mot,whine
tshibula,chute,fall,val,'-wa,9.0,Positif,Mot,fall
kutona-panshi,chuter,fall,val,'-wa,7.0,Positif,Mot,fall
tshiludikilu,cible,target,teiken,okuqondiwe,0.0,Neutre,Mot,target
dikopo-dinsanto,ciboire,ciborium,ciborium,iciborium,0.0,Neutre,Mot,ciborium
tshibangu,cicatrice,scar,litteken,isibanda,-4.0,Negatif,Mot,scar
dinuna,cicatrisable,healable,geneesbaar,ukuphulukisa,0.0,Neutre,Mot,healing
kuumisha-mputa,cicatriser,heal,genees,phulukisa,-3.0,Negatif,Mot,heal
diulu,ciel,sky,hemel,isibhakabhaka,-8.0,Negatif,Mot,sky
kandeyi,cierge,candle,kers,ikhandlela,-7.0,Negatif,Mot,candle
tshimpulu,cigale,cicada,sikade,i-cicada,-6.0,Negatif,Mot,cicada
mutshiwamakanya,cigare,cigar,sigaar,isigazi,4.0,Positif,Mot,cigar
makanya,cigarette,cigarette,sigaret,usikilidi,0.0,Neutre,Mot,cigarette
kasongonyunyu,cigogne,stork,ooievaar,izindonga,5.0,Positif,Mot,stork
lukofi,cil,eyelash,wimper,ukhophe,7.0,Positif,Mot,eyelash
ankofi,ciliaire,ciliary,siliêr,ubunzile,9.0,Positif,Mot,ciliary
kupodia,ciller,blink,knip,cwayiza,-6.0,Negatif,Mot,blink
musongo,cime,peak,piek,isiqongo sentaba,-7.0,Negatif,Mot,summit
nshimente,ciment,cement,sement,ukhokhevu,-5.0,Negatif,Mot,cement
kukolesha,cimenter,cement,sement,ukhokhevu,-7.0,Negatif,Mot,cement
nkita,cimetière,graveyard,begraafplaas,indawo yamathuna,-6.0,Negatif,Mot,graveyard
bindidimbi,cinéma,movie theater,bioskoop,I-movie theater,8.0,Positif,Mot,movie theater
adisudikole,cinglant,scathing,steek,ukuphuza,0.0,Neutre,Mot,scathing
kunyasula-mukaba,cingler,to sting,steek,iphini lin,4.0,Positif,Mot,lashing
bitanu,cinq,five,vyf,isihlanu,6.0,Positif,Mot,five
makumi-atanu,cinquante,fifty,vyf-en-vyftig,amashumi amahlanu,-8.0,Negatif,Mot,fifty
muitanu,cinqième,fifth,sjiek,esihlanu,9.0,Positif,Mot,fifth
lungenyi,chic,chic,gekibbel,i-chic,-9.0,Negatif,Mot,chic
milandu,chicane,chicane,gekibbel,ikalikazi,5.0,Positif,Mot,chicane
kukenyika,chicaner,to quarrel,gekibbel,quubda,9.0,Positif,Mot,quibbling
muenamilandu,chicaneur,quarrelsome,gekibbel,umquba,-6.0,Negatif,Mot,quibbler
milandu,chicanerie,chicanery,gekibbel,chicanery,-4.0,Negatif,Mot,chicanery
konkote,chiche,dare,gekibbel,iphuza,6.0,Positif,Mot,dare
nebusumo,chichement,sparingly,gekibbel,ngokuxakile,-5.0,Negatif,Mot,sparingly
tshikuku,chicot,stump,gekibbel,thambithala,4.0,Positif,Mot,chicot
mfimbu,chicote,whip,gekibbel,ikhoti,8.0,Positif,Mot,chicote
mashinda,chiendent,couch grass,gekibbel,utshani obuhlukile,0.0,Neutre,Mot,couch grass
mbuamukaji,chienne,female dog,teef,inja yabesifazane,0.0,Neutre,Mot,female dog
mukusu,chiffon,cloth,lap,indwangu,-8.0,Negatif,Mot,cloth
kuvungakaja,chiffonner,to crumple,gekrap,ukukhukhuleka,-3.0,Negatif,Mot,crumple
tshishiferi,chiffre,figure,figuur,isibalo,-5.0,Negatif,Mot,figure
atshianana,chimérique,chimerical,chimeries,-emifanekiso,5.0,Positif,Mot,chimerical
tshilota/kulotakana,chimère,chimera,chimera,UChimera,8.0,Positif,Mot,chimera
nsoko,chimpanzé,chimpanzee,sjimpansee,ishimpanzi,0.0,Neutre,Mot,chimpanzee
kanakambua,chiot,puppy,hondjie,umdlwane,4.0,Positif,Mot,puppy
kuiba,chiper,to steal,gekibbel,ntshontsha,9.0,Positif,Mot,swiper
