CILUBA,French,Afrikaans,Score,Sentiment,Nature,English_Translation
Tshijila,Saintement,Heiligheid,7.0,Positif,Mot,Holyly
Tshijila,Sainteté,Gryp,7.0,Positif,Mot,Holiness
Kukuata,Saisir,Geur,0.0,Neutre,Mot,To input
Tshikondo,Saison,Sout,0.0,Neutre,Mot,Season
Tshitue luepu,Salé,Vuil,-5.0,Negatif,Mot,Dirty
Bukoya,Saleté,Heilig,-7.0,Negatif,Mot,Dirt
Kulengeja,Sanctifier,Heilig,5.0,Positif,Mot,Sanctify
Kujidila,Sanctifier,Heilig,5.0,Positif,Mot,Sanctify
Tshitendelelu,Sanctuaire,Heiligdom,4.0,Positif,Mot,Sanctuary
Bisabata,Sandale,Sandal,0.0,Neutre,Mot,Sandal
Kufila mulubu,Rapporter,Bring Terug,0.0,Neutre,Verbe,Report
Kufinda,Sombre,Donker,8.0,Positif,Verbe,Dark
Kufinda kua Nvula,Orage,Storm,3.0,Positif,Mot,Thunderstorm
Kufua, Mourir,Sterf,4.0,Positif,Mot, Die
Kufua luse,Apaiser,Kalmeer,3.0,Positif,Mot,To soothe
Kufuana,Ressembler,Soortgelyk aan,0.0,Neutre,Mot,Look like
Kufuangikija,Supposer,Veronderstel,0.0,Neutre,Mot,Assume
Kufuanyikija,Représenter,Verteenwoordig,0.0,Neutre,Mot,Represent
Kufuanyikila,Imagination,Verbeelding,0.0,Neutre,Mot,Imagination
Kufubidisha,Sécher,Droog,0.0,Neutre,Mot,Dry
Kufubila,Flétrir,Verdor,0.0,Neutre,Mot,Wither
Kufuilangana,Interdire,Verbied,0.0,Neutre,Mot,To forbid
Kufuka,Créer,Skep,0.0,Neutre,Mot,Create
Kufuma,Revenir,Teruggee,0.0,Neutre,Mot,To come back
Kufuna (bulobo),Déchaîner,Ontketen,0.0,Neutre,Mot,Unleash
Kufunafuna,Jactance,Spog,0.0,Neutre,Verbe,Boastfulness
Kufunda,Prescrire,Voorskryf,0.0,Neutre,Verbe,Prescribe
Kufunda,Rédiger,Skryf,0.0,Neutre,Verbe,Write
Kufunda,Inscrire,Inskryf,0.0,Neutre,Verbe,Register
Kufunda pa tshintu tshikole (dibue …),Graver,Graveer,0.0,Neutre,Verbe,Engrave
"Kufunda, kusangisha",Composer,Komponeer,0.0,Neutre,Verbe,Composer
Kufundisha,Enregistrer,Opneem,0.0,Neutre,Mot,Save
Kufuta,Payer,Betaal,0.0,Neutre,Verbe,Pay
Kufuta dibanza,Dépenser,Spandeer,-2.0,Negatif,Mot,Spend
Kuiba,Dérober,Steel,7.0,Positif,Mot,Steal
Kuibaka,Bâtir,Bou,-3.0,Negatif,Verbe,Build
kuibakulula,Réédifier,Herbou,5.0,Positif,Mot,Rebuild
Kuidikija,Imiter,Naboots,5.0,Positif,Mot,Imitate
Kuidikisha,Départir,Vertrek,8.0,Positif,Mot,Depart
Kuikala,Exister,Bestaan,6.0,Positif,Mot,Exist
Kuikala (muaku wa pa muanda),Être,Om te Wees,6.0,Positif,Mot,Be
Kuikala (muaku),Être,Om te Wees,0.0,Neutre,Mot,Be
Kuikala (mukumbane),Capable,Bekwaam,0.0,Neutre,Mot,Able
Kuikala mufue,Mort,Dood,-2.0,Negatif,Mot,Dead
Kuikala munyokibue,Torturé,Gemartel,6.0,Positif,Mot,Torture
Kuikala musungudibue diambedi,Préordonner,Voorbestel,0.0,Neutre,Mot,Pre-order
Kuikala mutambibue,Vaincu,Verslaan,0.0,Neutre,Mot,Defeated
Kuikala mutshimunyi,Vainqueur,Seëvierend,0.0,Neutre ,Mot,Winner
Kuikala ne (bukokeshi),Disposer ,Beskikking,7.0,Positif,Mot,Dispose 
Kuikala ne bua,Devoir,Plig,7.0,positidf,Mot,Duty
Kuikala ne dikima,Enhardir,Versterk,0.0,Neutre,Mot,Embolden
Kuikala ne Mukawu,Envieux,Afgunstig,0.0,Neutre,Mot,Envious
Kuikala ne musangu (ne tshikondo),Vaquer,Wil hê,-5.0,Negatif,Mot,Going to work
Kuikala ne ntema,Attentif,Aandagtig,-8.0,Negatif,Mot,Attentive
Kuikala ne tshikondo,Loisir,Ontspanning,0.0,Neutre ,adjetif,Leisure
Kuikalaku ku mubidi,Présence,Teenwoordigheid,6.0,Positif,Mot,Presence
Kuikalane muoyo,Vivre,Leef,-1.0,Negatif,Verbe,Live
Kuikisha,Récréer,Herskep,3.0,Positif,Mot,Recreate
Kuimana,Arrêter,Stop,4.0,Positif,Mot,Stop
Kuimansha,Arracher,Ruk,-2.0,négative,Mot,To tear out
Kuimanyika,Suspendre,Skort,3.0,Positif,Mot,Suspend
Kuimanyika ku tshilumbuluidi,Traduire,Vertaal,0.0,neutrre ,Mot,Translate
Kuimba,Chanter,Sing,0.0,Neutre ,Mot,Sing
Kuina mu mayi manene,Noyer,Verdrink,0.0,Neutre,Mot,Walnut
Kuinama,Baisser,Laer maak,1.0,Positif,Mot,Lower
Kuindila,Attendre,Wag,4.0,Positif,Mot,To wait for
Kuinjidila,Renfermer,Omsluit,3.0,Positif,Mot,Enclose
Kuinyika,Motmer,Moeder,0.0,Neutre,Mot,Motmer
"Kuinyika (dina), kubikila",Appeler,Roep,-3.0,Negatif,Mot,To call
Kuinyisha,Plonger,Duik,-3.0,Negatif,Mot,Dive
Kuipata; kumusha,Chasser,Jag,5.0,Positif,Mot,Hunt
Kuipatshila,Aborder,Nader,0.0,Neutre ,Mot,To land
Kuipila,Déchausser,Afslaan,3.0,Positif,Mot,Take off your shoes
Kuita buatu,Ramer,Roei,2.0,Positif,Verbe,Rowing
Kuitabuja,Accepter,Aanvaar,3.0,Positif,Verbe,Accept
Kuitabuja (bualu),Affirmer,Bevestig,-1.0,Negatif,Verbe,Affirm
"Kuitabuja, kuangata ku mudimu",Engager,Betrek,3.0,Positif,Verbe,Engage
Kuitabujibua,Acceptation,Aanvaarding,-2.0,Negatif,Verbe,Acceptance
Kuitabusha,Pernicieux,Skaadlik,0.0, neuitre,Verbe,Pernicious
Kuja,Danser,Dans,-1.0,Negatif,Verbe,To dance
Kûja,Remplir,Vul,2.0,Positif,Verbe,Fill
Kujadika,Approuver,Goedkeur,0.0,Neutre,Verbe,Approve
Kujalama,Ferme,Ferm,-1.0,Negatif,Verbe,Farm
Kujana,Murmurer,Murmureer,2.0,Positif,Verbe,Murmur
Kujanguluka ,Tarder,Vertraag,-2.0,Negatif,Verbe,Delay
Kujibika,boucher,prop,0.0,Neutre,Mot,butcher
Kujidila,Consacrer,Inwy,-3.0,Negatif,Mot,Dedicate
Kujika,Défaillir,Misluk,0.0,Neutre ,Mot,Fail
Kujikija,Accomplir,Bereik,0.0,Neutre ,Mot,Accomplish
Kujikuila,Ouvertement,Openlik,0.0,Neutre,Mot,Openly
Kujila kua bia kudia,Jeûner,Vinnig,0.0,Neutre,Mot,Fast
Kujima,Éteindre,Blus,5.0,Positif,Mot,Turn off
Kujimija,Abolition,Afskaffing,0.0,Neutre,Mot,Abolition
Kujimika,Perle,Pêrel,0.0,Neutre,Mot,Pearl
Kujimina,Effacer,Vee uit,0.0,Neutre,Mot,To erase
Kujingila,Bander,Verband,0.0,Neutre,Mot,Bander
Kujingila,Emmailloter,Swaddle,3.0,Positif,Mot,Swaddle
Kujinguluila,Expliquer,Verduidelik,3.0,Positif,Mot,Explain
Kujingulula,Discerner,Onderskei,0.0,Neutre,Mot,Discern
Kujula,Déraciner,Uittrek,0.0,Neutre,Mot,Uproot
Kujula diyoyo,Contester,Meeding,0.0, Neutre,Mot,Challenge
"Kukama, kuma",Tarir,Droog op,0.0,Neutre,Mot ,Dry up
Kukanda,Bride,Teuel,2.0,Positif,Verbe,Flange
Kukanda (Kakuyi),Empêchement,Belemmering,0.0,Neutre,Mot,Impediment
Kukandika,Enjoindre,Aanbied,-1.0,Negatif,Mot,To enjoin
Kukanga,Fermer,Maak toe,1.0,positf,Mot,Close
Kukangila,Enfermer,Omsluit,-2.0,Negatif,Mot,Lock up
Kukanka,Frémir,Bewe,0.0,Neutre,Mot,To shudder
Kukanyina,Menacer,Dreig,-2.0,Negatif,Mot,Threaten
Kukeba,Chercher,Soek,0.0,Neutre,Mot,Seek
Kukeba ne lukunukunu,Rechercher,Soek,0.0,Neutre,Mot,To research
Kukebulula,Sonder,Peil,0.0,Neutre,Mot,Probe
Kukema,Ému,Beweeg,0.0,Neutre,Mot,Emotional
Kukemesha,Étonner,Verbaas,0.0,Neutre,Mot,Astonish
Kukenga,Souffrir,Ly,0.0,Neutre,Mot,Suffer
Kukenga (bikole),Cruellement,Wreed,0.0,Neutre,Mot,Cruelly
"Kukengela, kuikala bikengela",Falloir,Val,0.0,Neutre ,Mot,To need
Kukengesha,Dévaster,Verwoest,0.0,Neutre,Mot,Devastate
Kukenka,Briller,Skyn,-1.0,Negatif,Mot,Shine
"Kukenka, kutema",Reluire,Skyn,0.0,Neutre,Mot,Shine
Kukenkesha,Illuminer,Verlig,0.0,Neutre,Mot,Illuminate
Kukepesha,Abréger,Kort sny,0.0,Neutre,Mot,Shorten
Kukina,Horreur,Grief,0.0,Neutre,Mot,Horror
Kukina (kuikala ne lukuna),Haïr,Haat,2.0,Positif,Mot,Hate
Kukoka,Attirer,Lok,2.0,Positif,Mot,Attract
Kukoka,Tirer,Trek,0.0,Neutre,Mot,To pull
Kukokela,Assujettir,Onderwerp,2.0,Positif,Mot,Subject
Kukokesha,Alimenter,Voed,0.0,Neutre,Positif,Feed
Kukolesha,Affermir,Versterk,8.0,Positif,Verbe,Strengthen
Kukolesha (mutshima),Endurcir,Verhard,3.0,Positif,Mot,Harden
Kukolesha kua mutshima,Courage,Moed,4.0,Positif,Mot,Courage
Kukomba,Balayer,Vee uit,3.0,Positif,Mot,Sweep
Kukonka,Interroger,Vra,0.0,Neutre,Verbe,To question
Kukonkangana,Entre-demander ,Ondervra,0.0,Neutre,Verbe,To ask between 
Kukonya (binu),Ployer,Buig,0.0,Neutre,Verbe,Bend
Kukonyangaja,Tordre,Draai,0.0,Neutre,Verbe,Twist
Kukosa,Couper,Sny,0.0,Neutre,Verbe,Cut
Kukosa mutu,Décapiter,Onthoof,0.0,Neutre,Verbe,Behead
Kukosa ne nsele,Scier,Het,0.0,Neutre,Verbe,Saw
Kukoyobuka,Dévoyer,Aflei,0.0,Neutre,Verbe,To corrupt
Kukuabu,Ailleurs,Elders,0.0,Neutre,Verbe,Elsewhere
Kukuamba,Rapporter,Terugbring,0.0,Neutre,Article,Report
Kukuata,Imposer,Oplê,0.0,Neutre,Verbe,Impose
Kukuata mudimu,Administrer,Toedien,0.0,Neutre,Verbe,Administer
Kukuatshika,Enivrer,Bedwelm,0.0,Neutre,Verbe,Intoxicate
Kukuatshika ne,Emparer,Gryp,0.0,Neutre,Verbe,Seize
Kukuatshisha,Aider,Help,0.0,Neutre,Verbe,Help
Kukuatshisha (ne bintu),Kukuatshisha,Kukuatshisha,0.0,Neutre,Verbe,Kukuatshisha
Kukuatshisha ku didiunda,Contribuer à l'avancement,Dra by tot vooruitgang,0.0,Neutre,Mot,Contribute to progress
Kukuba,Épargner,Stoor,0.0,Neutre,Verbe,Save
Kukudika,Pendre,Hang,-2.0,Negatif,Mot,Hang
Kukudimuka,Convertir,Bekeer,7.0,Positif,Mot,Convert
Kukudimuna,Changer,Verander,-3.0,Negatif,Mot,To change
Kukudimuna kua mutshima,Conversion,Bekering,5.0,Positif,Mot,Conversion
Kukuila,Hommage,Eerbetoon,5.0,Positif,Mot,Tribute
Kukukuila,Adorer,Aanbidding,8.0,Positif,Mot,Worship
Kukulakaja,Kukulakaja,Kukulakaja,6.0,Positif,Mot,Kukulakaja
Kukuma,Châtier,Tugtig,6.0,Positif,Mot,Punish
Kukuma dikasa ku,Heurter,Aanstoot gee,0.0,Neutre,Mot,To hit
Kukuma ku mutshi mutshiamakane,Crucifier,Kruisig,0.0,Neutre,Mot,Crucify
Kukuma mutshima,Convoiter,Begeer,-2.0,Negatif,Verbe,Covet
Kukumbaja,Compléter,Voltooi,6.0,Positif,Mot,Complete
"Kukumbaja, kuwuja",Abonder,Oorvloedig wees,0.0,Neutre,Mot,Amount
Kukumbana,Suffisant,Voldoende,0.0,Neutre,Mot,Sufficient
Kukumbana ba bungi,Multiplier,Vermenigvuldig,0.0,Neutre ,Mot,Multiply
Kukumbanyina,Mériter,Verdien,7.0,Positif,Mot,Deserve
Kukuna,Planter,Plant,7.0,positidf,Mot,Plant
Kukungija,Ramasser,Optel,0.0,Neutre,Mot,Pick up
Kukungula,Rugir,Brul,0.0,Neutre,Mot,Roar
Kukuobamisha,Courber,Buig,-5.0,Negatif,Mot,Bend
Kukupa,Lancer,Gooi,-8.0,Negatif,Mot,Throw
Kukupa mutu,Hocher,Knik,0.0,Neutre ,Mot,Hocher
Kukupula,Essuyer,Vee,6.0,Positif,Mot,To wipe
Kukuta (ku meyi …),Surprendre,Verras,-1.0,Negatif,Verbe,Surprise
Kukutshisha,Rassasier,Bevredig,3.0,Positif,Mot,To satisfy
Kûla,"Emplir, Enfler","Vul, Swel",4.0,Positif,Mot,"To fill, to swell"
Kula diyi bikole,Écrier,Skree,-2.0,négative,Mot,To shout
Kûla kua musulu,Inondation,Vloed,3.0,Positif,Mot,Flood
Kulaba,Embaumer,Balsem,0.0,neutrre ,Mot,Embalm
Kulaba manyi,Oindre,Salf,0.0,Neutre ,Mot,Anoint
Kulabula,Goûter,Proe,0.0,Neutre,Mot,To taste
Kulaka,Lécher,Lek,1.0,Positif,Mot,Lick
Kulala,Coucher,Lê neer,4.0,Positif,Mot,To sleep
Kuloka,Pleuvoir,Reën,3.0,Positif,Mot,Rain
"Kulala, kuladika",Loger,Huis,0.0,Neutre,Mot,Accommodation
Kulama,Conservation,Bewaring,-3.0,Negatif,Mot,Conservation
"Kulama, kushiya",Réserver,Reserveer,-3.0,Negatif,Mot,To book
Kulamakaja,Unir,Verenig,5.0,Positif,Mot,Unite
Kulamakajibua,Participation,Deelname,0.0,Neutre ,Mot,Participation
Kulamata,Dépendre,Afhang,3.0,Positif,Mot,Depend
Kulambuisha,Percevoir,Waarneem,2.0,Positif,Mot,Perceive
Kulambula,Sacrifier,Offer,3.0,Positif,Mot,Sacrifice
Kulamika ditamba dia mutshi,Enter,Ingaan,-1.0,Negatif,Mot,Enter
Kulaya,Ajourner,Uitstel,3.0,Positif,Mot,Adjourn
Kulayidila,Excuser,Verskoning,-2.0,Negatif,Mot,Excuse
Kule (udi),Éloigné,Afstand,0.0, neuitre,Mot,Distant
Kuledibua,Naissance,Geboorte,-1.0,Negatif,Mot,Birth
Kuledibua kua tshiakabidi,Naître de nouveau,Word weer gebore,2.0,Positif,Mot,To be born again
Kuleja,Indiquer,Aandui,0.0,Neutre,Mot,Indicate
Kuleja tshilema,Reprocher,Verwyt,-1.0,Negatif,Mot,To reproach
Kulekela,Abandon,Verlaat,2.0,Positif,Mot,Abandon
Kulekelela,Acquitter,Vryspreek,-2.0,Negatif,Mot,Acquit
Kulekelela muntu bubi,Pardonner,Vergewe,0.0,Neutre,Mot,Forgive
Kulela,Accoucher,Gee geboorte,-3.0,Negatif,Mot,Giving birth
Kulelela tshia kabidi,Régénérer,Regenereer,0.0,Neutre ,Mot,Regenerate
Kulenduisha,Scandaliser,Skandaliseer,-1.0,Neutre ,Mot,Scandalize
Kulenduka,Broncher,Frankryk,0.0,Neutre,Mot,To snort
Kulenga,Toucher,Raak aan,0.0,Neutre,Mot,To touch
Kulengeja,Orner,Versier,5.0,Positif,Mot,To Adorn
,Perfidie,Verraderlik,0.0,Neutre,Mot,Perfidy
Kulengeja,Sanctifier,Heilig,0.0,Neutre,Mot,Sanctify
Kulengejibua,Perfectionnement,Perfeksie,0.0,Neutre,Mot,Improvement
Kulengulula,Négliger,Verwaarloos,0.0,Neutre,Mot,Neglect
Kulepa,Stature,Status,3.0,Positif,Mot,Stature
Kulepesha,Prolonger,Verleng,3.0,Positif,Mot,Extend
Kulesha,Présenter,Teenwoordig,0.0,Neutre,Mot,To present
Kuloba,Pêcher,Vis,0.0,Neutre,Mot,Sin
Oleve,"Olive, Olivier","Olyf, Olyf",0.0, Neutre,Mot,"Olive, Olivier"
Omega = Z,Oméga,Omega,0.0,Neutre,Mot ,Omega
"Onso, bonso, bionso",Entier,Heel,2.0,Positif,Verbe,Entire
Ours,Ours,Beer,0.0,Neutre,Mot,Bear
Pa bule,Distance,Afstand,-1.0,Negatif,Mot,Distance
Pa diba adi,Instantanément,Onmiddellik,1.0,positf,Mot,Instantly
Pa kulela (Kutatshila),Enfantement,Geboorte,-2.0,Negatif,Mot,Childbirth
Pa kuvuluka,Ressouvenir,Onthou,0.0,Neutre,Mot,Remember
Pa nkaya,Particulier,Besondere,-2.0,Negatif,Mot,Particular
Pabuipi,Voisin,Buurman,0.0,Neutre,Mot,Neighbor
Pabuipi ne muaba,Environs,Omgewing,0.0,Neutre,Mot,Surroundings
Paladiso,Paradis,Paradys,0.0,Neutre,Mot,Heaven
"Pamue, popamue",Commun,Gemeenskaplike,0.0,Neutre,Mot,Common
Panshi (pa buloba),Sol,Grond,0.0,Neutre,Mot,Ground
Panyima,Revers,Omgekeerd,0.0,Neutre,Mot,Reverse
Patoke,Franchise,Franchise,0.0,Neutre,Mot,Franchise
Patshiatshia pa kulu,Orient d'en haut,Oriënteer van bo af,0.0,Neutre ,Mot,Orient from above
Patupu,Vain,Ydel,0.0,Neutre,Mot,Vain
"Patupu (a), mapuekele",Vil,Vals,-1.0,Negatif,Mot,Vile
Patupu (tshona),Inutilement,Nutteloos,0.0,Neutre,Mot,Unnecessarily
Pentekoste,Pentecôte,Pinkster,0.0,Neutre,Mot,Pentecost
Pepi,Voisinage,Buurt,0.0,Neutre,Mot,Neighborhood
Python,Python,Python,0.0,Neutre,Mot,Python
Sabatu,Sabbat,Sabbat,2.0,Positif,Mot,Sabbath
Saphir,Saphir,Saffier,2.0,Positif,Mot,Sapphire
Sardoine,Sardius,Sardius,0.0,Neutre,Mot,Sardius
Sardony,Sardonix,Sardonix,2.0,Positif,Mot,Sardonix
Seole,Orge,Gars,0.0,Neutre,Mot,Barley
Soie (tshia),Soie,Sy,0.0,Neutre,Mot,Silk
Soufre,Soufre,Swael,4.0,Positif,Mot,Sulfur
Sud-est,Sud-ouest,Suidwes,1.0,Positif,Mot,Southwest
"Sude, munda munya",Midi,Suid,0.0,Neutre,Mot,Noon
Sukamina,Mûrier,Moerbei,0.0,Neutre,Mot,Mulberry
Sukomo,Sycomore,Sycamore,0.0,Neutre,Mot,Sycamore
Tshia pa buloba,Terrestre,Aards,1.0,Positif,Mot,Terrestrial
Tshia pankatshi,Moitié,Half,0.0,Negatif,Mot,Half
Tshia patupu,Déshonneur,Oneer,-2.0,Negatif,Mot,Dishonor
Tshia tshiendelele,Éternel,Ewig,6.0,Positif,Mot,Eternal
Tshia tshipendu,Injurieux,Skadelik,-8.0,Negatif,Mot,Offensive
Tshia tshitshiu,Peuple,Mense,0.0,Neutre,Mot,People
Tshiabungi,Immense,Ongelooflik,7.0,Positif,Mot,Immense
Tshiadi,Poitrine,Bors,0.0,Neutre,Mot,Chest
Tshiakabidi,Double,Dubbel,4.0,Positif,Mot,Double
Tshiakane Tshidi tshianyisha,Agréable,Aangenaam,2.0,Positif,Mot,Pleasant
"Tshiakane Tshidi
tshisankisha",Agréable,Aangenaam,4.0,Positif,Mot,Pleasant
Tshiakulakula,Conte,Verhaal,0.0,Neutre,Mot,Tale
Tshiamu tshia mitaku,Airain,Koper,1.0,Positif,Mot,Brass
Tshiamua,Fer,Yster,0.0,Neutre,Mot,Iron
Tshianana,Faussement,Valslik,-3.0,Neutre,Mot ,Falsely
Tshianyishanyisha,Flatterie,Vleiery,-5.0,Negatif,Mot,Flattery
Tshianza,Main,Hand,2.0,Positif,Verbe,Hand
Tshibanda,Descente,Afkoms,2.0,Positif,Mot,Descent
Tshibandilu,Degré,Graad,0.0,Neutre,Mot,Degree
Tshibangidilu,Commencement,Begin,0.0,Neutre,Mot,Beginning
Tshibangu,Bâton,Staf,0.0,Neutre,Mot,Stick
Tshibelu,Cuisse,Dybene,-2.0,Negatif,Mot,Thigh
Tshibi,Mal,Boos,0.0,Neutre,Mot,Wrong
Tshibipe,Impur,Onrein,-1.0,Negatif,Mot,Impure
Tshibishi,Vert,Groen,-1.0,Negatif,Mot,Green
Tshibobe,Maturité,Rypheid,0.0,Neutre,Mot,Maturity
Tshibombu,Bourse,Beurs,0.0,Neutre,Mot,Sotck exchange
Tshibueledi,Accès,Toegang,0.0,Neutre,Mot,Access
Tshibuikilu (tshia mushete wa tshipungidi),Propitiatoire,Versoenmiddel,1.0,Positif,Mot,Propitiatory
"Tshibuikilu tshia pa
tshiadi",Cuirasse,Borsplaat,1.0,Positif,Mot,Breastplate
Tshibulula,Ouvert,Oop,1.0,Positif,Mot,Open
Tshibumba,Muraille,Muur,0.0,Neutre,Mot,Wall
Tshibungubungu,Côte,Rib,0.0,Neutre,Mot,Side
Talala,Paisiblement,Vreedsaam,-3.0,Negatif,Mot,Peacefully
Tatu,Père,Vader,-3.0,Negatif,Mot,Father
Thuya,Thuya,Thuja,-2.0,Negatif,Mot,Thuya
Topaze,Topaze,Topasie,1.0,Positif,Mot,Topaz
Tsha kabidi,Nouveau,Nuut,1.0,Positif,Mot,New
Tshabungi be,Abondamment,Oorvloedig,0.0,Neutre,Mot,Abundantly
Tshakane (tshidi),Équitable,Mooi,0.0,Neutre,Mot,Fair
Tsheya,Caution,Garantie,1.0,Positif,Mot ,Caution
Tshia bademon,Diabolique,Diaboli kal,0.0,Neutre,Mot,Diabolical
Tshia bukelenge,Royal,Koninklike,0.0,Neutre,Mot,Royal
Tshia buowa,Terrible,Verskriklik,0.0,Neutre,Mot,Terrible
Tshia butumbi,Splendidement,Pragtig,0.0,Neutre,Mot,Splendidly
"Tshia dikumi, Kufila tshitupa atshi",Dîme,Tiende,2.0,Positif,Mot,Dime
Tshia dimomena,Rouillé,Roestig,1.0,Positif,Mot,Rust
Tshia kale (muleji),Ancien,Antieke,0.0,Neutre,Mot,Ancient
Tshia kudia,Aliment,Kos,1.0,Positif,Mot,Food
Tshia kufunda,Tablette,Tablet,1.0,Positif,Mot,Tablet
Tshia kuitaba,Acceptable,Aanvaarbaar,1.0,Positif,Mot,Acceptable
Tshia kunua,Breuvage,Drank,2.0,Positif,Mot,Beverage
Tshia mu diulu,Céleste,Hemels,0.0,Neutre,Mot,Celestial
Tshia mu tshisuku,Sauvage,Wilde,-3.0,Negatif,Mot,Savage
Tshia mubidi,Corporellement,Figiaal,1.0,Positif,Mot,Physically
Tshia muinshi (mua buloba),Infernal,Helagtige,-2.0,Negatif,Mot,Infernal
Tshia nvita,Dépouille,Buit,2.0,Positif,Mot,Remains
Tshia Nyuma,Spirituel,Geestelik,0.0,Neutre,Mot,Spiritual
Tshia Nzambi,Divin,Goddelike,0.0,Neutre,Verbe,Divine
Tshibungubungu,Rivage,Kus,-1.0,Negatif,Mot,Shore
"Tshibutshidi; tshintu
tshia mushinga mukole",Trésor,Skat,0.0,Neutre,Mot,Treasure
Tshibutshilu,Cellier,Kelder,0.0,Neutre,Mot,Cellar
Tshidi kapia,Bouillant,Kookend,0.0,Neutre,Mot,Boiling
"Tshidi katshiyi mua
kujingulula",Insondable,Onpeilbaar,1.0,Positif,Mot,Unfathomable
Tshidi katshiyi Tshijiminaa,Impérissable,Onverganklik,0.0,Neutre,Mot,Imperishable
"Tshidi katshiyi
tshijinguluka",Confus,Verward,2.0,Positif,Mot,Confused
Tshidi katshiyi tshinyanguka,Incorruptible,Onverganklik,-1.0,Negatif,Mot,Incorruptible
Tshidi katshiyi tshipetangana ne tshikuabu,Contraire,Teenstrydig,0.0,Neutre,Mot,Opposite
"Tshidi ne bukole,",Valide,Geldig,-2.0,Negatif,Mot,Valid
Tshidi ne bulelela,Sincérité,Opregtheid,-1.0,Negatif,Mot,Sincerity
Tshidi ne ngikadilu wa bukole,Endurcissement,Verharding,1.0,Positif,Mot,Hardening
Tshidi pepi,Proche,Naby,2.0,Positif,Mot,Close
Tshidi tsha bundu,Infâme,Berugte,0.0,Neutre,Mot,Infamous
Tshidi tshia bonso,Public,Openbaar,1.0,Positif,Mot,Audience
Tshidi tshia kuakaja,Traitable,Skatbaar,0.0,Neutre,Mot,Treatable
Tshidi tshia tshijila,Magnifique,Pragtig,0.0,Neutre,Mot,Gorgeous
Tshidi tshia tshilele,Naturel,Natuurlik,0.0,Neutre,Mot,Natural
Tshidi tshiengelela,Lumineux,Helder,1.0,Positif,Mot,Bright
Tshidi tshikenka,Éclatant,Briljant,-1.0,Negatif,Mot,Brilliant
Tshidi tshikongyangale,Tortu,Krom,2.0,Positif,Mot,Turtle
Tshidi tshikulukulu,Vieux,Ou,-1.0,Negatif,Mot,Old
Tshidi tshimpe be,Excellent,Uitstekend,1.0,Positif,Mot,Excellent
Tshidi tshimueneka,Visible,Sigbaar,2.0,Positif,Mot,Visible
"Tshidi tshishala
tshiendelele",Permettre,Laat toe,-2.0,Negatif,Mot,Allow
Tshidi tshitabujibua,Supportable,Verdraagsaam,0.0,Neutre,Mot,Bearable
Tshidi tshitupu,Vide,Leeg,-3.0,Negatif,Mot,Empty
Tshidi tshiyanguka,Corruptible,Verganklik,0.0,Neutre,Mot,Corruptible
Tshidibuluenyi,Aneth,Dille,1.0,Positif,Mot,Dill
Tshidikijilu tshia lubilu,Course,Ras,3.0,Positif,Mot,Race
Tshidilu,Crèche,Geboortetoneel,0.0,Neutre,Mot,Crib
Tshidimba,Gouvernail,Roer,2.0,Positif,Mot,Rudder
Tshidime,Cultivateur,Boer,2.0,Positif,Mot,Farmer
Tshidimu,"An, Année",Jaar,-2.0,Negatif,Mot,Year
"Tshidimu tshia
mashika",Hiver,Winter,0.0,Neutre,Mot,Winter
Tshidimu tshia mayowa,Été,Somer,3.0,Positif,Mot,Summer
Tshiena bualu,Sujet,Onderwerp,0.0,Neutre,Mot,Subject
Tshiena lomo,Latin,Latyn,1.0,Positif,Verbe,Latin
Tshiendelele,Éternellement,Ewig,1.0,Positif,Mot,Eternally
Tshiendelu,Parvis,Parvis,-1.0,Negatif,Mot,Forecourt
Tshienzedi,Action,Aksie,-2.0,Negatif,Mot,Action
"Tshienzedi, malu",Œuvre,Werk,0.0,Neutre,Mot,Artwork
Tshieya,Arrhes,Ernstig,0.0,Neutre,Mot,Deposit
Tshifuafua,Mortel,Sterflik,0.0,Neutre,Mot,Mortal
Tshifufu,Complot,Komplot,0.0,Neutre,Mot,Conspiracy
Tshifukibua,Créature,Skepsel,0.0,Neutre,Mot,Creature
"Tshifukibua tshipia
tshipia",Nouvelle création,Nuwe Skepping,0.0,Neutre,Mot,New creation
Tshifulu,Casque,Helm,0.0,Neutre,Mot,Helmet
Tshifulu tshia butumbi,Diadème,Diara,0.0,Neutre,Mot,Tiara
Tshiji,Colère,Woede,0.0,Neutre,Mot,Anger
Tshiji,Colère,Toorn,0.0,Neutre,Mot,Anger
Tshij,Fureur,Fuurheid,0.0,Neutre,Mot,Fury
Tshijidila,Sacré,Heilig,0.0,Neutre,Mot,Sacred
Tshijila,Pureté,Reiheid,1.0,Positif,Mot,Purity
Tshijila ,Saintement,Heilig,0.0,Neutre,Mot,Holyly
Tshijila ,Saint,Heilig,0.0,Neutre,Mot,Saint
Tshikaminu,Pressoir,Wynpers,0.0,Neutre,Mot,Press
Tshikanga,Cuit,Gekook,0.0,Neutre,Mot,Cooked
Tshikankanyi,Talon,Hakskeen,1.0,Positif,Mot,Heel
Tshikena kumona,Vision,Visie,1.0,Positif,Mot,Vision
Tshikole adi,Grave,Graf,-2.0,Negatif,Mot,Severe
Tshikololo,Corbeau,Raaf,-2.0,Negatif,Mot,Crow
