CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
Biakane,Bienséan,Behoorlike,Ibhayentshi,1.0,Positif,Mot,Biensean
Biakulakula,Babil,Battery,Babele,-3.0,Negatif,Mot,Babil
Biakunyibua bibishi,Verdure,Groenerigheid,Uluhlaza okotshani,-3.0,Negatif,Mot,Greenery
Biata,Couchette,Bed,Bhogwazayo,0.0,Neutre,Mot,Berth
Bibelu,Jambe,Been,Umlenze,0.0,Neutre,Mot,Leg
Bibidi,"Couple, Paire","Paartjie, Paar","Izithandani, umbhangqwana",8.0,Positif,Mot,"Couple, Pair"
Bidi bimueneka ku mesu,Vue,Uitsig,Ukubona,5.0,Positif,Mot,View
Bidi bisasa,Chaume,Grasdak,Lowo,-5.0,Negatif,Mot,Thatch
Bidi kabiyi mua kuambibua,Inexprimable,Onuitspreeklik,-Nganakwa,0.0,Neutre,Mot,Inexpressible
Bidi kabiyi ne muoyo,Inanimé,Leweloos,-Ngaphezulu,2.09090909090909,Positif,Mot,Inanimate
Bidi mua kujimina,Incertitude,Onsekerheid,Ukungaqiniseki,2.27272727272727,Positif,Mot,Uncertainty
Bidi mua kuzakajibua ,Muable,Veranderlik,Phendukayo,2.45454545454545,Positif,Mot,Muable
Bidia,Agapes,Fees,Ama-agapes,2.63636363636363,Negatif,Mot,Feast
Bidia bia dibanji,Banquet,Banket,Idili,2.81818181818182,Negatif,Mot,Banquet
Bidia bia Mukelenge,Cène,Laaste Avondmaal,Isidlo sakusihlwa sokugcina,3.0,Neutre,Mot,Last Supper
Bidia bidi kabiyi ne luevene,Pain sans levain,Ongesuurde Brood,Isinkwa Esingenamvubelo,0.0,Neutre,Mot,Unleavened bread
"Bidimu, wa bidimu…",Âge,Ouderdom,Iminyaka,3.36363636363636,Positif,Mot,Age
Bielelu,Instrument,Instrument,Into yokwenza utho,3.54545454545454,Positif,Mot,Instrument
Biensheshi,Soupçon,Agterdog,Ukusola,3.72727272727273,Negatif,Mot,Suspicion
Bienzebu nunku,Autrement,Anders,Ngaphandle kwalokho,3.90909090909091,Neutre,Mot,Otherwise
Bienzedi,Fait,Gemaak,Enza,4.09090909090909,Positif,Mot,Do
Bienzedi,Conduite,Gedrag,Hola,4.27272727272727,Positif,Mot,Conduct
Bijitu,Fardeau,Las,Thwalisa umthwalo osindayo,4.45454545454545,Negatif,Mot,Burden
Bikole,Amèrement,Bitterlik,-Babayo,4.63636363636363,Positif,Mot,Bitterly
Bikole,Horriblement,Verskriklik,-Khosicanu,2.0,Negatif,Mot,Horribly
Bikole,Vertement,Swaar,-Mbangile,0.0,Neutre,Mot,Greenly
"Bikole, bimpe",Soigneusement,Versigtig,Ngokugcwele,0.0,Neutre,Mot,Thoroughly
Bikondo biakashala kunyima,Autrefois,Voorheen,Kuqala,5.36363636363636,Positif,Mot,Formerly
Bikuata,Prise,Neem,Inkotho,5.54545454545454,Positif,Mot,Socket
Bilamba,Habit,Gewoonte,Okokugqoka,5.72727272727273,Positif,Mot,Habit
Bilamulamu,Écaille,Skaal,Ukukala izinga,-8.0,Negatif,Mot,Scale
Bilengele,Bienséance,Versiering,Propright,6.09090909090909,Positif,Mot,Propriety
Bilengele,Décent,Ordentlik,-Hloniphekile,2.0,Negatif,Mot,Decent
Bilondeshele,Relativement,Relatief,Hlobene,6.45454545454545,Positif,Mot,Relatively
Bilongo,Lis,Gereed,Funda,6.63636363636363,Negatif,Mot,Read
Bilongolola,Prêt,Gereed,-Lungiselwe,6.81818181818182,Positif,Mot,Ready
Bilulu,Agrès ,Apparaat,Amalungiselelo,6.0,Positif,Mot,Equipment 
Bilungakaja bimpe,Ajusté ensemble,Saam aangepas,Kulungiswe ndawonye,3.0,Positif,Mot,Adjusted together
Bimane,Interdit,Verbode,-Nqatshelwe,-1.0,Positif,Mot,Forbidden
Bimpe,Bien,Wel,Kuhle ngokuncomekayo,7.54545454545454,Positif,Mot,GOOD
Bimpe,Clair,Duidelik,-Cwebile,7.72727272727273,Negatif,Mot,Clear
Bimpe ,Sûrement,Sekerlik,Impela,0.0,Neutre,Mot,Certainly
"Bimpe, ne kalolo",Diligemment,Ywerig,-Nenkani,5.0,Positif,Mot,Diligently
Bimunyi,Lanterne,Lantern,Isiswevu,4.0,Positif,Mot,Lantern
Binamanya,Pourvu que,Met dien verstande dat,Inqobo nje uma,8.45454545454545,Positif,Mot,Provided that
Bingikala ntshiyi ngenza,Malgré moi,Ten spyte van myself,Naphezu kwami,3.0,Positif,Mot,Against my will
Bintu,Subsistance,Lewensonderhoud,Ukunqoba,5.0,Positif,Mot,Subsistence
Bintu,Cargaison,Vrag,Impahla ethwelwe umkhumbi,-3.0,Negatif,Mot,Cargo
Bintu bia bu ngenda,Marchandise,Handelsware,Impahla ethengisa,0.0,Neutre,Mot,Merchandise
Bintu bia bululu,Fiel,Gal,Ing gang,0.0,Positif,Mot,Gall
Bintu bia mupuya muimpe,Aromates,Aromatiese stowwe,Amakhakhasi,-1.0,Negatif,Mot,Herbs
Bintu bimansha ku diala,Ordure,Vuilheid,Udoti,-5.0,Negatif,Mot,Trash
Binunu bibidi,Deux mille,Tweeduisend,Izinkulungwane ezimbili,0.0,Neutre,Nombre,Two thousand
Binunu binayi,Quatre mille,Vierduisend,izinkulungwane ezine,9.90909090909091,Positif,Nombre,Four thousand
Binunu bisatu,Trois mille,Drieduisend,Izinkulungwane ezintathu,9.90909090909091,Positif,Nombre,Three thousand
Binunu bitanu,Cinq mille,Vyfduisend,Izinkulungwane Eziyisihlanu,9.90909090909091,Positif,Nombre,Five thousand
Binunu dikumi,Dix mille,Tienduisend,Izinkulungwane eziyishumi,9.90909090909091,Positif,Nombre,Ten thousand
Binunu dikumi ne bibidi,Douze mille,Twaalfduisend,Ishumi nambili,9.90909090909091,Positif,Nombre,Twelve thousand
Binunu makumi abidi,Vingt mille,Twintigduisend,Izinkulungwane ezingamashumi amabili,9.90909090909091,Positif,Nombre,Twenty thousand
Binunu makumi abidi ne bisatu,Vingt-trois mille,Drie-en-twintigduisend,Izinkulungwane ezingamashumi amabili nantathu,9.90909090909091,Positif,Nombre,Twenty-three thousand
"Bipendu, kupenda",Outrage,Woeding,Ukudelela,11.3636363636364,Positif,Mot,Outrage
Bipia,Tresse,Vlegsel,-Ted,11.5454545454546,Positif,Mot,Braided
Bipikilu,Bath,Bad,Ukugeza,-5.0,Negatif,Mot,Bath
Bipusu,Gousse,Kruidnagel,Upombolo,0.0,Neutre,Mot,Clove
Bisabata,Sandale,Sandaal,Isicathulo esivulekile,2.0,Negatif,Mot,Sandal
Bisaka,Corbeille,Mandjie,Ubhasikidi,5.0,Positif,Mot,Basket
Bisambusambu,Tabernacle,Tabernakel,Itabernale,4.0,Positif,Mot,Tabernacle
Bishilangane,Contrairement,Teendeel,Ngokuphikisana nayo,5.0,Negatif,Mot,Contrary to
Bishimikidi,Fondement,Stigting,Isisusa,3.0,Positif,Mot,Foundation
Bisonji,Larme,Skeur,Ukudabula,0.0,Neutre,Mot,Tear
Bisonsa,Foin,Hooi,Utshani oboile sebusikiwe,2.0,Neutre,Mot,Hay
Bisote,Balle,Sak,Ibhola,4.0,Positif,Mot,Ball
Bitambe,Amplement,Vulsel,-Khulu,4.0,Positif,Mot,Amply
Bitapikidi,Bourbier,Modder,I-Quagmire,-3.0,Negatif,Mot,Quagmire
Bitekete,Défaillant,Mislukking,Isiphenzana,0.0,Neutre,Mot,Defective
Bitulu bitulu,Exactement,Presies,Ngokuyikho du,8.0,Positif,Mot,Exactly
Bituntuku,Reins,Niere,Izinsolo,-3.0,Negatif,Mot,Kidneys
Bitupa bia bungi,Reprises,Herstel,Iyaphinda,5.0,Positif,Mot,Reprises
Bitupa bia mubidi,Membre,Lid,Ilungu,4.0,Positif,Mot,Member
Biuma,Bien-être,Welstand,Inhlala-kahle,0.0,Neutre,Mot,Well-being
Bizakalazakala,Raboteux,Rof,-Enziwe,-9.0,Negatif,Mot,Rugged
Bouwa,Peut-être,Miskien,Kungenzeka,0.0,Neutre,Mot,Maybe
Bu,Guise de,Deur middel van,Ukuqagela kwe,5.0,Positif,Mot,Guise de
Bu ,Environ,Oor,Cishu,5.0,Positif,Mot,Approximately
Bu Mubidi,Corporel,Liggaamlik,Ukhoporali,5.0,Positif,Mot,Body
Bu mudi,Suivant,Volgende,Okulandelayo,5.0,Positif,Mot,Following
Bu muntu,Naturellement,Natuurlik,Ngokwendabuko,5.0,Positif,Mot,Naturally
Bua bualu,Moyen,Gemiddeld,-Vamile,5.0,Positif,Mot,AVERAGE
Bua Bualu,Cause,Oorsaak,Dala,5.0,Positif,Mot,Cause
Bua bualu ebu,Pourquoi,Waarom,Kwani,5.0,Positif,Mot,For what
Bua kukema,Merveilleux,Wonderlik,-Mangalisayo,8.0,Positif,Mot,Wonderful
Bua muanda eu,Exprès ,Uitdruk,Ngenjongo,0.0,Neutre,Mot,On purpose 
Bua pabuabu,Extraordinaire,Buitengewone,Mangalisayo,7.0,Positif,Mot,Extraordinary
Buakane,Justice,Geregtigheid,Ubulungiswa,4.0,Positif,Mot,Justice
Buakane,Seoir,Sit,Seoir,-6.0,Negatif,Mot,Seoir
Buakuidi,Sacrificature,Offer,Hlabela,0.0,Neutre,Mot,Sacrifice
Bualu,Crime,Misdaad,Ubugebengu,-1.0,Negatif,Mot,Crime
Bualu,Cause,Oorsaak,Dala,5.0,Positif,Mot,Cause
Bualu bua,Effet ,Effek,Umphumela,5.0,Positif,Mot,Effect 
Bualu bua kukema,Prodige,Wonderkind,Indawo okuphuma ezweni,4.0,Positif,Mot,Prodigy
Bualu bukole,Difficilement,Skaars,Ngobunzima,5.0,Positif,Mot,With difficulty
Bualu busokoka,Mystère,Geheim,Imfihlakalo,6.0,Positif,Mot,Mystery
Bualu busokoka bua bupidia,Mystère d'iniquité,Geheim van Ongeregtigheid,Imfihlakalo Yobubi,6.0,Positif,Mot,Mystery of iniquity
"Bualu, muanda",Nouvelle,Nuut,-Kwanamuhla,4.0,Positif,Mot,New
Buana,Enfance,Kinderjare,Ubuntwana,4.0,Positif,Mot,Childhood
Buanga bua kulaba ku mesu,Collyre,Oogspoelmiddel,I-Eye Drop,4.0,Positif,Mot,Eye drops
Buatu,Nacelle,Boot,Ephathekayo,2.0,Negatif,Mot,Gondola
Buatu bukese,Chaloupe,Roei,Isikebhe,0.0,Neutre,Mot,Boat
Buatu; mushete,Arche,Ark,UmkhumbiWE,1.0,Positif,Mot,Ark
Buatu.,Barque,Bark,Isikebhe,1.0,Positif,Mot,Boat
Bubandi,Accusation,Beskuldiging,Khokhisa,1.0,Positif,Mot,Charge
Bubanji bua bungi,Opulence,Weelde,Ukubizela,1.0,Negatif,Mot,Opulence
Bubi,Iniquité,Onreg,Ububi obukhona,-1.0,Negatif,Mot,Iniquity
Budi buakane,Convenir,Geskik,Vumelana,3.0,Positif,Verbe,Agree
Budi buimpe,Convenable,Geskikte,-Fanele,5.0,Positif,Mot,Suitable
Budi buitabujibua,Indulgence,Verwennerij,Okuzindulelayo,2.0,Positif,Mot,Indulgence
A dikamakama,Inconvenance ,Onbetaamlikheid,Ukweqa noma,2.0,Positif,Mot,Impropriety 
A Dinanga,Aimable,Aanneemlik,-Nomusa,6.0,Positif,Mot,Kind
A kuitabushisha,Persuasion,Oorreding,Ukuncenga,2.0,Positif,Mot,Persuasion
A kukema,Étrange,Vreemd,-Ngajwayelekile,9.0,Positif,Mot,Odd
A pabuawu,Exceptionnel,Uitsonderlik,-Ngavamile,9.0,Positif,Mot,Exceptional
A patupu,Vain,Ydel,-Yize,5.0,Positif,Mot,Vain
A tshianana,Oiseux,Voëlagtig,Izinyoni,-3.0,Negatif,Mot,Birds
Absinthe,Absinthe,Absint,Absinthe,-3.0,Negatif,Mot,Absinthe
Adi a Tshiprofete,Prophétique,Profeties,-Profethi,5.0,Positif,Mot,Prophetic
Adi akuatshisha,Profitable,Winsgewend,-Sizayo,5.0,Positif,Mot,Profitable
"Adi ashima (meyi, mayisha)",Artificieux,Kunsmatig,Ubunye Ubukhali,5.0,Positif,Mot,Artificial
Alléluia,Alléluia,Halleluja,Alleluia,8.0,Positif,Mot,Alleluia
Alo,Aloès,Aloe,I-aloe,-3.0,Negatif,Mot,Aloe
Alpha,Alpha,Alfa,UFakaziyeli,8.0,Positif,Mot,Alpha
Amen,Amen,Amen,Amen,8.0,Positif,Mot,Amen
Améthyste,Améthyste,Ametis,Amethyst,-6.0,Positif,Mot,Amethyst
Andi,Fonds,Fundament,Izimali,9.0,Positif,Mot,Funds
Anu,Excepté,Behalwe,Kuphela,5.0,Positif,Verbe,Except
Anu pinapu,Immédiatement,Onmiddellik,Eduze,5.0,Positif,Mot,Immediately
Anu tuaba tukese tudi tshale,Presque,Byna,Pheshe,5.0,Positif,Mot,Almost
"Anu, misangu yonso,",Toutefois,Maar,Nokho,4.0,Positif,Mot,However
Apa,Présent,Teenwoordig,Lapha,4.0,Positif,Mot,Here
Apa pa buloba,Ici-bas,Hier onder,Phansi lapha,5.0,Positif,Mot,down here
Arène,Arène,Arena,Inkundla,-3.0,Negatif,Mot,Arena
Argent,Argent,Geld,Imali,8.0,Positif,Mot,Money
Dî,Parole,Woord,Uhlamvu lwegama,6.0,Positif,Mot,Words
Dia balume,Droit,Wet,Ngakwesokudla,9.0,Positif,Mot,Right
Dia bana ne bana,Fraternel,Broederlik,Imbangi,8.0,Positif,Mot,Fraternal
Dia mu ditumba,Angulaire,Hoekig,-Ngularle,-3.0,Negatif,Mot,Angular
Dia,Dominical,Heerlik,-Ngaphambili,0.0,Neutre,Verbe,Sunday
Diabulu,Diable,Duiwel,Onakele,-6.0,Negatif,Mot,Devil
"Diabulu, demon",Démon,Demoon,Idimoni,-6.0,Negatif,Mot,Demon
Diakane,Favorable,Gunstig,Vumelanayo,9.0,Positif,Mot,Favorable
Diakane,Commode ,Gerieflik,-Seduze,3.0,Positif,Mot,Convenient 
"Diakane, buimpe",Digne,Waardig,-Fanele,3.0,Positif,Mot,Worthy
Diambedi,D’abord,Eerste,Okokuqala nje,8.0,Positif,Mot,First of all
Diandamuna,Réponse,Antwoord,Impendulo,9.0,Positif,Mot,Answer
Diapa,Épaule,Skouer,Igxalaba,2.0,Positif,Mot,Shoulder
Diba,Heure,Uur,Ihora,9.0,Positif,Mot,Hour
Diba,Soleil,Son,Ilanga,8.0,Positif,Mot,Sun
Diba adi,Aussitôt,Onmiddellik,Khona manje,5.0,Positif,Mot,Right away
Diba dia buakane,Soleil de justice,Son van Geregtigheid,Ilanga Lobulungiswa,4.0,Positif,Mot,Sun of Justice
Diba dikese,Instant ,Oombliklik,Khona manje,6.0,Positif,Mot,Instant 
Dibaka,Mariage,Huwelik,Ukugana,9.0,Positif,Mot,Marriage
Dibala,Lecture,Lees,Ukufunda,6.0,Positif,Mot,Reading
Dibanza,Dette,Skuld,Isikweletu,9.0,Positif,Mot,Debt
Dibaya,Planche,Rand,Iplank,4.0,Positif,Mot,Plank
Dibeji,Feuille,Blaar,Ikhasi,5.0,Positif,Mot,Leaf
Dibela,Discipliner,Dissipline,Imfundiso yokulalela,3.0,Positif,Mot,Discipline
Dibidi (dituku),Deuxième,Tweede,-Lekayo,7.0,Positif,Mot,Second
Dibika ku lufu,Résurrection,Opstanding,Ukubusa,6.0,Positif,Mot,Resurrection
Dibikidibua,Vocation,Roeping,Ubizo,5.0,Positif,Mot,Vocation
Dibikila,Appel,Roeping,Memeza,5.0,Positif,Verbe,Call
Dibingishibua,Justification,Regverdigmaking,Ukuthethelela isizathu esizwakalayo,5.0,Positif,Mot,Justification
Diboko,Bras,Arm,Hlomisa,4.0,Positif,Verbe,Arm
Dibue,Caillou,Klippie,Imbokojwana,3.0,Positif,Verbe,Pebble
Dibue a mushinga mukole,Permanent,Permanente,-Ngenakuguqulwa,2.0,Positif,Verbe,Permanent
Dibue dia muditumba,Pierre (cause d'achoppement),Steen (oorsaak van struikeling),UPeter (imbangela yokukhubeka),5.0,Positif,Verbe,Pierre (the sticking point)
Dibue dia tshilenduishi,Piété,Vroomheid,Ukuphuthakaleka,4.0,Positif,Mot,Piety
Dibue dinene,Meule,Meulsteen,Ukugaya,2.0,Positif,Mot,Grinding wheel
"Dibue dinene, lubuebue",Roc,Rots,Itshe elikhulu,0.0,Neutre,Mot,Rock
Dibue ditoke tô,Cristal,Kristal,Itshe elikhanya okwengilazi,4.0,Positif,Mot,Crystal
Dibuejibua,Introduction,Inleiding,Ukuqalisa,8.0,Positif,Mot,Introduction
Dibuela,Entrée,Ingang,Ukungena,5.0,Positif,Mot,Entrance
Dibuelakana (malu mabuela kane),Désordre,Wanorde,Nyakanyekisa,2.0,Positif,Mot,Mess
Dibueneka ku mesu,Extérieurement,Uitwendig,Ngaphesheya,4.0,Positif,Mot,Externally
Dibuikidila,Pardon,Vergifnis,Xolela,8.0,Positif,Mot,Pardon
Dibuikidila (mulambu wa),Propitiation,Versoening,Isazisa,3.0,Positif,Mot,Propitiation
Dibulu,Masse,Keppel,Okuninginingi,5.0,Positif,Mot,Mass
Dibuluibua,Révélation,Openbaring,Ukwazisa,5.1047619047619,Positif,Mot,Revelation
Dibungama,"Défait, Regret","Nederlaag, Spyt","Ahluliwe, asole",5.25119047619047,Positif,Mot,"Defeated, Regret"
Dibungi,Nuage,Wolk,Amafu,5.39761904761904,Positif,Mot,Cloud
Dibungibungi,Vapeur,Damp,Isitimu,5.54404761904761,Positif,Mot,Steam
Dibutuka,Désolation,Verlatenheid,Ukuncithakalo,5.69047619047619,Positif,Mot,Desolation
Didia dia disanka,Festin,Fees,Idili,5.83690476190476,Positif,Mot,Feast
Didianjila,Avance,Vooruitgang,Sondela,5.98333333333333,Positif,Mot,Advance
Didianjila kukosa bualu mu mutshima,Préférence,Voorkeur,Ukuqoka,6.1297619047619,Positif,Mot,Preference
Didianjila kumanya,Préconnaissance,Voorkennis,Ukuhlukanisela izinhlanga,6.27619047619047,Positif,Mot,Prior knowledge
Didibingisha,Excuse,Verskoning,Xolela,6.42261904761904,Positif,Mot,Excuse
Dididishi,Fenêtre,Venster,Iwindi,0.0,Neutre,Mot,Window
Didikanda,Tempérance,Matigheid,Ukugxila,6.71547619047619,Positif,Mot,Temperance
"Didimuisha, dilongesha, kalasa",Discipline,Dissipline,Imfundiso yokulalela,6.86190476190476,Positif,Mot,Discipline
Didinga,Fraude,Bedrog,Ubuwanqa,7.00833333333333,Positif,Mot,Fraud
Didisankisha,Satisfaction,Tevredenheid,Ukugculiseka,7.1547619047619,Positif,Mot,Satisfaction
Didisua; diambu,Orgueil,Trots,Ukuziqhenya,7.30119047619047,Positif,Mot,Pride
Didiunda,Croissance,Groei,Ukundlondlobala,7.44761904761904,Positif,Mot,Growth
Didiundisha,Avancement,Vordering,Ukuqhubekela phambili,7.59404761904761,Positif,Mot,Advancement
Dieba,Aiguillon,Angel,Tinyela,-3.0,Neutre,Mot,Sting
Diedibua dia manyi,Onction,Salwing,Ukugcotshwa,3.0,Positif,Mot,Anointing
Dienza,Opérant,Operasie,Osebenzayo,4.0,Positif,Mot,Operating
Dienzeja dia dipambuka,Énergie d'erreur,Energie van dwaling,Amandla ephutha,-6.0,Negatif,Mot,Error energy
Dienzejibua ku bukole,Contrainte,Beperking,Ingxabano,0.0,Positif,Mot,Constraint
Difika dia munda,Courroux,Woede,Ukuthukusana,5.0,Positif,Mot,Wrath
Difikisha munda,Irritation,Irritasie,Ukucunula,7.0,Positif,Mot,Irritation
Difu,Estomac,Maag,Isisu,5.0,Positif,Mot,Stomach
Difuma,Lance,Spies,Izala,5.0,Positif,Mot,Spear
Difutu,Dépens,Uitgawe,Izindleko,5.0,Positif,Mot,Expenses
Dikenga,Tribulation,Verdrukking,Usizi,5.0,Positif,Mot,Tribulation
Dikenga,Détresse,Nood,Usizi,-1.0,Negatif,Mot,Distress
Dikenga dia bintu,Privation,Ontbering,Ukwehliswa,5.0,Positif,Mot,Deprivation
Dikengeshibua,Oppression,Onderdrukking,Ukuhlupheka,5.0,Positif,Mot,Oppression
Dikenke,Éclat,Helderheid,Nkemuzela,5.0,Positif,Mot,Glow
Dikima,Assurance,Versekering,Umshwalense,5.0,Positif,Mot,Insurance
Dikisha,Repos,Rus,Thulisa,5.0,Positif,Mot,Rest
Dikolesha,Exercer,Oefening,Vocavoca,5.0,Positif,Mot,Exercise
Dikonka,Question,Vraag,Buza,5.0,Positif,Mot,Question
Dikuatshisha,Contribution,Bydrae,Isethulo,5.0,Positif,Mot,Contribution
Dikuatshishangana,Fournissement,Voorsiening,Phakela,5.0,Positif,Mot,Supply
Dikudimuka,Variation,Variasie,Ukuphenduka,5.0,Positif,Mot,Variation
Dikudimuna,Changement,Verandering,Phendula,5.0,Positif,Mot,Change
Dikudimuna dia mutshima,Repentance,Bekering,Ukuphenduka,5.0,Positif,Verbe,Repentance
Dikuma dia mutshima bipeta mu njila mibi,Avide d'un gain honteux,Gulsig vir skandelike wins,Ukuhaha inzuzo eyihlazo,5.0,Positif,Mot,Greedy for shameful gain
Dikuma dia mutshima ku biuma,Avarice,Gierigheid,Iphazazela,5.0,Positif,Mot,Avarice
Dikumbana,Accomplissement,Prestasie,Ubungcweti,4.0,Positif,Mot,Achievement
Dikumi,Dix,Tien,Ishumi,10.0,Positif,Nombre,Ten
Dikumi ne binayi,Quatorze,Veertien,Ishumi nane,8.0,Positif,Nombre,Fourteen
Dikumi ne ibidi,Douze,Twaalf,Ishumi nambili,8.0,Positif,Nombre,Twelve
Dikumi ne itanu,Quinze,Vyftien,Ishumi nanhlanu,8.0,Positif,Nombre,Fifteen
Dikumi ne muanda mukulu,Dix-huit,Agtien,Ishumi nesishayagalombili,6.0,Positif,Nombre,Eighteen
Dikumi ne umue,"Onze, Onzième","Elf, Elfde","Eleven, Eleventh",6.0,Positif,Nombre,"Eleven, Eleventh"
Dikunji,Colonne,Kolom,Insika,6.0,Positif,Mot,Column
Dikunyibua,Implanté,Ingeplant,-Yisimukisa,6.0,Positif,Mot,Implanted
Dikunza,Roux,Rooi,-Bhebhe kahle,6.0,Positif,mm,Redhead
Dikuta,Monnaie,Geld,Ukheshi,6.0,Positif,Mot,Cash
Dikuta dikese,Sou,Sop,Ubuhlanga,6.0,Positif,Mot,Sou
Diledibua kua tshiakabidi,Régénération,Regenerasie,Ukunyusa kabusha,6.0,Positif,Mot,Regeneration
Dileja dia mampa,Propositions des pains,Broodvoorstelle,Iziphakamiso zesinkwa,2.0,Positif,Mot,Bread suggestions
Dileja tshilema,Reproche,Verwyt,Ngqonhlamvu,8.0,Positif,Mot,Reproach
"Dilelela, tshidi tshia kueyemenyibua",Certain,Seker,-Azi kahle,6.0,Positif,Mot,Certain
Dilengeja,Purification,Suiwering,Ukuhlambululela,5.0,Positif,Mot,Purification
Dilengejibua,Perfection,Volmaaktheid,Ukuphelela du,5.0,Positif,Mot,Perfection
Dilengesha,Parure,Versiering,Ukuhlobisa,5.0,Positif,Mot,Jewelry
Dileta,Lettre,Brief,Uhlamvu lokulandelana kwamagama,5.0,Positif,Mot,Letter
Diloba,Pêche,Visvang,Ukufakaza,5.0,Positif,Mot,Fishing
Dilobo,Port,Hawe,Itheku,5.0,Positif,Mot,Port
Dilolo,Soir,Aand,Kusihlwa,5.0,Positif,Mot,Evening
Dilomba,Demande,Versoek,Nxusa,7.0,Positif,Mot,Request
Dilondolola dia ndelanganyi,Généalogie,Genealogie,Kohluzo,7.0,Positif,Mot,Genealogy
Dilonga,Bassin,Bekken,Indishi,5.0,Positif,Mot,Basin
Dilonga (dialabale),Plat,Skot,Caba,5.0,Positif,Mot,Flat
Dilongesha,Enseignement,Onderrig,Imfundo,5.0,Positif,Verbe,Education
Dilongolola,Préparation,Voorbereiding,Amalungiselelo,4.0,Positif,Verbe,Preparation
Dilua,Arrivée,Aankoms,Ukufika,1.0,Positif,Mot,Arrival
Diluangana,Lutte,Stryd,Umshikashika,2.0,Positif,Mot,Struggle
Dilubakana,Embarras,Verleentheid,Ukuphoxeka,3.0,Positif,Verbe,Embarrassment
Dilulama,Droiture,Opregtheid,Ukulunga,4.0,Positif,Verbe,Righteousness
Dilumbuluisha,Jugement,Oordeel,Isahlulelo,1.0,Positif,Mot,Judgement
Dima,Argile,Klei,Ubumba,2.0,Positif,Mot,Clay
Dimanya,Savoir,Kennis,Bona,3.0,Positif,Mot,Know
"Dimanya, lungenyi",Connaissance,Kennis,Ukuzwa,2.85714285714286,Positif,Mot,Awareness
Dimanyisha,Information,Inligting,Ulwazi,3.0,Positif,Mot,Information
Dimiamina,Aspersion,Besprinkeling,Ukudabula,3.14285714285715,Positif,Mot,Aspersion
Diminu,Semence,Saad,Inhlwanyelo,3.28571428571429,Positif,Mot,Seed
Dimoma,Rouille,Roes,Ukugqwala,3.42857142857143,Positif,Mot,Rust
Dimueneka,Apparition,Voorkoms,Ukubonakala,3.57142857142857,Positif,Mot,Appearance
Dimuenesha,Démonstration,Demonstrasie,Isibonakaliso,3.71428571428572,Positif,Mot,Demonstration
Dina,Fos,Fos,Ukuphambuza,3.85714285714286,Positif,Mot,Fos
Dina dia mayi,Fontaine,Fontein,Isisuko,4.0,Positif,Mot,Fountain
Dinanga,Amour,Liefde,Thanda,4.14285714285715,Positif,Mot,Love
Dinanga,Affection,Geneentheid,Uthando,4.28571428571429,Positif,Mot,Affection
Dinanukila,Persévérer,Volhard,Phikelela,4.42857142857143,Positif,Mot,Persevere
Dinda,Matin,Oggend,Ekuseni,4.57142857142857,Positif,Mot,Morning
Dinda,Point du jour,Dagbreek,Iphuzu losuku,4.71428571428572,Positif,Mot,Daybreak
Dinemekela,Révérence,Eerbied,Ukuhlonipha,4.85714285714286,Positif,Mot,Reverence
Dinkenke,Splendeur,Prag,Ubukhazikhazi,5.0,Positif,Mot,Splendor
Dinowa,Moisson,Oes,Okuvuniweyo,5.14285714285715,Positif,Mot,Harvest
Dinu,Dent,Tand,Izinyo,5.28571428571429,Positif,Mot,Tooth
Dinua,Boire,Drank,Phuza,5.42857142857143,Positif,Mot,Drink
Dinunganyi,Rumeur,Gerug,Inzwabethi,5.57142857142857,Positif,Mot,Rumor
Dinungu,Jointure,Gewrig,Xhuma,5.71428571428572,Positif,Mot,Joint
"Dinvuenkenya, Lupuishi",Poussière,Stof,Uthuli,5.85714285714286,Positif,Mot,Dust
Dinyanguka,Corruption,Korrupsie,Ukonakala,6.0,Positif,Mot,Corruption
Dinyanguka dia moyo,Dissolution,Ontbinding,Ukucacisa,6.14285714285715,Positif,Mot,Dissolution
Dinyanguta,Avarie,Skade,Umonakalo,6.28571428571429,Positif,Mot,Damage
Dinyoka,Sentence,Sin,Jezisa,6.42857142857143,Positif,Mot,Sentence
Dinyunguluka,Tour,Toring,-Yingiliza,6.57142857142857,Positif,Mot,Round
Diondoka,Profond,Diep,-Julile,6.71428571428572,Positif,Mot,Deep
Dipa,Don,Geskenk,Donne,4.0,Positif,Mot,Don
Dipa dia luse,Don de grâce,Geskenk van Genade,Isipho Somusa,4.0,Positif,Mot,Gift of grace
Dipambuisha,Séduction,Verleiding,Ukuhlenga,4.0,Positif,Mot,Seduction
Dipambuka,Égarement,Afwyking,Okokugwemakaza,4.0,Positif,Mot,Disorientation
Dipandulula,Division,Verdeeldheid,Isabelo,4.0,Positif,Mot,Division
Dipanga dia kudikanda,Incontinence,Inkontinensie,Ukungabaza,4.0,Positif,Mot,Incontinence
Dipanga dikuatshisha,Inutilité,Nutteloosheid,Ukungabi nalusizo,4.0,Positif,Mot,Uselessness
Dipanga dinyanguka,Incorruptibilité,Onkreukbaarheid,Ukulimaza ingozi,4.0,Positif,Mot,Incorruptibility
Dipangadija,"Opinion, Propos",Opinie Doel,"Umbono, ubeke amazwana",4.0,Positif,Mot,"Opinion, Remarks"
