CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Tsonga_Translation
aba,ceux,daardie,lezo,-9.0,Negatif,Mot,those,sweswo
aba,celles ,daardie,lezo,5.0,Positif,Mot,those ,sweswo 
mema,moi,my,Mina,9.0,Positif,Mot,Me,Mina
butu,cendre,as,umlotha,-6.0,Negatif,Mot,ash,nkuma
kushidisha,calciner,kalsie,uhlobo lwekhashi,-4.0,Negatif,Mot,to burn,ku hisa
tshiabutu,cendrier ,asbak,isitsha somlotha kagwayi,6.0,Positif,Mot,ashtray ,xigwitsirisi xa nkuma 
didia,cène,aandete,ukudla kwakusihlwa,-5.0,Negatif,Mot,Last Supper,Xilalelo xo Hetelela
mudiambike,cénobite,senobiet,isizwe,4.0,Positif,Mot,cenobite,cenobite ya xirhendzevutani
lukita luibaka,cénotaphe,senotaaf,cenotaph,8.0,Positif,Mot,cenotaph,cenotaph ya xifuva
manya,censé,veronderstel,-catshalwa,0.0,Neutre,Mot,supposed,kumbexana
mutaludi,censeur,sensor,Cencer,0.0,Neutre,Mot,censor,muhlahluvi wa swifaniso
didiwula/diteta,censure,sensorskap,ukucwaninga,-8.0,Negatif,Mot,censorship,ku hlahluva
kuteta,censurer,sensor,Cencer,-3.0,Negatif,Mot,censor,muhlahluvi wa swifaniso
lukama,cent,honderd,ikhulu,-5.0,Negatif,Mot,hundred,dzana
lukama,centaine,honderd,ikhulu,5.0,Positif,Mot,hundred,dzana
mubuabua,chacal,jakkals,ugwasi,8.0,Positif,Mot,jackal,jackal
muntu yonso,chacun,elke,sisinye,0.0,Neutre,Mot,each,ha xin&#39;we
dibungama,chagrin,hartseer,ubuhlungu,4.0,Positif,Mot,grief,gome
mutoyi,chahut,geraas,Ruckus,9.0,Positif,Mot,rowdiness,ku va ni mpfilumpfilu
kusalakaja,chahuter,geraas,heckle,7.0,Positif,Mot,rowd,mpfilumpfilu
lukanu,chaine,ketting,uhide,8.0,Positif,Mot,chain,nketana
kuelekeja,chainer,ketting,uhide,7.0,Positif,Mot,chainer,chainer
kakanu,chainette,klein ketting,uhide,6.0,Positif,Mot,chain,nketana
lukanu,chainon,skakel,ulungu lokuthile,0.0,Neutre,Mot,link,hlanganisa
munyinyi,chair,vlees,umzimba,8.0,Positif,Mot,flesh,nyama
ntoyi,chaire,vlees,indawo yokuma uma umuntu eshumayela,-8.0,Negatif,Mot,chair,xitulu
nkuasa,chaise,stoel,isihlalo,-9.0,Negatif,Mot,chair,xitulu
muenji wa nkuasa,chaisier,stoelmaker,isihlalo,0.0,Neutre,Mot,chair maker,muendli wa switulu
musumbi,chaland,vaartuig,isikebhe esinesinqe esibanzi sokuthwala impahla,0.0,Neutre,Mot,barge,xikepe xa xikepe
muanzankongolo,chalcide,chalcide,i-chalcid,-8.0,Negatif,Mot,chalcid,chalcid ya xirhendzevutani
kazubu,chalet,chalet,indlwana ikotishi,-6.0,Negatif,Mot,cottage,khoteji
luya,chaleur,hitte,ukushisa,0.0,Neutre,Mot,heat,hisa
kusuminyina,chaleureusement,warm,ngemfudumalo,-3.0,Negatif,Mot,warmly,hi ku kufumela
disuminyina,chaleureux,warm,-fudumele,6.0,Positif,Mot,warm,kufumela
mitshi,chalit,chalet,embhedeni,7.0,Positif,Mot,bedstead,xivandla xa mubedo
buatu,chaloupe,roeiboot,isikebhe,-5.0,Negatif,Mot,boat,xikwekwetsu
lushiba,chalumeau,blaasvlam,Blowtorch,7.0,Positif,Verbe,blowtorch,xitofu xo pfurha
kapamba,chalut,treilboot,trawl,6.0,Positif,Mot,trawl,trawl leyi vuriwaka trawl
kutanda,chamailler,gekibbel,ubhilibheli,0.0,Neutre,Mot,squabble,ku holova
bilengejilu,chamarrer,gekibbel,khanyisa phezulu,5.0,Positif,Mot,embellish,ku khavisa
kondakond,chambard,kamer,-phuthumayo,6.0,Positif,Mot,chaos,nkitsinkitsi
tshibambalu,chambre,kamer,igumbi,9.0,Positif,Mot,bedroom,kamara ro etlela
kazubu,chambrette,klein kamer,igumbi,-3.0,Negatif,Mot,small room,kamara leritsongo
kamelo,chameau,kameel,ikameli,-7.0,Negatif,Mot,camel,kamela
musaki wa tumelo,chamelier,kameeldrywer,Umshayeli Wekamela,8.0,Positif,Mot,camel driver,muchayeri wa tikamela
kamelo kakaji,chamelle,kameel,ikameli,0.0,Neutre,Mot,camel,kamela
budimi,champ,veld,idlelo,7.0,Positif,Mot,field,masimu
budimi,champetre,platteland,izwe,4.0,Positif,Mot,rural,tikoxikaya
buowa,champignon,sampioen,ikhowe,9.0,Positif,Mot,mushroom,xikowakowana
tshilobo/tshilumbayi,champion,kampioen,ingqwele,6.0,Positif,Mot,champion,nghwazi
bidimu lukama,centenaire,eeufees,-esenti lemikhulu,-6.0,Negatif,Mot,centenary,malembe ya dzana
bidimu lukama,centennal,eeufees,-ngaphakathi kakhulu,0.0,Neutre,Mot,centenary,malembe ya dzana
bitupa lukama,centiseimal,sentiseimaal,centisemal,-5.0,Negatif,Mot,centiseimal,centiseimal ya xirhendzevutani
tshia lukama tshia,centiare,sentiar,centilisare,9.0,Positif,Mot,centiare,centiare ya centiare
tshia lukama,centième,honderdste,abakhulumile yini,8.0,Positif,Mot,hundredth,ya vu dzana
pankatshi,central,sentraal,-phakathi impela,0.0,Neutre,Mot,central,exikarhi ka
disangisha,centralisation,sentralisering,ukufakwa kwamaphakathi,-6.0,Negatif,Mot,centralization,ku hlanganisiwa ka swilo exikarhi
kusangisha,centraliser,sentraliseer,hlanganisa ndawonye,7.0,Positif,Mot,centralize,ku veka exikarhi
nkatshi,centre,sentrum,indawo yangaphakathi impela,-5.0,Negatif,Mot,center,xikarhi
kuteka pankatshi,centrer,sentrum,indawo yangaphakathi impela,6.0,Positif,Mot,center,xikarhi
pankatshi,centrifuge,sentrifugaal,centrifugal,-8.0,Negatif,Mot,centrifugal,xihambano xa centrifugal
beka pankatshi,centripète,sentripetaal,centripetal,-9.0,Negatif,Mot,centripetal,centripetal ya le xikarhi
misangu lukama,centuple,honderdvoudig,amakhulukhulu,8.0,Positif,Mot,hundredfold,ku phindhiwe ka dzana
kuvudija misangu lukama,centupler,honderdvoudig,amakhulukhulu,-6.0,Negatif,Mot,a hundredfold,ku phindhiwe ka dzana
fumu,centurion,centurion,inqwaba,-8.0,Negatif,Verbe,centurion,ndhuna ya dzana ra dzana
musthi wa mvinyo,cep,sep,isithombe esithandelayo,0.0,Neutre,Mot,vine,murhi wa vhinya
pinapo,cependant,egter,Nokho,0.0,Neutre,Mot,However,Hambiswiritano
disama dia mutu,cephalée,hoofpyn,ukuphathwa yikhanda,-3.0,Negatif,Mot,headache,pandza hi nhloko
bintu bia dibumba,céramique,keramiek,-ezitsha zobumba,-6.0,Negatif,Mot,ceramic,ceramic ya xirhendzevutani
mufimbi wa bia dibumba,céramiste,keramiekkunstenaar,umthambo wezimbuphezi,0.0,Neutre,Mot,ceramicist,mutivi wa swilo swa ceramic
mulami wa tshikisu,céerbère,serebraal,ceerberus,0.0,Neutre,Mot,cerberus,cerberus ya xitsongwatsongwana
tshitangu,cerceau,hoepel,ihashana,5.0,Positif,Mot,hoop,hoop
tshijengu,cercle,sirkel,zungeza,4.0,Positif,Mot,circle,xirhandzavutana
kuasa tshitangu,cercler,sirkel,zungeza,6.0,Positif,Mot,circle,xirhandzavutana
mushete,cerceuil,kis,ibhokisi lokungcwaba,8.0,Positif,Mot,coffin,bokisi ra vafi
ntete,céréale,graan,inhlamvu kakolweni nezinye ezinjalo,9.0,Positif,Mot,cereal,koroni
lungenyi,cérébral,serebraal,i-cerebral,9.0,Positif,Mot,cerebral,bya byongo
nseremonyiya,cérémonie,seremonie,umkhosi,8.0,Positif,Mot,ceremony,nkhuvo
bukalanga bupite,cérémonieux,seremonieel,-nothando,-7.0,Negatif,Mot,ceremonious,nkhuvo wa nkhuvo
ngulungu,cerf,hert,izidubhu,0.0,Neutre,Mot,deer,mhala
kunyungulukila,cerner,sirkel,ukuzungeza,9.0,Positif,Mot,define,hlamusela
bushuwa,certain,seker,-azi kahle,6.0,Positif,Mot,certain,tiyisisa
bulelela,certainement,beslis,impela,4.0,Positif,Mot,certainly,hakunene
bulelela,certes,seker,impela,5.0,Positif,Mot,certainly,hakunene
mukanda wa tshijadiku,certificat,sertifikaat,isitifiketi,-4.0,Negatif,Mot,certificate,xitifikheti
kushindika,certifier,sertifiseer,qinisa,6.0,Positif,Mot,certify,ku tiyisisa
bulelela bushidame,certitude,sekerheid,iqiniso,4.0,Positif,Mot,certainty,ku tiyiseka
tumyi tua matshio,cérumen,oorsmeer,okuhlwempula,0.0,Neutre,Mot,cerumen,cerumen ya xirhendzevutani
mbonko,cerveau,brein,ingqondo,5.0,Positif,Mot,brain,byongo
buongo bukese,cervelet,breinbellum,cerebellum,6.0,Positif,Mot,cerebellum,cerebellum ya byongo
buongo/mbonko,cervelle,brein,ingqondo,7.0,Positif,Mot,brain,byongo
nshingu,cervical,servikaal,umcebile,8.0,Positif,Mot,cervical,xirho xa khwiri
ebi,ces,hierdie,lezi,6.0,Positif,Mot,these,leswi
dilekela,cessation,staking,ukunqatshelwa,-5.0,Negatif,Mot,cessation,ku yima
ndekelu,cesse,hou op,phela,-6.0,Negatif,Mot,ceases,swi hela
kulekela,cesser,hou op,phela,-8.0,Negatif,Mot,cease,fika emakumu
dilekela/kuleka,cession,sessie,dlulisela,0.0,Neutre,Mot,transfer,hundzisela
buena kuamba ne,c'est-à-dire,dit wil sê,lokho kusho,8.0,Positif,Mot,that&#39;s to say,hi swona swi vulaka
dikosa,césure,cesura,hyphenation,9.0,Positif,Mot,caesura,caesura
mushipa wa ntkuja,cétace,walvisagtig,I-CETACEAN,7.0,Positif,Mot,cetacean,xiharhi xa cetacean
muena dikasa,chancard,gelukkig,ithuba,0.0,Neutre,Mot,chancard,chancard
dimemba,chance,geluk,ithuba,4.0,Positif,Mot,chance,nkateko
tutbile/tekakane,chancelant,waggel,ukudoba,0.0,Neutre,Mot,staggering,ku hlamarisa
kulenduka,chanceler,waggel,bhiyazela,0.0,Neutre,Mot,stagger,ku rhendzeleka-rhendzeleka
disaka dimpe,chanceux,gelukkig,-nenhlanhla,4.0,Positif,Mot,lucky,nkateko
kukuata,chancir,waggel,phendula,0.0,Neutre,Mot,canker,vuvabyi bya khensa
mupila,chandail,trui,ijezi,0.0,Neutre,Mot,sweater,xikipa xo kufumela
dilambula,chandeleur,kandelaar,Iphoyisa,0.0,Neutre,Mot,Candlemas,Makhandlela ya makhandlhela
tshiamu tshia tundeya,chandelier ,kandelaar,ikhandlela,6.0,Positif,Mot,candlestick ,xikhomela-khandlela 
kandeya,chandelle,kers,ikhandlela,5.0,Positif,Mot,candle,khandlela
dishintakaja,change,verandering,shintshisana,5.0,Positif,Mot,exchange,cincanisi
mua kuandamuna,changeabke,veranderingabke,I-Changeabke,-4.0,Negatif,Mot,changeabke,ku cincaabke
ngandamunuinu,changement,verandering,phendula,-5.0,Negatif,Mot,change,cinca
kushituka,changer,verandering,ukushintsha,8.0,Positif,Mot,to change,ku cinca
mushitakaji,changeur,wisselaar,umguquguquli,7.0,Positif,Mot,money changer,mucinci wa mali
musambo,chanson,liedjie,iculo,2.0,Neutre,Mot,song,risimu
kasambo,chansonnette,deuntjie,cuitro,6.0,Positif,Mot,little song,risimu leritsongo
kuimba,chansonner,liedjie,cula,7.0,Positif,Mot,to sing,ku yimbelela
muenji wa nkuasa,chansonnier,liedboek,umculi,5.0,Positif,Mot,songwriter,mutsari wa tinsimu
ngimbilu,chant,liedjie,ukucula,4.0,Positif,Mot,singing,ku yimbelela
dikalu/ditempu,char,charade,ithange,0.0,Neutre,Mot,tank,thangi ra xirhendzevutani
tshiakulakula,charabia,brabbeltaal,gibberish,-6.0,Negatif,Mot,gibberish,ku vulavula hi ndlela yo pfumala vuxiyaxiya
nshinga/dijimbu,charade,sjarade,chawa,6.0,Positif,Mot,charade,charade
mulonda,charançon,kalander,-shobi,8.0,Positif,Mot,weevil,ximanga
makala,charbon,steenkool,amalahle,-5.0,Negatif,Mot,coal,malahla
tshimbilu tshia mabue a makala,charbonnage,steenkoolmynbou,Imayini yamalahle,6.0,Positif,Mot,coal mining,ku ceriwa ka malahla
munyinyi muboza,charcuterie,delikatesse,ukusikeka okubandayo,9.0,Positif,Mot,cold cuts,ku tsemiwa ka xirhami
mupanyi wa munyinyi wa ngulube,charcutier,delikatesse,ukuhlaba inyama,8.0,Positif,Mot,butcher,mudlayi wa nyama
mungonga,chardon,distel,thi Tistle,7.0,Positif,Verbe,thistle,thistle
bujitu,charge,laai,khokhisa,5.0,Positif,Mot,charge,hlongorisa
mukenji,chargé,gelaai,khokhisa,6.0,Positif,Mot,charge,hlongorisa
ditenteka bujitu,chargement,laai,ethwebula,8.0,Positif,Mot,loading,ku layicha
kuambika,charger,laaier,thwala,9.0,Positif,Mot,load,ndzhwalo
muambiki,chargeur,karretjie,ijatshi,7.0,Positif,Mot,charger,chajara ya xirhendzevutani
dikalu/ditempu,chariot,charisme 'n,ingqukumbane,0.0,Neutre,Mot,cart,xigolonyana
tshipedi,charisme,liefdadigheids,i-charism,0.0,Neutre,Mot,charisma,charisma ya xirhendzevutani
bulela,charitable,liefdadigheids,-nosizo,-4.0,Negatif,Mot,charitable,vupfuni bya tintswalo
ne luse,charitablement,liefdadigheids,ngokunakwa,0.0,Neutre,Mot,charitably,hi ndlela ya tintswalo
dinanga,charité,bekoorster,umhawu,-3.0,Negatif,Mot,charity,tintswalo
tshinganganganga,charlatan ,bekoorman,UCharlatan,-8.0,Negatif,Mot,charlatan ,xigevenga xa vuxisi 
kukuatshisha milowo,charman,sjarme,xhamwan,-7.0,Negatif,Mot,charmer,charmer
milowo,charme,bekoorster,ubuhle,-6.0,Negatif,Mot,charm,charm
kulobesha,charler,bekoorster,hlwe kushoyo,4.0,Positif,Mot,charler,charler
muloji,charmeur,vleeslike,ukuphambuka,0.0,Neutre,Mot,charmer,charmer
mubidi,charnel,bekoorster,intandane,5.0,Positif,Mot,carnal,swa nyama
mushikiwabilatu,charnier,vlesige,ithuna elikhulu,7.0,Positif,Mot,charnel house,yindlu ya charnel
mubidimunene,charnu,aasvreter,-namanye,9.0,Positif,Mot,fleshy,nyama
nkumbikumbi,charognard,aas,umvevenger,-6.0,Negatif,Mot,scavenger,scavenger
mubidimubole,charogne,raamwerk,inkini,-7.0,Negatif,Mot,carrion,carrion
musakawanzubu,charpente,timmerman,uhlaka,-5.0,Negatif,Mot,framework,rimba
muenamabaya,charpentier,handves,umbazi wamapulangwe,-7.0,Negatif,Mot,carpenter,khapentara
kusemuna,charrier,handvesbekoorster,thwala,-6.0,Negatif,Mot,haul,haul
muenaditempu,charretier,kar,umgungi,8.0,Positif,Mot,carter,carter
katempu,charrette,kar,ingqukumbane,0.0,Neutre,Mot,cart,xigolonyana
disemuna,charroi,kar,ingqukumbane,4.0,Positif,Mot,cart,xigolonyana
muenjiwamakalu,charron,wielmaker,ukhubazekile,6.0,Positif,Mot,wheelwright,muendli wa mavhilwa
kasemunapamakalu,charroyer,kar,ku-Cart,-8.0,Negatif,Mot,cart,xigolonyana
tubalo,charrue,ploeg,hlakula,9.0,Positif,Mot,plow,ku rima
mukandawashidambu,charte,handves,nikeza amandla,-9.0,Negatif,Mot,charter,charter ya xitshunxo
disudiakashingi,chas,oog,ihlo,5.0,Positif,Mot,chases,ku hlongorisa
disu,œil ,oog,ihlo,9.0,Positif,Mot,eye ,tihlo 
kashingi,aiguielle,naald,usungulo,-6.0,Negatif,Mot,needle,naliti
kuipata,chasse,jag,ukuguqula,-4.0,Negatif,Mot,hunting,ku hlota
kuta,chasser,jag,jaha,6.0,Positif,Mot,hunt,hlota
kuipata,expulser,verdryf,xosha,-5.0,Negatif,Mot,expel,hlongola
kuipatshisha,poursuivre,agtervolg,zingela,4.0,Positif,Mot,pursue,hlongorisa
kusaka,pousser,stoot,Phusha,8.0,Positif,Mot,push,susumeta
tshilembi,chasseur,jagter,umzingeli,2.0,Neutre,Mot,hunter,muhloti
tshipinda,fusil,geweer,isintuluntulu,3.0,Neutre,Mot,gun,xibamu
mpotsha/bipota,chassie,onderstel,-xoba,-8.0,Negatif,Mot,chassis,xisefo xa xisefo
mpotsha,chassieux,chassieux,-ngenamandla okuzwakalayo,-3.0,Negatif,Mot,bleary,bleary
nyunguluilu,chassis,onderstel,i-chassis,-5.0,Negatif,Mot,chassis,xisefo xa xisefo
bukasto,chaste,kuis,umsulwa,5.0,Positif,Mot,chaste,ku basa
muenadikasa,chançard,gelukkig,ithuba,8.0,Positif,Mot,lucky,nkateko
dikasadimpe,chance,geluk,ithuba,0.0,Neutre,Mot,chance,nkateko
dikasa,pied,voet,unyawo,4.0,Positif,Mot,foot,nenge
tutubile,chancelant,wiebelrig,ukudoba,9.0,Positif,Mot,staggering,ku hlamarisa
kutenduka,chanceler,wiebelrig,bhiyazela,7.0,Positif,Mot,stagger,ku rhendzeleka-rhendzeleka
wadikasadimpe,chanceux,gelukkig,-nenhlanhla,8.0,Positif,Mot,lucky,nkateko
kukuatabutu,chancir,wiebelrig,phendula,7.0,Positif,Mot,canker,vuvabyi bya khensa
butu,cendre,as,umlotha,6.0,Positif,Mot,ash,nkuma
muimbi,chanteur,sanger,umculi,0.0,Neutre,Mot,singer,xiyimbeleri
muabawamudimu,chantier,konstruksieterrein,Indawo Yokwakha,8.0,Positif,Mot,construction site,ndhawu yo aka
kuimbila,chantonner,sing,amahloni,-8.0,Negatif,Mot,hum,hum
ngimba,chantre,voorsanger,icantor,-9.0,Negatif,Mot,singer,xiyimbeleri
diamba,chanvre,hennep,isithulwana,0.0,Neutre,Mot,hemp,hemp
bondabonda,chaos,chaos,isiphithiphithi,0.0,Neutre,Mot,chaos,nkitsinkitsi
bondabonda,chaotique,chaoties,-phithizela,-8.0,Negatif,Mot,chaotic,mpfilumpfilu
kuiba,chaparder,dief,hambanisa,-6.0,Negatif,Mot,steal,yiva
muivi,chapardeur,diefstal,umshayeli wezindiza,0.0,Neutre,Mot,thief,khamba
tshinkutu,chape,kap,ukwehlela,-3.0,Negatif,Mot,screed,screed ya xirhendzevutani
tshifulu,chapeau,hoed,imbenge,6.0,Positif,Mot,hat,xihuku
lunzadi,chapelet,rosekrans,indolorisi,7.0,Positif,Mot,rosary,rosari
nzubuwadisambila,chapelle,kapel,isontwana,-5.0,Negatif,Mot,chapel,chapel ya vugandzeri
,chapelure,broodkrummels,ama-breadcrumbs,7.0,Positif,Verbe,breadcrumbs,swiphepherhele swa xinkwa
bisunsukila,chapelure,broodkrummels,ama-breadcrumbs,6.0,Positif,Mot,breadcrumbs,swiphepherhele swa xinkwa
mutuwadikunji,chapiteau,hoofstad,umqhele empini,3.0,Neutre,Mot,big top,ehenhla lokukulu
tshitupa,chapitre,hoofstuk,isahluko,5.0,Positif,Mot,chapter,ndzima
kubela,chapitrer,hoofstuk,isahluko,6.0,Positif,Mot,chapter,ndzima
ntungu,chapon,kapoen,khukhaza,9.0,Positif,Mot,capon,capon
kunso/yonso,chaque,elk,sisinye,-3.0,Negatif,Mot,each,ha xin&#39;we
mumbunda ,cheminée,skoorsteen,ushemula,-7.0,Negatif,Mot,chimney,xichimney xa xichimney
dienda,cheminement,pad,indlela,8.0,Positif,Mot,path,ndlela
kuenda,cheminer,pad,vakasha,0.0,Neutre,Mot,path,ndlela
njilawamayi,chenal,kanaal,insungubezi,7.0,Positif,Mot,channel,xitichi xa xiteji
mupumbakane,chenapan,skurk,iketanagan,4.0,Positif,Mot,rascal,rascal
kazubukambua,chenil,kennel,isithumbanja,9.0,Positif,Mot,kennel,xivala xa swifuwo
dishi/meshi,chenille,ruspe,isicabucabu,6.0,Positif,Mot,caterpillar,xitsotswana xa xivungu
nkangabakishi,chenopode,chenopod,Goosefoot,-6.0,Negatif,Mot,gonopod,gonopod ya xirhendzevutani
mvi,chenu,grys,uhola,0.0,Neutre,Mot,hoary,hoary
ngombewamulupangu,cheptel,vee,imfuko,-5.0,Negatif,Mot,livestock,swifuwo
wapamuoyi,cher,duur,-Thandekayo,9.0,Positif,Mot,Dear,Eka
wapamuoyi,chère,duur,-thandekayo,8.0,Positif,Mot,dear,eka
couteux,cher,duur,-Thandekayo,0.0,Neutre,Mot,Dear,Eka
kumushinga,cherement,dierbaar,-bohle,-6.0,Negatif,Mot,dearly,hi ku rhandzeka
kukeba,chercher,soek,khwathaza,7.0,Positif,Mot,seek,lava
mukebi,chercheur,soeker,Umcwaningi,-5.0,Negatif,Mot,researcher,mulavisisi
kudiakuondoloka,chère,liewe,-thandekayo,6.0,Positif,Mot,dear,eka
munangibue,chéri,liefling,-Thandekayo,-8.0,Negatif,Mot,Dear,Eka
kunanganedinanga,chérir,koester,sazisa,-9.0,Negatif,Mot,cherish,tsakela
mushawuke,chétif,klein,phuzi,8.0,Positif,Mot,puny,puny
kabalu,cheval,perd,ihhashi,-6.0,Negatif,Mot,horse,hanci
tshitekelu,chevalet,ry,isethesele,-8.0,Negatif,Verbe,easel,easel
akabalu,chevalin,ry,thwe,0.0,Neutre,Mot,equine,equine
diendakanapakabalu,chevaunée,harig,gibala ibhayisikili,0.0,Neutre,Mot,horseback riding,ku khandziya tihanci
diendanekabalu,chevauner,hare,gibala ibhayisikili,-3.0,Negatif,Mot,ride,khandziya
buikilanesuki,chevelu,kopkant,-nehwanqa,-6.0,Negatif,Mot,hairy,ku va ni voya
nsuki,chevelure,hare,uboya,0.0,Neutre,Mot,hair,nsisi
mutuwababula,chevet,enkel,-sikeletha,0.0,Neutre,Mot,bedside,etlhelo ka mubedo
lusuki,cheveu,enkel,uboya,5.0,Positif,Mot,hair,nsisi
tshipatu/kapombo,cheville,bok,isinqe,4.0,Positif,Mot,ankle,hlakala
kupopela,cheviller,bok-bok,isikhonkwane,6.0,Positif,Mot,to peg,ku peg
mbuji,chèvre,kind,imbuzi,8.0,Positif,Mot,goat,mbuti
mpumbu,bouc,kind,imbuzi,9.0,Positif,Mot,goat,mbuti
muanawambuji,chevreau,bok-bok-kudde,ukudla,9.0,Positif,Mot,kid,n&#39;wana
muanawambuji,chevrette,chevron,unceda,8.0,Positif,Mot,kid,n&#39;wana
mulamiwambuji,chevrier,bokwagter,I-Gotherd,-7.0,Negatif,Mot,goatherd,mufuri wa timbuti
dileka,chevron,chevron,I-Chevron,0.0,Neutre,Mot,chevron,chevron
kutenga nzubu,chevronner,chevron,ku-chevron,9.0,Positif,Mot,veteran,khale ka masocha
kukanka diyi,chevroter,chevroter,ikilafa,6.0,Positif,Mot,quaver,ku rhurhumela
tujuwu,chevrotine,bokhael,I-BuckShot,4.0,Positif,Mot,buckshot,xibalesa xa buckshot
kua/mua,chez,by,endlini ye,5.0,Positif,Mot,at the house of,endlwini ya
bukasto,chasteté,kuisheid,ubumsulwa,-4.0,Negatif,Mot,chastity,ku basa
kazula,chasuble,kazuifel,hova,6.0,Positif,Mot,chasuble,chasable
kambishi,chat,kat,ikati,4.0,Positif,Mot,cat,ximanga
a mubidi wa nsua,chatain,kastaiing,isifuba,3.0,Neutre,Mot,chestnut,chestnut ya xirhendzevutani
nzubumunene,château,kasteel,enkulu eyinqaba,5.0,Positif,Mot,castle,muako lowukulu
munene,grand,groot,-khulu,6.0,Positif,Mot,big,lexikulu
tshipungulu,chat-haut,hoë-kat,ikati-liphezulu,7.0,Positif,Mot,cat-top,cat-top
kunyoka,chatier,kletser,I-Cat Door,8.0,Positif,Mot,cat,ximanga
dikeladiakabishi,chatière,kletsflap,ikati lekati,6.0,Positif,Mot,cat flap,xiphepherhele xa kati
dinyoka,chatiment,straf,inhlawulo,-5.0,Negatif,Mot,punishment,ku xupuriwa
diengeleka,chatoiement,glinstering,shimmer,-6.0,Negatif,Mot,shimmering,ku hatima
kanakakambishi,chaton,katjie,izinyane lekati,-8.0,Negatif,Mot,kitten,n&#39;wana ximanga
disansakata,chatouillement,kielie,ukucipha,0.0,Neutre,Mot,tickling,ku rhurhumela
kuafunya,chatouiller,kielierig,ukuhlekisa,8.0,Positif,Mot,tickle,ku tickle
amfika,chatouilleux,kielie,-bucayi,9.0,Positif,Mot,ticklish,ku ticklish
kuengeleka,chatoyer,kastreer,shimmer,7.0,Positif,Mot,shimmer,shimmer
kutungula,chatrer,kat,xholosa,0.0,Neutre,Mot,castrate,castrate
kambishikakaji,chatte,warm,ikati,4.0,Positif,Mot,cat,ximanga
luya,chaud,heet,-fudumele,0.0,Neutre,Mot,hot,hisa
neluya,chaudement,ketel,ngemfudumalo,0.0,Neutre,Mot,warmly,hi ku kufumela
luesuluatshiamua,chaudière,verhitting,okokubilisa,4.0,Positif,Mot,boiler,boiler
ditemesha,chauffage,warmkop,ukufudumeza,0.0,Neutre,Mot,heating,ku kufumeta
muendeshi,chauffard,verwarmer,umshayeli,0.0,Neutre,Mot,reckless driver,muchayeri la nga riki na vuxiyaxiya
kupisha,chauffer,hitte,ukushisa,2.0,Neutre,Mot,heat,hisa
muendeshi,chauffeur,verwarmer,umshayeli,6.0,Positif,Mot,driver,muchayeri
dilabalupemba,chaulage,kalk,ukukhawulela,5.0,Positif,Mot,liming,ku endla liming
kulambalupemba,chauler,kalk,eluhlaza,5.0,Positif,Mot,lime,lime
lubalabala,chaume,rietdak,lowo,-4.0,Negatif,Mot,thatch,thatch
kazubu,chaumière,kothuis,indlwana ikotishi,-5.0,Negatif,Mot,cottage,khoteji
tshisabata,chaussure,skoen,isihlangu,8.0,Positif,Mot,shoe,xihlangi
lusheshete,chaussette,sokkie,isinkwa,7.0,Positif,Mot,sock,sokisi
muenadibala,chauve,kaal,-mpandla,0.0,Neutre,Mot,bald,bald
kapulukusu,chauve-souris,vlermuis,isihluthamadlebe,6.0,Positif,Mot,bat,bat
musungulujianganyi,chauvin,chauvinis,isidlali,7.0,Positif,Mot,chauvinist,muyimeri wa vugevenga
lupemba,chaux,lemmetjie,eluhlaza,5.0,Positif,Mot,lime,lime
kuvuma/kukudimuka,chavirer,omslaan,qethula,4.0,Positif,Mot,capsize,ku rhendzeleka
mfumu,chef,hoof,ophethe,0.0,Neutre,Mot,chief,hosi
mudimuwampashi,chef-d'œuvre,meesterstuk,wobungcweti,-6.0,Negatif,Mot,masterpiece,ntirho wa vutshila
bukalenge/mbufumu,chefferie,hoofdom,isikhulu,6.0,Positif,Mot,chieftaincy,vuhosi bya vuhosi
musokomunene,chef-lieu,hoofstad,inhlokodolobha,8.0,Positif,Mot,capital,mali
bukuankuvu,chéloniens,cheloniërs,AbaseChelonians,-5.0,Negatif,Mot,turtles,tinjiya
njila,chemin,pad,indlela,6.0,Positif,Mot,path,ndlela
manyi-mansanto,chrème,chrem,ukhilimu,9.0,Positif,Mot,chrism,chrism
muena-nkristo,chrétien,Christen,UmKrestu,8.0,Positif,Mot,Christian,Mukreste
tshimayi,chrysalide,chrysalis,chrysalis,7.0,Positif,Verbe,chrysalis,xitsongwatsongwana xa chrysalis
dinunganyi/dinungana,chuchotement,fluister,nyenyeza,5.0,Positif,Mot,whisper,hlevetela
kunungana,chuchoter,fluister,nyenyeza,6.0,Positif,Mot,whisper,hlevetela
kuakula-tshidimi,chuiner,tjirp,shweza,8.0,Positif,Mot,whine,ku rhurhumela
tshibula,chute,val,'-wa,9.0,Positif,Mot,fall,ku wa
kutona-panshi,chuter,val,'-wa,7.0,Positif,Mot,fall,ku wa
tshiludikilu,cible,teiken,okuqondiwe,0.0,Neutre,Mot,target,xikongomelo
dikopo-dinsanto,ciboire,ciborium,iciborium,0.0,Neutre,Mot,ciborium,ciborium ya xitsongwatsongwana
tshibangu,cicatrice,litteken,isibanda,-4.0,Negatif,Mot,scar,xivati
dinuna,cicatrisable,geneesbaar,ukuphulukisa,0.0,Neutre,Mot,healing,tshungula
