French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
forteresse,other,2.0,positive,low,fortress,auto:gcp,gcp,ok
forêt,other,1.0,positive,low,forest,auto:gcp,gcp,ok
fouir,verb,0.0,neutral,low,to dig,auto:gcp,gcp,ok
foulard de tete,expr,0.0,neutral,low,head scarf,auto:gcp,gcp,ok
foule,other,0.0,neutral,low,crowd,auto:gcp,gcp,ok
franc,other,1.0,positive,low,franc,auto:gcp,gcp,ok
franchise,other,0.0,neutral,low,franchise,auto:gcp,gcp,ok
frange,other,0.0,neutral,low,fringe,auto:gcp,gcp,ok
frappe,verb,1.0,positive,low,struck,auto:gcp,gcp,ok
froid,verb,1.0,positive,low,cold,auto:gcp,gcp,ok
front,other,1.0,positive,low,forehead,auto:gcp,gcp,ok
frotter,verb,2.0,positive,low,rub,auto:gcp,gcp,ok
fruits,other,1.0,positive,low,fruits,auto:gcp,gcp,ok
frémir,other,0.0,neutral,low,to shudder,auto:gcp,gcp,ok
frémir,verb,2.0,positive,low,to shudder,auto:gcp,gcp,ok
fuir,verb,1.0,positive,low,flee,auto:gcp,gcp,ok
fumée,other,-1.0,positive,low,smoke,auto:gcp,gcp,ok
fumée,verb,1.0,positive,low,smoke,auto:gcp,gcp,ok
fureur,other,0.0,neutral,low,fury,auto:gcp,gcp,ok
féminin,other,2.0,positive,low,female,auto:gcp,gcp,ok
février,other,0.0,neutral,low,FEBRUARY,auto:gcp,gcp,ok
fêtiche,other,-1.0,negative,low,fetish,auto:gcp,gcp,ok
gardé,other,1.0,positive,low,guard,auto:gcp,gcp,ok
garçon,other,1.0,positive,low,boy,auto:gcp,gcp,ok
genou,other,1.0,positive,low,knee,auto:gcp,gcp,ok
genoux,other,0.0,neutral,low,knees,auto:gcp,gcp,ok
gens,other,0.0,neutral,low,people,auto:gcp,gcp,ok
glace,other,1.0,positive,low,ice,auto:gcp,gcp,ok
glorifier,other,2.0,positive,low,glorify,auto:gcp,gcp,ok
gobelet,other,1.0,positive,low,cup,auto:gcp,gcp,ok
gorge,other,1.0,positive,low,throat,auto:gcp,gcp,ok
gosier,other,0.0,neutral,low,throat,auto:gcp,gcp,ok
gourmant,other,2.0,positive,low,gourmet,auto:gcp,gcp,ok
gousse,other,0.0,neutral,low,pod,auto:gcp,gcp,ok
gouvernail,other,-1.0,positive,low,rudder,auto:gcp,gcp,ok
gouverneur,other,2.0,positive,low,governor,auto:gcp,gcp,ok
goûter,other,0.0,neutral,low,to taste,auto:gcp,gcp,ok
grace,other,2.0,positive,low,grace,auto:gcp,gcp,ok
graine,other,1.0,positive,low,seed,auto:gcp,gcp,ok
grandir,verb,1.0,positive,low,to grow,auto:gcp,gcp,ok
gras,other,0.0,neutral,low,fat,auto:gcp,gcp,ok
gratter,verb,-1.0,negative,low,scratch,auto:gcp,gcp,ok
graver,other,-1.0,negative,low,engrave,auto:gcp,gcp,ok
graver,verb,0.0,neutral,low,engrave,auto:gcp,gcp,ok
grenouille,other,0.0,neutral,low,frog,auto:gcp,gcp,ok
groupe,other,0.0,positive,low,band,auto:gcp,gcp,ok
guise de,expr,-1.0,neutral,low,as a form of,auto:gcp,gcp,ok
guérisseur,verb,2.0,positive,low,healer,auto:gcp,gcp,ok
géant,other,1.0,positive,low,giant,auto:gcp,gcp,ok
génisse,other,0.0,neutral,low,heifer,auto:gcp,gcp,ok
généalogie,other,0.0,positive,low,genealogy,auto:gcp,gcp,ok
habillement,other,2.0,neutral,low,clothing,auto:gcp,gcp,ok
habillé,other,2.0,positive,low,dressed,auto:gcp,gcp,ok
habit,other,1.0,positive,low,dress,auto:gcp,gcp,ok
habits,other,2.0,positive,low,clothes,auto:gcp,gcp,ok
habitude,other,0.0,neutral,low,habit,auto:gcp,gcp,ok
hameçon,other,0.0,neutral,low,hook,auto:gcp,gcp,ok
hanche,other,1.0,positive,low,hip,auto:gcp,gcp,ok
haricot,other,1.0,positive,low,bean,auto:gcp,gcp,ok
hasard,other,2.0,positive,low,chance,auto:gcp,gcp,ok
haïr,other,2.0,positive,low,hate,auto:gcp,gcp,ok
heine,verb,1.0,positive,low,heine,auto:gcp,gcp,ok
herbe,other,1.0,positive,low,grass,auto:gcp,gcp,ok
heurter,other,0.0,neutral,low,to hit,auto:gcp,gcp,ok
heurter,verb,-2.0,negative,low,to hit,auto:gcp,gcp,ok
hibou,other,2.0,positive,low,owl,auto:gcp,gcp,ok
hiver,other,0.0,neutral,low,winter,auto:gcp,gcp,ok
hocher,other,0.0,neutral,low,nod,auto:gcp,gcp,ok
homme fait,expr,2.0,positive,low,man made,auto:gcp,gcp,ok
homme intérieur,expr,2.0,positive,low,inner man,auto:gcp,gcp,ok
honneur,other,2.0,positive,low,honor,auto:gcp,gcp,ok
horreur,other,0.0,neutral,low,horror,auto:gcp,gcp,ok
huit,number,0.0,neutral,low,eight,auto:gcp,gcp,ok
huitieme,other,0.0,neutral,low,eighth,auto:gcp,gcp,ok
huitième,number,0.0,neutral,low,eighth,auto:gcp,gcp,ok
humidité,other,0.0,neutral,low,humidity,auto:gcp,gcp,ok
hôtelier,other,0.0,neutral,low,hotelier,auto:gcp,gcp,ok
ici-bas,other,0.0,neutral,low,down here,auto:gcp,gcp,ok
il,other,0.0,neutral,low,he,auto:gcp,gcp,ok
il a,expr,0.0,neutral,low,he has,auto:gcp,gcp,ok
ile,other,0.0,neutral,low,island,auto:gcp,gcp,ok
ils,other,0.0,neutral,low,they,auto:gcp,gcp,ok
image,other,2.0,positive,low,picture,auto:gcp,gcp,ok
imagination,other,0.0,neutral,low,imagination,auto:gcp,gcp,ok
imaginer,verb,2.0,positive,low,imagine,auto:gcp,gcp,ok
immediatement,other,2.0,positive,low,immediately,auto:gcp,gcp,ok
immense,other,2.0,positive,low,immense,auto:gcp,gcp,ok
impact,other,1.0,negative,low,impact,auto:gcp,gcp,ok
implanté,other,2.0,positive,low,implanted,auto:gcp,gcp,ok
imposer,verb,0.0,neutral,low,impose,auto:gcp,gcp,ok
impot,other,0.0,neutral,low,tax,auto:gcp,gcp,ok
impôt,other,1.0,positive,low,tax,auto:gcp,gcp,ok
incircincis,other,-2.0,negative,low,uncircumcised,auto:gcp,gcp,ok
incliner,verb,2.0,positive,low,tilt,auto:gcp,gcp,ok
incorruptible,other,-1.0,negative,low,incorruptible,auto:gcp,gcp,ok
indiquer,other,0.0,neutral,low,indicate,auto:gcp,gcp,ok
individuellement,other,0.0,neutral,low,individually,auto:gcp,gcp,ok
indulgence,other,2.0,positive,low,indulgence,auto:gcp,gcp,ok
inexprimable,other,0.0,neutral,low,inexpressible,auto:gcp,gcp,ok
ingénieur,other,2.0,positive,low,engineer,auto:gcp,gcp,ok
iniquité,other,-1.0,negative,low,iniquity,auto:gcp,gcp,ok
injure,verb,-1.0,negative,low,insult,auto:gcp,gcp,ok
innocent,other,2.0,positive,low,innocent,auto:gcp,gcp,ok
inondation,other,1.0,positive,low,flood,auto:gcp,gcp,ok
inscrire,verb,0.0,neutral,low,register,auto:gcp,gcp,ok
insondable,other,1.0,positive,low,unfathomable,auto:gcp,gcp,ok
instantanément,other,1.0,positive,low,instantly,auto:gcp,gcp,ok
instrument,other,2.0,neutral,low,instrument,auto:gcp,gcp,ok
intelligence,other,1.0,positive,low,intelligence,auto:gcp,gcp,ok
intelligible,other,2.0,positive,low,intelligible,auto:gcp,gcp,ok
intendant,other,1.0,positive,low,steward,auto:gcp,gcp,ok
interdire,other,0.0,neutral,low,to forbid,auto:gcp,gcp,ok
interdit,other,-1.0,positive,low,forbidden,auto:gcp,gcp,ok
internet,other,2.0,positive,low,Internet,auto:gcp,gcp,ok
interpreter,verb,1.0,positive,low,interpret,auto:gcp,gcp,ok
interprète,other,2.0,positive,low,interpreter,auto:gcp,gcp,ok
interroger,verb,0.0,neutral,low,to question,auto:gcp,gcp,ok
intestin,other,1.0,positive,low,intestine,auto:gcp,gcp,ok
intérieur,other,1.0,neutral,low,interior,auto:gcp,gcp,ok
inutilement,other,0.0,neutral,low,unnecessarily,auto:gcp,gcp,ok
investutire,verb,1.0,positive,low,investiture,auto:gcp,gcp,ok
j'ai,verb,0.0,neutral,low,I have,auto:gcp,gcp,ok
jabotage,other,0.0,neutral,low,jabbering,auto:gcp,gcp,ok
jachère,other,0.0,neutral,low,fallow,auto:gcp,gcp,ok
jactance,other,-1.0,negative,low,boastfulness,auto:gcp,gcp,ok
jactance,verb,0.0,neutral,low,boastfulness,auto:gcp,gcp,ok
jaillissement,other,0.0,neutral,low,gushing,auto:gcp,gcp,ok
jamais,other,0.0,neutral,low,Never,auto:gcp,gcp,ok
jambe,other,0.0,positive,low,leg,auto:gcp,gcp,ok
jambes,other,1.0,positive,low,legs,auto:gcp,gcp,ok
janvier,other,0.0,neutral,low,January,auto:gcp,gcp,ok
jappement,other,0.0,neutral,low,barking,auto:gcp,gcp,ok
jarre,other,0.0,neutral,low,jar,auto:gcp,gcp,ok
jasper,other,0.0,neutral,low,jasper,auto:gcp,gcp,ok
je,other,0.0,neutral,low,I,auto:gcp,gcp,ok
jet,other,0.0,neutral,low,jet,auto:gcp,gcp,ok
jeteur,other,0.0,neutral,low,thrower,auto:gcp,gcp,ok
jeton,other,0.0,neutral,low,token,auto:gcp,gcp,ok
jeu,other,2.0,positive,low,game,auto:gcp,gcp,ok
jeux,other,1.0,positive,low,games,auto:gcp,gcp,ok
jeûner,other,0.0,neutral,low,fast,auto:gcp,gcp,ok
joie,verb,1.0,positive,low,joy,auto:gcp,gcp,ok
joindre,other,0.0,neutral,low,join,auto:gcp,gcp,ok
joix,other,2.0,positive,low,joy,auto:gcp,gcp,ok
jongler,other,0.0,neutral,low,juggle,auto:gcp,gcp,ok
joue,verb,1.0,positive,low,plays,auto:gcp,gcp,ok
jouer,verb,1.0,positive,low,play,auto:gcp,gcp,ok
jouisseur,other,0.0,neutral,low,hedonist,auto:gcp,gcp,ok
jour,other,2.0,positive,low,day,auto:gcp,gcp,ok
journaliste,other,0.0,positive,low,journalist,auto:gcp,gcp,ok
journellement,other,0.0,neutral,low,daily,auto:gcp,gcp,ok
journer,other,2.0,positive,low,day,auto:gcp,gcp,ok
joute,other,0.0,neutral,low,joust,auto:gcp,gcp,ok
jovial,other,0.0,neutral,low,jovial,auto:gcp,gcp,ok
jovialement,other,0.0,neutral,low,jovially,auto:gcp,gcp,ok
jovialité,other,0.0,neutral,low,joviality,auto:gcp,gcp,ok
judaïque,other,0.0,neutral,low,Judaic,auto:gcp,gcp,ok
juge,other,2.0,positive,low,judge,auto:gcp,gcp,ok
jugement,other,1.0,positive,low,judgement,auto:gcp,gcp,ok
juger,other,0.0,neutral,low,judge,auto:gcp,gcp,ok
juger,verb,2.0,positive,low,judge,auto:gcp,gcp,ok
juillet,other,0.0,neutral,low,July,auto:gcp,gcp,ok
juin,other,0.0,neutral,low,June,auto:gcp,gcp,ok
jupons,other,1.0,positive,low,petticoats,auto:gcp,gcp,ok
juste,other,2.0,positive,low,just,auto:gcp,gcp,ok
jéhovah,other,2.0,positive,low,Jehovah,auto:gcp,gcp,ok
jérémiade,other,0.0,neutral,low,jeremiad,auto:gcp,gcp,ok
kubela,other,2.0,positive,low,kubela,auto:gcp,gcp,ok
kukuatshisha,verb,-1.0,negative,low,kukuatshisha,auto:gcp,gcp,ok
kukulakaja,verb,2.0,positive,low,kukulakaja,auto:gcp,gcp,ok
l'urine,other,1.0,positive,low,urine,auto:gcp,gcp,ok
la,other,0.0,neutral,low,there,auto:gcp,gcp,ok
laboureur,other,2.0,positive,low,plowman,auto:gcp,gcp,ok
lac,other,1.0,positive,low,lake,auto:gcp,gcp,ok
lamenter,verb,2.0,positive,low,to lament,auto:gcp,gcp,ok
lampe,other,2.0,positive,low,lamp,auto:gcp,gcp,ok
lance,other,-2.0,negative,low,spear,auto:gcp,gcp,ok
langue,other,1.0,positive,low,language,auto:gcp,gcp,ok
lanterne,other,1.0,neutral,low,lantern,auto:gcp,gcp,ok
large,other,0.0,neutral,low,wide,auto:gcp,gcp,ok
larme,other,1.0,positive,low,tear,auto:gcp,gcp,ok
latin,other,0.0,neutral,low,Latin,auto:gcp,gcp,ok
latin,verb,1.0,positive,low,Latin,auto:gcp,gcp,ok
legion,verb,0.0,neutral,low,legion,auto:gcp,gcp,ok
legumes,other,1.0,positive,low,vegetables,auto:gcp,gcp,ok
leslarmes,other,2.0,positive,low,tears,auto:gcp,gcp,ok
liberter,other,1.0,positive,low,freedom,auto:gcp,gcp,ok
liberté,verb,1.0,positive,low,freedom,auto:gcp,gcp,ok
libre,verb,1.0,positive,low,free,auto:gcp,gcp,ok
lice,other,-2.0,negative,low,lice,auto:gcp,gcp,ok
lieu,other,2.0,positive,low,place,auto:gcp,gcp,ok
linge,other,0.0,neutral,low,linen,auto:gcp,gcp,ok
lit,other,2.0,positive,low,bed,auto:gcp,gcp,ok
lit,verb,2.0,positive,low,bed,auto:gcp,gcp,ok
location,other,1.0,positive,low,rental,auto:gcp,gcp,ok
loger,other,0.0,neutral,low,to lodge,auto:gcp,gcp,ok
loi,other,2.0,positive,low,law,auto:gcp,gcp,ok
lois,other,2.0,positive,low,laws,auto:gcp,gcp,ok
loisir,adj,0.0,neutral,low,leisure,auto:gcp,gcp,ok
lombola,other,2.0,positive,low,lumbosacral,auto:gcp,gcp,ok
long,other,0.0,neutral,low,long,auto:gcp,gcp,ok
louange,other,0.0,positive,low,praise,auto:gcp,gcp,ok
lui,other,0.0,neutral,low,him,auto:gcp,gcp,ok
lumiere,other,2.0,positive,low,light,auto:gcp,gcp,ok
lumineux,other,0.0,positive,low,bright,auto:gcp,gcp,ok
lumière,other,1.0,positive,low,light,auto:gcp,gcp,ok
lumière,verb,2.0,positive,low,light,auto:gcp,gcp,ok
lundi,other,2.0,positive,low,Monday,auto:gcp,gcp,ok
lune,other,1.0,positive,low,moon,auto:gcp,gcp,ok
lutte,other,2.0,positive,low,struggle,auto:gcp,gcp,ok
lèvre,other,1.0,positive,low,lip,auto:gcp,gcp,ok
lécher,other,1.0,positive,low,lick,auto:gcp,gcp,ok
légal,other,2.0,positive,low,legal,auto:gcp,gcp,ok
machine,other,2.0,positive,low,machine,auto:gcp,gcp,ok
magnifique,other,0.0,neutral,low,Magnificent,auto:gcp,gcp,ok
mai,other,0.0,neutral,low,may,auto:gcp,gcp,ok
main,other,1.0,positive,low,hand,auto:gcp,gcp,ok
main,verb,2.0,positive,low,hand,auto:gcp,gcp,ok
mal,other,-2.0,negative,low,wrong,auto:gcp,gcp,ok
maladie,other,-2.0,negative,low,disease,auto:gcp,gcp,ok
malice,other,1.0,positive,low,malice,auto:gcp,gcp,ok
mange,verb,1.0,positive,low,eaten,auto:gcp,gcp,ok
manger,other,2.0,positive,low,eat,auto:gcp,gcp,ok
manger,verb,1.0,positive,low,eat,auto:gcp,gcp,ok
manioc,other,1.0,positive,low,cassava,auto:gcp,gcp,ok
manipuler,verb,2.0,positive,low,manipulate,auto:gcp,gcp,ok
manière d'être,expr,0.0,neutral,low,way of being,auto:gcp,gcp,ok
manqué,verb,1.0,positive,low,lack,auto:gcp,gcp,ok
marchandise,other,0.0,neutral,low,merchandise,auto:gcp,gcp,ok
marcher,verb,1.0,positive,low,to walk,auto:gcp,gcp,ok
marier,other,2.0,positive,low,marry,auto:gcp,gcp,ok
marier,verb,2.0,positive,low,marry,auto:gcp,gcp,ok
marqué,other,0.0,neutral,low,brand,auto:gcp,gcp,ok
mars,other,0.0,neutral,low,March,auto:gcp,gcp,ok
masangu,other,1.0,positive,low,masangu,auto:gcp,gcp,ok
masse,other,0.0,neutral,low,mass,auto:gcp,gcp,ok
matin,other,2.0,positive,low,Morning,auto:gcp,gcp,ok
maturité,other,0.0,positive,low,maturity,auto:gcp,gcp,ok
maîtresse pierre du coin,expr,0.0,neutral,low,corner stone master,auto:gcp,gcp,ok
maïs,other,1.0,positive,low,but,auto:gcp,gcp,ok
medicaments,other,2.0,positive,low,drugs,auto:gcp,gcp,ok
medisant,other,-1.0,negative,low,backbiting,auto:gcp,gcp,ok
melange,other,0.0,neutral,low,blend,auto:gcp,gcp,ok
membre,other,1.0,neutral,low,member,auto:gcp,gcp,ok
menacer,other,-2.0,negative,low,threaten,auto:gcp,gcp,ok
menacer,verb,2.0,positive,low,threaten,auto:gcp,gcp,ok
meneur,other,2.0,positive,low,leader,auto:gcp,gcp,ok
menton,other,1.0,positive,low,chin,auto:gcp,gcp,ok
mepris,verb,2.0,positive,low,contempt,auto:gcp,gcp,ok
mer,other,1.0,positive,low,sea,auto:gcp,gcp,ok
merci,other,1.0,positive,low,THANKS,auto:gcp,gcp,ok
merite,verb,1.0,positive,low,deserved,auto:gcp,gcp,ok
meriter,verb,1.0,positive,low,deserve,auto:gcp,gcp,ok
mesure,other,0.0,neutral,low,measure,auto:gcp,gcp,ok
metier,verb,1.0,positive,low,job,auto:gcp,gcp,ok
mettre,verb,2.0,positive,low,put,auto:gcp,gcp,ok
meule,other,0.0,neutral,low,grindstone,auto:gcp,gcp,ok
midi,other,0.0,neutral,low,noon,auto:gcp,gcp,ok
militaire,other,-2.0,negative,low,military,auto:gcp,gcp,ok
mille,number,0.0,neutral,low,thousand,auto:gcp,gcp,ok
mille,other,-1.0,neutral,low,thousand,auto:gcp,gcp,ok
millier,number,0.0,neutral,low,thousand,auto:gcp,gcp,ok
mineur,other,1.0,positive,low,minor,auto:gcp,gcp,ok
minuit,other,0.0,neutral,low,midnight,auto:gcp,gcp,ok
miracle,other,0.0,neutral,low,miracle,auto:gcp,gcp,ok
misère,other,-1.0,negative,low,misery,auto:gcp,gcp,ok
model,other,2.0,positive,low,model,auto:gcp,gcp,ok
moi,other,0.0,neutral,low,Me,auto:gcp,gcp,ok
moinea,other,2.0,positive,low,monk,auto:gcp,gcp,ok
mois,other,1.0,positive,low,month,auto:gcp,gcp,ok
moissonneur,other,2.0,positive,low,reaper,auto:gcp,gcp,ok
moitié,other,0.0,neutral,low,half,auto:gcp,gcp,ok
moment,other,0.0,positive,low,moment,auto:gcp,gcp,ok
moment,verb,0.0,neutral,low,moment,auto:gcp,gcp,ok
monde,other,2.0,positive,low,world,auto:gcp,gcp,ok
monnaie,other,0.0,neutral,low,cash,auto:gcp,gcp,ok
montagne,other,1.0,positive,low,mountain,auto:gcp,gcp,ok
montre,other,1.0,positive,low,watch,auto:gcp,gcp,ok
morceau,other,2.0,neutral,low,piece,auto:gcp,gcp,ok
mordre,verb,-2.0,negative,low,to bite,auto:gcp,gcp,ok
morgue,other,-1.0,negative,low,morgue,auto:gcp,gcp,ok
mortier,other,0.0,positive,low,mortar,auto:gcp,gcp,ok
motbre,other,1.0,positive,low,word,auto:gcp,gcp,ok
motbreux,other,1.0,positive,low,motbreux,auto:gcp,gcp,ok
motbril,other,1.0,positive,low,motbril,auto:gcp,gcp,ok
motmer,other,0.0,neutral,low,motmer,auto:gcp,gcp,ok
moto,other,1.0,positive,low,motorcycle,auto:gcp,gcp,ok
mouchoir,other,0.0,neutral,low,handkerchief,auto:gcp,gcp,ok
moudre,verb,1.0,positive,low,grind,auto:gcp,gcp,ok
moussa,other,1.0,positive,low,moussa,auto:gcp,gcp,ok
mouton,other,2.0,positive,low,sheep,auto:gcp,gcp,ok
mouvement,other,0.0,positive,low,movement,auto:gcp,gcp,ok
moyen,other,1.0,neutral,low,AVERAGE,auto:gcp,gcp,ok
muable,other,0.0,neutral,low,mutable,auto:gcp,gcp,ok
mubelu,other,2.0,positive,low,mubelu,auto:gcp,gcp,ok
mukolabibi,other,2.0,positive,low,mukolabibi,auto:gcp,gcp,ok
mulombodi,other,2.0,positive,low,mulombodi,auto:gcp,gcp,ok
multiplier,other,0.0,neutral,low,multiply,auto:gcp,gcp,ok
multitude,other,0.0,neutral,low,multitude,auto:gcp,gcp,ok
mur,other,1.0,positive,low,wall,auto:gcp,gcp,ok
muraille,other,0.0,neutral,low,wall,auto:gcp,gcp,ok
mure,other,1.0,positive,low,blackberry,auto:gcp,gcp,ok
mystère,other,2.0,neutral,low,mystery,auto:gcp,gcp,ok
mâcher,verb,2.0,positive,low,chew,auto:gcp,gcp,ok
mâchoire,other,1.0,positive,low,jaw,auto:gcp,gcp,ok
mâle,other,0.0,neutral,low,male,auto:gcp,gcp,ok
médecin,other,2.0,positive,low,doctor,auto:gcp,gcp,ok
médicaments,other,1.0,positive,low,drugs,auto:gcp,gcp,ok
médisance,other,1.0,negative,low,gossip,auto:gcp,gcp,ok
méditer,verb,1.0,positive,low,meditate,auto:gcp,gcp,ok
mélange,other,0.0,neutral,low,blend,auto:gcp,gcp,ok
mélodie,other,1.0,positive,low,melody,auto:gcp,gcp,ok
mémorial,other,0.0,neutral,low,memorial,auto:gcp,gcp,ok
mûrier,other,0.0,neutral,low,mulberry tree,auto:gcp,gcp,ok
nacelle,other,2.0,negative,low,basket,auto:gcp,gcp,ok
"nacelle, navire",expr,0.0,neutral,low,"nacelle, ship",auto:gcp,gcp,ok
naissance,other,-1.0,negative,low,birth,auto:gcp,gcp,ok
naitre,other,1.0,positive,low,to be born,auto:gcp,gcp,ok
nature,other,0.0,neutral,low,nature,auto:gcp,gcp,ok
naturel,other,0.0,neutral,low,natural,auto:gcp,gcp,ok
nauser,other,-1.0,negative,low,nauseate,auto:gcp,gcp,ok
naître de nouveau,expr,2.0,positive,low,be born again,auto:gcp,gcp,ok
negligence,verb,2.0,positive,low,neglect,auto:gcp,gcp,ok
net,other,2.0,positive,low,net,auto:gcp,gcp,ok
nettoyer,verb,1.0,positive,low,to clean,auto:gcp,gcp,ok
neuf,number,0.0,neutral,low,nine,auto:gcp,gcp,ok
neuf,other,0.0,neutral,low,nine,auto:gcp,gcp,ok
neuvieme,other,0.0,neutral,low,ninth,auto:gcp,gcp,ok
neuvième,number,0.0,neutral,low,ninth,auto:gcp,gcp,ok
nez,other,1.0,positive,low,nose,auto:gcp,gcp,ok
niveau,other,1.0,positive,low,level,auto:gcp,gcp,ok
noircir,other,1.0,positive,low,blacken,auto:gcp,gcp,ok
noter,other,2.0,positive,low,note,auto:gcp,gcp,ok
nourir,other,1.0,positive,low,to feed,auto:gcp,gcp,ok
nourisson,other,0.0,neutral,low,infant,auto:gcp,gcp,ok
nous,other,0.0,neutral,low,We,auto:gcp,gcp,ok
nous avons,expr,0.0,neutral,low,We have,auto:gcp,gcp,ok
nouveau,other,1.0,positive,low,new,auto:gcp,gcp,ok
nouvelle,other,1.0,positive,low,new,auto:gcp,gcp,ok
nouvelle creature,expr,0.0,neutral,low,new creature,auto:gcp,gcp,ok
nouvelle création,expr,0.0,neutral,low,new creation,auto:gcp,gcp,ok
novembre,other,0.0,neutral,low,november,auto:gcp,gcp,ok
noyer,other,0.0,neutral,low,walnut,auto:gcp,gcp,ok
nuage,other,0.0,positive,low,cloud,auto:gcp,gcp,ok
nuée,other,0.0,neutral,low,cloud,auto:gcp,gcp,ok
objectif,other,1.0,positive,low,objective,auto:gcp,gcp,ok
objet,other,0.0,neutral,low,object,auto:gcp,gcp,ok
obscurément,other,-2.0,negative,low,obscurely,auto:gcp,gcp,ok
observer,verb,2.0,positive,low,observe,auto:gcp,gcp,ok
obéissance,other,1.0,positive,low,obedience,auto:gcp,gcp,ok
ocassion,verb,0.0,neutral,low,occasion,auto:gcp,gcp,ok
occident,other,0.0,neutral,low,West,auto:gcp,gcp,ok
octobre,other,0.0,neutral,low,october,auto:gcp,gcp,ok
oculaire,other,0.0,neutral,low,ocular,auto:gcp,gcp,ok
odeur,other,0.0,neutral,low,smell,auto:gcp,gcp,ok
odorat,other,1.0,positive,low,smell,auto:gcp,gcp,ok
oeil,other,1.0,positive,low,eye,auto:gcp,gcp,ok
oindre,other,0.0,neutral,low,anoint,auto:gcp,gcp,ok
"olive, olivier",expr,0.0,neutral,low,"olive, olive tree",auto:gcp,gcp,ok
ombre,other,-1.0,positive,low,shadow,auto:gcp,gcp,ok
oméga,other,0.0,neutral,low,omega,auto:gcp,gcp,ok
onction,other,1.0,positive,low,anointing,auto:gcp,gcp,ok
onze,number,0.0,neutral,low,eleven,auto:gcp,gcp,ok
onzième,number,0.0,neutral,low,eleventh,auto:gcp,gcp,ok
onzième,other,0.0,neutral,low,eleventh,auto:gcp,gcp,ok
opportun,other,0.0,neutral,low,opportun,auto:gcp,gcp,ok
opposant,other,-2.0,negative,low,opponent,auto:gcp,gcp,ok
opulence,other,1.0,negative,low,opulence,auto:gcp,gcp,ok
or,other,2.0,positive,low,gold,auto:gcp,gcp,ok
ordre,other,1.0,positive,low,order,auto:gcp,gcp,ok
oreille,other,0.0,positive,low,ear,auto:gcp,gcp,ok
oreiller,other,0.0,positive,low,pillow,auto:gcp,gcp,ok
orge,other,0.0,neutral,low,barley,auto:gcp,gcp,ok
orgueil,verb,2.0,positive,low,pride,auto:gcp,gcp,ok
orient,other,1.0,neutral,low,East,auto:gcp,gcp,ok
orient d'en haut,expr,0.0,neutral,low,east from above,auto:gcp,gcp,ok
origine,other,1.0,positive,low,origin,auto:gcp,gcp,ok
os,other,0.0,positive,low,bone,auto:gcp,gcp,ok
oseille,other,-2.0,negative,low,sorrel,auto:gcp,gcp,ok
oublier,verb,2.0,positive,low,forget,auto:gcp,gcp,ok
ours,other,0.0,neutral,low,bear,auto:gcp,gcp,ok
outre,other,0.0,neutral,low,besides,auto:gcp,gcp,ok
ouvert,other,1.0,positive,low,open,auto:gcp,gcp,ok
ouvertement,other,0.0,neutral,low,openly,auto:gcp,gcp,ok
ouverture,other,2.0,positive,low,opening,auto:gcp,gcp,ok
ouvrir,verb,2.0,positive,low,open,auto:gcp,gcp,ok
pagne,other,1.0,positive,low,loincloth,auto:gcp,gcp,ok
pain,other,1.0,positive,low,bread,auto:gcp,gcp,ok
pain sans levain,expr,0.0,neutral,low,unleavened bread,auto:gcp,gcp,ok
paire,other,0.0,neutral,low,pair,auto:gcp,gcp,ok
paix,other,2.0,positive,low,peace,auto:gcp,gcp,ok
panier,other,0.0,neutral,low,basket,auto:gcp,gcp,ok
pannier,other,0.0,neutral,low,basket,auto:gcp,gcp,ok
pantallon,other,2.0,positive,low,pants,auto:gcp,gcp,ok
papier,other,2.0,positive,low,paper,auto:gcp,gcp,ok
paradis,other,0.0,neutral,low,heaven,auto:gcp,gcp,ok
"parchemin, peau",expr,0.0,neutral,low,"parchment, skin",auto:gcp,gcp,ok
parchemin/peau,other,0.0,neutral,low,parchment/skin,auto:gcp,gcp,ok
pardon,verb,1.0,positive,low,pardon,auto:gcp,gcp,ok
pardonner,other,0.0,neutral,low,forgive,auto:gcp,gcp,ok
parent,other,1.0,positive,low,parent,auto:gcp,gcp,ok
parfaite,other,2.0,positive,low,perfect,auto:gcp,gcp,ok
parle,verb,2.0,positive,low,speak,auto:gcp,gcp,ok
parler,verb,1.0,positive,low,talk,auto:gcp,gcp,ok
partager,verb,1.0,positive,low,share,auto:gcp,gcp,ok
participation,other,0.0,neutral,low,participation,auto:gcp,gcp,ok
particulier,other,-2.0,negative,low,particular,auto:gcp,gcp,ok
partiel,other,0.0,neutral,low,partial,auto:gcp,gcp,ok
parvis,other,-1.0,negative,low,forecourt,auto:gcp,gcp,ok
patience,other,1.0,positive,low,patience,auto:gcp,gcp,ok
patient,other,1.0,positive,low,patient,auto:gcp,gcp,ok
