CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
Tshibutshilu,Cellier,cellier,0.0,0.0,Neutre,neutral,Mot,other,ok,cellar,auto:gcp,gcp,ok
Tshidi kapia,Bouillant,bouillant,0.0,0.0,Neutre,neutral,Mot,other,ok,boiling,auto:gcp,gcp,ok
"Tshidi katshiyi mua
kujingulula",Insondable,insondable,1.0,1.0,Positif,positive,Mot,other,ok,unfathomable,auto:gcp,gcp,ok
Tshidi katshiyi Tshijiminaa,Impérissable,impérissable,0.0,0.0,Neutre,neutral,Mot,other,ok,imperishable,auto:gcp,gcp,ok
"Tshidi katshiyi
tshijinguluka",Confus,confus,2.0,2.0,Positif,positive,Mot,other,ok,confused,auto:gcp,gcp,ok
Tshidi katshiyi tshinyanguka,Incorruptible,incorruptible,-1.0,-1.0,Negatif,negative,Mot,other,ok,incorruptible,auto:gcp,gcp,ok
Tshidi katshiyi tshipetangana ne tshikuabu,Contraire,contraire,0.0,0.0,Neutre,neutral,Mot,other,ok,opposite,auto:gcp,gcp,ok
"Tshidi ne bukole,",Valide,valide,-2.0,-2.0,Negatif,negative,Mot,other,ok,valid,auto:gcp,gcp,ok
Tshidi ne bulelela,Sincérité,sincérité,-1.0,-1.0,Negatif,negative,Mot,other,ok,sincerity,auto:gcp,gcp,ok
Tshidi ne ngikadilu wa bukole,Endurcissement,endurcissement,1.0,1.0,Positif,positive,Mot,other,ok,hardening,auto:gcp,gcp,ok
Tshidi pepi,Proche,proche,2.0,2.0,Positif,positive,Mot,other,ok,close,auto:gcp,gcp,ok
Tshidi tsha bundu,Infâme,infâme,0.0,0.0,Neutre,neutral,Mot,other,ok,infamous,auto:gcp,gcp,ok
Tshidi tshia bonso,Public,public,1.0,1.0,Positif,positive,Mot,other,ok,audience,auto:gcp,gcp,ok
Tshidi tshia kuakaja,Traitable,traitable,0.0,0.0,Neutre,neutral,Mot,other,ok,treatable,auto:gcp,gcp,ok
Tshidi tshia tshijila,Magnifique,magnifique,0.0,0.0,Neutre,neutral,Mot,other,ok,Magnificent,auto:gcp,gcp,ok
Tshidi tshia tshilele,Naturel,naturel,0.0,0.0,Neutre,neutral,Mot,other,ok,natural,auto:gcp,gcp,ok
Tshidi tshiengelela,Lumineux,lumineux,1.0,1.0,Positif,positive,Mot,other,ok,bright,auto:gcp,gcp,ok
Tshidi tshikenka,Éclatant,éclatant,-1.0,-1.0,Negatif,negative,Mot,other,ok,brilliant,auto:gcp,gcp,ok
Tshidi tshikongyangale,Tortu,tortu,2.0,2.0,Positif,positive,Mot,other,ok,tortoise,auto:gcp,gcp,ok
Tshidi tshikulukulu,Vieux,vieux,-1.0,-1.0,Negatif,negative,Mot,other,ok,old,auto:gcp,gcp,ok
Tshidi tshimpe be,Excellent,excellent,1.0,1.0,Positif,positive,Mot,other,ok,excellent,auto:gcp,gcp,ok
Tshidi tshimueneka,Visible,visible,2.0,2.0,Positif,positive,Mot,other,ok,visible,auto:gcp,gcp,ok
"Tshidi tshishala
tshiendelele",Permettre,permettre,-2.0,-2.0,Negatif,negative,Mot,other,ok,allow,auto:gcp,gcp,ok
Tshidi tshitabujibua,Supportable,supportable,0.0,0.0,Neutre,neutral,Mot,other,ok,bearable,auto:gcp,gcp,ok
Tshidi tshitupu,Vide,vide,-3.0,-3.0,Negatif,negative,Mot,other,ok,empty,auto:gcp,gcp,ok
Tshidi tshiyanguka,Corruptible,corruptible,0.0,0.0,Neutre,neutral,Mot,other,ok,corruptible,auto:gcp,gcp,ok
Tshidibuluenyi,Aneth,aneth,1.0,1.0,Positif,positive,Mot,other,ok,dill,auto:gcp,gcp,ok
Tshidikijilu tshia lubilu,Course,course,3.0,3.0,Positif,positive,Mot,other,ok,race,auto:gcp,gcp,ok
Tshidilu,Crèche,crèche,0.0,0.0,Neutre,neutral,Mot,other,ok,crib,auto:gcp,gcp,ok
Tshidimba,Gouvernail,gouvernail,2.0,2.0,Positif,positive,Mot,other,ok,rudder,auto:gcp,gcp,ok
Tshidime,Cultivateur,cultivateur,2.0,2.0,Positif,positive,Mot,other,ok,farmer,auto:gcp,gcp,ok
Tshidimu,"An, Année","an, année",-2.0,-2.0,Negatif,negative,Mot,other,ok,nan,,,
"Tshidimu tshia
mashika",Hiver,hiver,0.0,0.0,Neutre,neutral,Mot,other,ok,winter,auto:gcp,gcp,ok
Tshidimu tshia mayowa,Été,été,3.0,3.0,Positif,positive,Mot,other,ok,summer,auto:gcp,gcp,ok
Tshiena bualu,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok,subject,auto:gcp,gcp,ok
Tshiena lomo,Latin,latin,1.0,1.0,Positif,positive,Verbe,verb,ok,Latin,auto:gcp,gcp,ok
Tshiendelele,Éternellement,éternellement,1.0,1.0,Positif,positive,Mot,other,ok,eternally,auto:gcp,gcp,ok
Tshiendelu,Parvis,parvis,-1.0,-1.0,Negatif,negative,Mot,other,ok,forecourt,auto:gcp,gcp,ok
Tshienzedi,Action,action,-2.0,-2.0,Negatif,negative,Mot,other,ok,action,auto:gcp,gcp,ok
"Tshienzedi, malu",Œuvre,œuvre,0.0,0.0,Neutre,neutral,Mot,other,ok,artwork,auto:gcp,gcp,ok
Tshieya,Arrhes,arrhes,0.0,0.0,Neutre,neutral,Mot,other,ok,deposit,auto:gcp,gcp,ok
Tshifuafua,Mortel,mortel,0.0,0.0,Neutre,neutral,Mot,other,ok,mortal,auto:gcp,gcp,ok
Tshifufu,Complot,complot,0.0,0.0,Neutre,neutral,Mot,other,ok,conspiracy,auto:gcp,gcp,ok
Tshifukibua,Créature,créature,0.0,0.0,Neutre,neutral,Mot,other,ok,creature,auto:gcp,gcp,ok
"Tshifukibua tshipia
tshipia",Nouvelle création,nouvelle création,0.0,0.0,Neutre,neutral,Mot,other,ok,nan,,,
Tshifulu,Casque,casque,0.0,0.0,Neutre,neutral,Mot,other,ok,helmet,auto:gcp,gcp,ok
Tshifulu tshia butumbi,Diadème,diadème,0.0,0.0,Neutre,neutral,Mot,other,ok,tiara,auto:gcp,gcp,ok
Tshiji,Colère,colère,0.0,0.0,Neutre,neutral,Mot,other,ok,anger,auto:gcp,gcp,ok
Tshiji,Colère,colère,0.0,0.0,Neutre,neutral,Mot,other,ok,anger,auto:gcp,gcp,ok
Tshij,Fureur,fureur,0.0,0.0,Neutre,neutral,Mot,other,ok,fury,auto:gcp,gcp,ok
Tshijidila,Sacré,sacré,0.0,0.0,Neutre,neutral,Mot,other,ok,sacred,auto:gcp,gcp,ok
Tshijila,Pureté,pureté,1.0,1.0,Positif,positive,Mot,other,ok,purity,auto:gcp,gcp,ok
Tshijila ,Saintement,saintement,0.0,0.0,Neutre,neutral,Mot,other,ok,holyly,auto:gcp,gcp,ok
Tshijila ,Saint,saint,0.0,0.0,Neutre,neutral,Mot,other,ok,saint,auto:gcp,gcp,ok
Tshikaminu,Pressoir,pressoir,0.0,0.0,Neutre,neutral,Mot,other,ok,press,auto:gcp,gcp,ok
Tshikanga,Cuit,cuit,0.0,0.0,Neutre,neutral,Mot,other,ok,cooked,auto:gcp,gcp,ok
Tshikankanyi,Talon,talon,1.0,1.0,Positif,positive,Mot,other,ok,heel,auto:gcp,gcp,ok
Tshikena kumona,Vision,vision,1.0,1.0,Positif,positive,Mot,other,ok,vision,auto:gcp,gcp,ok
Tshikole adi,Grave,grave,-2.0,-2.0,Negatif,negative,Mot,other,ok,severe,auto:gcp,gcp,ok
Tshikololo,Corbeau,corbeau,-2.0,-2.0,Negatif,negative,Mot,other,ok,crow,auto:gcp,gcp,ok
Tshikololo,Aigle,aigle,-2.0,-2.0,Negatif,negative,Mot,other,ok,eagle,auto:gcp,gcp,ok
Tshikondo,Antérieurement,antérieurement,-1.0,-1.0,Negatif,negative,Mot,other,ok,previously,auto:gcp,gcp,ok
Tshikondo,Moment,moment,0.0,0.0,Neutre,neutral,Mot,other,ok,moment,auto:gcp,gcp,ok
Tshikondo etshi,Actuel,actuel,1.0,1.0,Positif,positive,Mot,other,ok,current,auto:gcp,gcp,ok
Tshikondo tshimpe,Opportun,opportun,0.0,0.0,Neutre,neutral,Mot,other,ok,opportun,auto:gcp,gcp,ok
Tshikote,Cumin,cumin,1.0,1.0,Positif,positive,Mot,other,ok,cumin,auto:gcp,gcp,ok
Tshikowelu,Vêtement,vêtement,-2.0,-2.0,Negatif,negative,Mot,other,ok,garment,auto:gcp,gcp,ok
Tshikoyeke,Immonde,immonde,-3.0,-3.0,Negatif,negative,Mot,other,ok,filthy,auto:gcp,gcp,ok
Tshikumbane,Assez Utile,assez utile,-3.0,-3.0,Negatif,negative,Mot,other,ok,nan,,,
"Tshikumbane, tshiûja",Complet,complet,2.0,2.0,Positif,positive,Mot,other,ok,complete,auto:gcp,gcp,ok
Tshikusu,Ver,ver,2.0,2.0,Positif,positive,Mot,other,ok,worm,auto:gcp,gcp,ok
Tshikutu (tshia kapia),Fournaise,fournaise,2.0,2.0,Positif,positive,Mot,other,ok,furnace,auto:gcp,gcp,ok
"Tshikutu,
tshipukatshia mitshi",Buisson,buisson,2.0,2.0,Positif,positive,Mot,other,ok,bush,auto:gcp,gcp,ok
Tshilambuidi,Recette,recette,2.0,2.0,Positif,positive,Mot,other,ok,recipe,auto:gcp,gcp,ok
Tshile,Long,long,0.0,0.0,Neutre,neutral,Mot,other,ok,long,auto:gcp,gcp,ok
Tshilejelu,Exemple,exemple,0.0,0.0,Neutre,neutral,Mot,other,ok,example,auto:gcp,gcp,ok
Tshilele,Coutume,coutume,0.0,0.0,Neutre,neutral,Mot,other,ok,custom,auto:gcp,gcp,ok
"Tshilele, tshibidilu",Habitude,habitude,0.0,0.0,Neutre,neutral,Mot,other,ok,habit,auto:gcp,gcp,ok
Tshilelela,Réel,réel,-1.0,-1.0,Negatif,negative,Mot,other,ok,real,auto:gcp,gcp,ok
Tshilelela,Antitype,antitype,0.0,0.0,Neutre,neutral,Mot,other,ok,antitype,auto:gcp,gcp,ok
Tshilema,Défaut,défaut,0.0,0.0,Neutre,neutral,Mot,other,ok,default,auto:gcp,gcp,ok
Tshilenduishi,Scandale,scandale,-5.0,-5.0,Negatif,negative,Mot,other,ok,scandal,auto:gcp,gcp,ok
Tshileshelu,Formule,formule,0.0,0.0,Neutre,neutral,Mot,other,ok,formula,auto:gcp,gcp,ok
Tshilobeshi,Proie,proie,0.0,0.0,Neutre,neutral,Mot,other,ok,prey,auto:gcp,gcp,ok
Tshilongo,Fleur,fleur,0.0,0.0,Neutre,neutral,Mot,other,ok,flower,auto:gcp,gcp,ok
Tshilota,Songe,songe,0.0,0.0,Neutre,neutral,Mot,other,ok,dream,auto:gcp,gcp,ok
Tshilotalota,Extase,extase,0.0,0.0,Neutre,neutral,Mot,other,ok,ecstasy,auto:gcp,gcp,ok
Tshilulu,Bande,bande,0.0,0.0,Neutre,neutral,Mot,other,ok,band,auto:gcp,gcp,ok
Bia pa mutu ,Superflu,superflu,1.0,1.0,Positif,positive,Mot,other,ok,superfluous,auto:gcp,gcp,ok
Biakadiye nabi bualu,Indigence,indigence,1.0,1.0,Positif,positive,Mot,other,ok,poverty,auto:gcp,gcp,ok
Biakane,Bienséan,bienséan,1.0,1.0,Positif,positive,Mot,other,ok,decorum,auto:gcp,gcp,ok
Biakulakula,Babil,babil,-3.0,-3.0,Negatif,negative,Mot,other,ok,babble,auto:gcp,gcp,ok
Biakunyibua bibishi,Verdure,verdure,-3.0,-3.0,Negatif,negative,Mot,other,ok,greenery,auto:gcp,gcp,ok
Biata,Couchette,couchette,0.0,0.0,Neutre,neutral,Mot,other,ok,berth,auto:gcp,gcp,ok
Bibelu,Jambe,jambe,0.0,0.0,Neutre,neutral,Mot,other,ok,leg,auto:gcp,gcp,ok
Bibidi,"Couple, Paire","couple, paire",8.0,8.0,Positif,positive,Mot,other,ok,nan,,,
Bidi bimueneka ku mesu,Vue,vue,5.0,5.0,Positif,positive,Mot,other,ok,view,auto:gcp,gcp,ok
Bidi bisasa,Chaume,chaume,-5.0,-5.0,Negatif,negative,Mot,other,ok,thatch,auto:gcp,gcp,ok
Bidi kabiyi mua kuambibua,Inexprimable,inexprimable,0.0,0.0,Neutre,neutral,Mot,other,ok,inexpressible,auto:gcp,gcp,ok
Bidi kabiyi ne muoyo,Inanimé,inanimé,2.0,2.0,Positif,positive,Mot,other,ok,inanimate,auto:gcp,gcp,ok
Bidi mua kujimina,Incertitude,incertitude,2.0,2.0,Positif,positive,Mot,other,ok,uncertainty,auto:gcp,gcp,ok
Bidi mua kuzakajibua ,Muable,muable,2.0,2.0,Positif,positive,Mot,other,ok,mutable,auto:gcp,gcp,ok
Bidia,Agapes,agapes,3.0,3.0,Negatif,negative,Mot,other,ok,feasts,auto:gcp,gcp,ok
Bidia bia dibanji,Banquet,banquet,3.0,3.0,Negatif,negative,Mot,other,ok,banquet,auto:gcp,gcp,ok
Bidia bia Mukelenge,Cène,cène,3.0,3.0,Neutre,neutral,Mot,other,ok,last supper,auto:gcp,gcp,ok
Bidia bidi kabiyi ne luevene,Pain sans levain,pain sans levain,0.0,0.0,Neutre,neutral,Mot,other,ok,nan,,,
"Bidimu, wa bidimu…",Âge,âge,3.0,3.0,Positif,positive,Mot,other,ok,age,auto:gcp,gcp,ok
Bielelu,Instrument,instrument,4.0,4.0,Positif,positive,Mot,other,ok,instrument,auto:gcp,gcp,ok
Biensheshi,Soupçon,soupçon,4.0,4.0,Negatif,negative,Mot,other,ok,suspicion,auto:gcp,gcp,ok
Bienzebu nunku,Autrement,autrement,4.0,4.0,Neutre,neutral,Mot,other,ok,otherwise,auto:gcp,gcp,ok
Bienzedi,Fait,fait,4.0,4.0,Positif,positive,Mot,other,ok,do,auto:gcp,gcp,ok
Bienzedi,Conduite,conduite,4.0,4.0,Positif,positive,Mot,other,ok,conduct,auto:gcp,gcp,ok
Bijitu,Fardeau,fardeau,4.0,4.0,Negatif,negative,Mot,other,ok,burden,auto:gcp,gcp,ok
Bikole,Amèrement,amèrement,5.0,5.0,Positif,positive,Mot,other,ok,bitterly,auto:gcp,gcp,ok
Bikole,Horriblement,horriblement,2.0,2.0,Negatif,negative,Mot,other,ok,horribly,auto:gcp,gcp,ok
Bikole,Vertement,vertement,0.0,0.0,Neutre,neutral,Mot,other,ok,sharply,auto:gcp,gcp,ok
"Bikole, bimpe",Soigneusement,soigneusement,0.0,0.0,Neutre,neutral,Mot,other,ok,thoroughly,auto:gcp,gcp,ok
Bikondo biakashala kunyima,Autrefois,autrefois,5.0,5.0,Positif,positive,Mot,other,ok,formerly,auto:gcp,gcp,ok
Bikuata,Prise,prise,6.0,6.0,Positif,positive,Mot,other,ok,socket,auto:gcp,gcp,ok
Bilamba,Habit,habit,6.0,6.0,Positif,positive,Mot,other,ok,dress,auto:gcp,gcp,ok
Bilamulamu,Écaille,écaille,-8.0,-8.0,Negatif,negative,Mot,other,ok,scale,auto:gcp,gcp,ok
Bilengele,Bienséance,bienséance,6.0,6.0,Positif,positive,Mot,other,ok,propriety,auto:gcp,gcp,ok
Bilengele,Décent,décent,2.0,2.0,Negatif,negative,Mot,other,ok,decent,auto:gcp,gcp,ok
Bilondeshele,Relativement,relativement,6.0,6.0,Positif,positive,Mot,other,ok,relatively,auto:gcp,gcp,ok
Bilongo,Lis,lis,7.0,7.0,Negatif,negative,Mot,other,ok,read,auto:gcp,gcp,ok
Bilongolola,Prêt,prêt,7.0,7.0,Positif,positive,Mot,other,ok,ready,auto:gcp,gcp,ok
Bilulu,Agrès ,agrès,6.0,6.0,Positif,positive,Mot,other,ok,apparatus,auto:gcp,gcp,ok
Bilungakaja bimpe,Ajusté ensemble,ajusté ensemble,3.0,3.0,Positif,positive,Mot,other,ok,nan,,,
Bimane,Interdit,interdit,-1.0,-1.0,Positif,positive,Mot,other,ok,forbidden,auto:gcp,gcp,ok
Bimpe,Bien,bien,8.0,8.0,Positif,positive,Mot,other,ok,GOOD,auto:gcp,gcp,ok
Bimpe,Clair,clair,8.0,8.0,Negatif,negative,Mot,other,ok,clear,auto:gcp,gcp,ok
Bimpe ,Sûrement,sûrement,0.0,0.0,Neutre,neutral,Mot,other,ok,certainly,auto:gcp,gcp,ok
"Bimpe, ne kalolo",Diligemment,diligemment,5.0,5.0,Positif,positive,Mot,other,ok,diligently,auto:gcp,gcp,ok
Bimunyi,Lanterne,lanterne,4.0,4.0,Positif,positive,Mot,other,ok,lantern,auto:gcp,gcp,ok
Binamanya,Pourvu que,pourvu que,8.0,8.0,Positif,positive,Mot,other,ok,nan,,,
Bingikala ntshiyi ngenza,Malgré moi,malgré moi,3.0,3.0,Positif,positive,Mot,other,ok,nan,,,
Bintu,Subsistance,subsistance,5.0,5.0,Positif,positive,Mot,other,ok,subsistence,auto:gcp,gcp,ok
Bintu,Cargaison,cargaison,-3.0,-3.0,Negatif,negative,Mot,other,ok,cargo,auto:gcp,gcp,ok
Bintu bia bu ngenda,Marchandise,marchandise,0.0,0.0,Neutre,neutral,Mot,other,ok,merchandise,auto:gcp,gcp,ok
Bintu bia bululu,Fiel,fiel,0.0,0.0,Positif,positive,Mot,other,ok,gall,auto:gcp,gcp,ok
Bintu bia mupuya muimpe,Aromates,aromates,-1.0,-1.0,Negatif,negative,Mot,other,ok,herbs,auto:gcp,gcp,ok
Bintu bimansha ku diala,Ordure,ordure,-5.0,-5.0,Negatif,negative,Mot,other,ok,garbage,auto:gcp,gcp,ok
Binunu bibidi,Deux mille,deux mille,0.0,0.0,Neutre,neutral,Nombre,number,ok,nan,,,
Binunu binayi,Quatre mille,quatre mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu bisatu,Trois mille,trois mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu bitanu,Cinq mille,cinq mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu dikumi,Dix mille,dix mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu dikumi ne bibidi,Douze mille,douze mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu makumi abidi,Vingt mille,vingt mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
Binunu makumi abidi ne bisatu,Vingt-trois mille,vingt-trois mille,10.0,9.0,Positif,positive,Nombre,number,ok,nan,,,
"Bipendu, kupenda",Outrage,outrage,11.0,9.0,Positif,positive,Mot,other,ok,outrage,auto:gcp,gcp,ok
Bipia,Tresse,tresse,12.0,9.0,Positif,positive,Mot,other,ok,braided,auto:gcp,gcp,ok
Bipikilu,Bath,bath,-5.0,-5.0,Negatif,negative,Mot,other,ok,bath,auto:gcp,gcp,ok
Bipusu,Gousse,gousse,0.0,0.0,Neutre,neutral,Mot,other,ok,pod,auto:gcp,gcp,ok
Bisabata,Sandale,sandale,2.0,2.0,Negatif,negative,Mot,other,ok,sandal,auto:gcp,gcp,ok
Bisaka,Corbeille,corbeille,5.0,5.0,Positif,positive,Mot,other,ok,basket,auto:gcp,gcp,ok
Bisambusambu,Tabernacle,tabernacle,4.0,4.0,Positif,positive,Mot,other,ok,tabernacle,auto:gcp,gcp,ok
Bishilangane,Contrairement,contrairement,5.0,5.0,Negatif,negative,Mot,other,ok,contrary to,auto:gcp,gcp,ok
Bishimikidi,Fondement,fondement,3.0,3.0,Positif,positive,Mot,other,ok,foundation,auto:gcp,gcp,ok
Bisonji,Larme,larme,0.0,0.0,Neutre,neutral,Mot,other,ok,tear,auto:gcp,gcp,ok
Bisonsa,Foin,foin,2.0,2.0,Neutre,neutral,Mot,other,ok,hay,auto:gcp,gcp,ok
Bisote,Balle,balle,4.0,4.0,Positif,positive,Mot,other,ok,ball,auto:gcp,gcp,ok
Bitambe,Amplement,amplement,4.0,4.0,Positif,positive,Mot,other,ok,amply,auto:gcp,gcp,ok
Bitapikidi,Bourbier,bourbier,-3.0,-3.0,Negatif,negative,Mot,other,ok,quagmire,auto:gcp,gcp,ok
Bitekete,Défaillant,défaillant,0.0,0.0,Neutre,neutral,Mot,other,ok,failing,auto:gcp,gcp,ok
Bitulu bitulu,Exactement,exactement,8.0,8.0,Positif,positive,Mot,other,ok,Exactly,auto:gcp,gcp,ok
Bituntuku,Reins,reins,-3.0,-3.0,Negatif,negative,Mot,other,ok,kidneys,auto:gcp,gcp,ok
Bitupa bia bungi,Reprises,reprises,5.0,5.0,Positif,positive,Mot,other,ok,covers,auto:gcp,gcp,ok
Bitupa bia mubidi,Membre,membre,4.0,4.0,Positif,positive,Mot,other,ok,member,auto:gcp,gcp,ok
Biuma,Bien-être,bien-être,0.0,0.0,Neutre,neutral,Mot,other,ok,well-being,auto:gcp,gcp,ok
Bizakalazakala,Raboteux,raboteux,-9.0,-9.0,Negatif,negative,Mot,other,ok,rugged,auto:gcp,gcp,ok
Bouwa,Peut-être,peut-être,0.0,0.0,Neutre,neutral,Mot,other,ok,maybe,auto:gcp,gcp,ok
Bu,Guise de,guise de,5.0,5.0,Positif,positive,Mot,other,ok,nan,,,
Bu ,Environ,environ,5.0,5.0,Positif,positive,Mot,other,ok,approximately,auto:gcp,gcp,ok
Bu Mubidi,Corporel,corporel,5.0,5.0,Positif,positive,Mot,other,ok,bodily,auto:gcp,gcp,ok
Bu mudi,Suivant,suivant,5.0,5.0,Positif,positive,Mot,other,ok,following,auto:gcp,gcp,ok
Bu muntu,Naturellement,naturellement,5.0,5.0,Positif,positive,Mot,other,ok,naturally,auto:gcp,gcp,ok
Bua bualu,Moyen,moyen,5.0,5.0,Positif,positive,Mot,other,ok,AVERAGE,auto:gcp,gcp,ok
Bua Bualu,Cause,cause,5.0,5.0,Positif,positive,Mot,other,ok,cause,auto:gcp,gcp,ok
Bua bualu ebu,Pourquoi,pourquoi,5.0,5.0,Positif,positive,Mot,other,ok,Why,auto:gcp,gcp,ok
Bua kukema,Merveilleux,merveilleux,8.0,8.0,Positif,positive,Mot,other,ok,wonderful,auto:gcp,gcp,ok
Bua muanda eu,Exprès ,exprès,0.0,0.0,Neutre,neutral,Mot,other,ok,on purpose,auto:gcp,gcp,ok
Bua pabuabu,Extraordinaire,extraordinaire,7.0,7.0,Positif,positive,Mot,other,ok,extraordinary,auto:gcp,gcp,ok
Buakane,Justice,justice,4.0,4.0,Positif,positive,Mot,other,ok,justice,auto:gcp,gcp,ok
Buakane,Seoir,seoir,-6.0,-6.0,Negatif,negative,Mot,other,ok,to sit down,auto:gcp,gcp,ok
Buakuidi,Sacrificature,sacrificature,0.0,0.0,Neutre,neutral,Mot,other,ok,priesthood,auto:gcp,gcp,ok
Bualu,Crime,crime,-1.0,-1.0,Negatif,negative,Mot,other,ok,crime,auto:gcp,gcp,ok
Bualu,Cause,cause,5.0,5.0,Positif,positive,Mot,other,ok,cause,auto:gcp,gcp,ok
Bualu bua,Effet ,effet,5.0,5.0,Positif,positive,Mot,other,ok,effect,auto:gcp,gcp,ok
Bualu bua kukema,Prodige,prodige,4.0,4.0,Positif,positive,Mot,other,ok,prodigy,auto:gcp,gcp,ok
Bualu bukole,Difficilement,difficilement,5.0,5.0,Positif,positive,Mot,other,ok,with difficulty,auto:gcp,gcp,ok
Bualu busokoka,Mystère,mystère,6.0,6.0,Positif,positive,Mot,other,ok,mystery,auto:gcp,gcp,ok
Bualu busokoka bua bupidia,Mystère d'iniquité,mystère d'iniquité,6.0,6.0,Positif,positive,Mot,other,ok,nan,,,
"Bualu, muanda",Nouvelle,nouvelle,4.0,4.0,Positif,positive,Mot,other,ok,new,auto:gcp,gcp,ok
Buana,Enfance,enfance,4.0,4.0,Positif,positive,Mot,other,ok,childhood,auto:gcp,gcp,ok
Buanga bua kulaba ku mesu,Collyre,collyre,4.0,4.0,Positif,positive,Mot,other,ok,eye drops,auto:gcp,gcp,ok
Buatu,Nacelle,nacelle,2.0,2.0,Negatif,negative,Mot,other,ok,basket,auto:gcp,gcp,ok
Buatu bukese,Chaloupe,chaloupe,0.0,0.0,Neutre,neutral,Mot,other,ok,boat,auto:gcp,gcp,ok
Buatu; mushete,Arche,arche,1.0,1.0,Positif,positive,Mot,other,ok,ark,auto:gcp,gcp,ok
Buatu.,Barque,barque,1.0,1.0,Positif,positive,Mot,other,ok,boat,auto:gcp,gcp,ok
Bubandi,Accusation,accusation,1.0,1.0,Positif,positive,Mot,other,ok,charge,auto:gcp,gcp,ok
Bubanji bua bungi,Opulence,opulence,1.0,1.0,Negatif,negative,Mot,other,ok,opulence,auto:gcp,gcp,ok
Bubi,Iniquité,iniquité,-1.0,-1.0,Negatif,negative,Mot,other,ok,iniquity,auto:gcp,gcp,ok
Budi buakane,Convenir,convenir,3.0,3.0,Positif,positive,Verbe,verb,ok,agree,auto:gcp,gcp,ok
Budi buimpe,Convenable,convenable,5.0,5.0,Positif,positive,Mot,other,ok,suitable,auto:gcp,gcp,ok
Budi buitabujibua,Indulgence,indulgence,2.0,2.0,Positif,positive,Mot,other,ok,indulgence,auto:gcp,gcp,ok
A dikamakama,Inconvenance ,inconvenance,2.0,2.0,Positif,positive,Mot,other,ok,impropriety,auto:gcp,gcp,ok
A Dinanga,Aimable,aimable,6.0,6.0,Positif,positive,Mot,other,ok,kind,auto:gcp,gcp,ok
A kuitabushisha,Persuasion,persuasion,2.0,2.0,Positif,positive,Mot,other,ok,persuasion,auto:gcp,gcp,ok
A kukema,Étrange,étrange,9.0,9.0,Positif,positive,Mot,other,ok,odd,auto:gcp,gcp,ok
A pabuawu,Exceptionnel,exceptionnel,9.0,9.0,Positif,positive,Mot,other,ok,exceptional,auto:gcp,gcp,ok
A patupu,Vain,vain,5.0,5.0,Positif,positive,Mot,other,ok,vain,auto:gcp,gcp,ok
A tshianana,Oiseux,oiseux,-3.0,-3.0,Negatif,negative,Mot,other,ok,bird,auto:gcp,gcp,ok
Absinthe,Absinthe,absinthe,-3.0,-3.0,Negatif,negative,Mot,other,ok,absinthe,auto:gcp,gcp,ok
Adi a Tshiprofete,Prophétique,prophétique,5.0,5.0,Positif,positive,Mot,other,ok,prophetic,auto:gcp,gcp,ok
Adi akuatshisha,Profitable,profitable,5.0,5.0,Positif,positive,Mot,other,ok,profitable,auto:gcp,gcp,ok
"Adi ashima (meyi, mayisha)",Artificieux,artificieux,5.0,5.0,Positif,positive,Mot,other,ok,artificial,auto:gcp,gcp,ok
Alléluia,Alléluia,alléluia,8.0,8.0,Positif,positive,Mot,other,ok,alleluia,auto:gcp,gcp,ok
Alo,Aloès,aloès,-3.0,-3.0,Negatif,negative,Mot,other,ok,aloe,auto:gcp,gcp,ok
Alpha,Alpha,alpha,8.0,8.0,Positif,positive,Mot,other,ok,alpha,auto:gcp,gcp,ok
Amen,Amen,amen,8.0,8.0,Positif,positive,Mot,other,ok,Amen,auto:gcp,gcp,ok
Améthyste,Améthyste,améthyste,-6.0,-6.0,Positif,positive,Mot,other,ok,amethyst,auto:gcp,gcp,ok
Andi,Fonds,fonds,9.0,9.0,Positif,positive,Mot,other,ok,funds,auto:gcp,gcp,ok
Anu,Excepté,excepté,5.0,5.0,Positif,positive,Verbe,verb,ok,except,auto:gcp,gcp,ok
Anu pinapu,Immédiatement,immédiatement,5.0,5.0,Positif,positive,Mot,other,ok,immediately,auto:gcp,gcp,ok
Anu tuaba tukese tudi tshale,Presque,presque,5.0,5.0,Positif,positive,Mot,other,ok,almost,auto:gcp,gcp,ok
"Anu, misangu yonso,",Toutefois,toutefois,4.0,4.0,Positif,positive,Mot,other,ok,however,auto:gcp,gcp,ok
Apa,Présent,présent,4.0,4.0,Positif,positive,Mot,other,ok,here,auto:gcp,gcp,ok
Apa pa buloba,Ici-bas,ici-bas,5.0,5.0,Positif,positive,Mot,other,ok,down here,auto:gcp,gcp,ok
