CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
Bwalu,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok
Cyena bwalu,Sujet,sujet,0.0,0.0,Neutre,neutral,Mot,other,ok
Kubùnduka,Sauter,sauter,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuvuma,Sauter,sauter,1.0,1.0,Neutre,neutral,Mot,other,ok
Kupàndisha,Sauver,sauver,7.0,7.0,Positif,positive,Mot,other,ok
Kusùngila,Sauver,sauver,7.0,7.0,Positif,positive,Mot,other,ok
Mukàndà,Savoir,savoir,5.0,5.0,Positif,positive,Mot,other,ok
Manya,Savoir,savoir,5.0,5.0,Positif,positive,Mot,other,ok
Nunka,Sentir,sentir,0.0,0.0,Neutre,neutral,Mot,other,ok
Umvwa,Sentir,sentir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukànda,Séparer,séparer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulamuna,Séparer,séparer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupandula,Séparer,séparer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kwaabulula,Séparer,séparer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kusùnga,Séparer,séparer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kubàmbakaja,Serrer,serrer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kucìncimika,Serrer,serrer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kupàlakaja,Serrer,serrer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kutènga,Serrer,serrer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kusadila,Servir,servir,4.0,4.0,Positif,positive,Mot,other,ok
Lòpoka,Sortir,sortir,0.0,0.0,Neutre,neutral,Mot,other,ok
Lùpuka,Sortir,sortir,0.0,0.0,Neutre,neutral,Mot,other,ok
Còmpoka,Sortir,sortir,0.0,0.0,Neutre,neutral,Mot,other,ok
Dyòkola,Souffrir,souffrir,-7.0,-7.0,Negatif,negative,Mot,other,ok
Tàta,Souffrir,souffrir,-7.0,-7.0,Negatif,negative,Mot,other,ok
Suba,Souffrir,souffrir,-7.0,-7.0,Negatif,negative,Mot,other,ok
Nyòngomoka,Souffrir,souffrir,-7.0,-7.0,Negatif,negative,Mot,other,ok
Kènga,Souffrir,souffrir,-7.0,-7.0,Negatif,negative,Mot,other,ok
Londa,Suivre,suivre,0.0,0.0,Neutre,neutral,Mot,other,ok
Twà mu nnyimà,Suivre,suivre,0.0,0.0,Neutre,neutral,Mot,other,ok
Munnyimà,Suivre,suivre,0.0,0.0,Neutre,neutral,Mot,other,ok
Cyongo wa minanga,Janvier,janvier,0.0,0.0,Neutre,neutral,Mois,other,ok
Lwîshi,Février,février,0.0,0.0,Neutre,neutral,Mois,other,ok
Lwabanya,Mars,mars,0.0,0.0,Neutre,neutral,Mois,other,ok
Cisanga Nkasu,Avril,avril,0.0,0.0,Neutre,neutral,Mois,other,ok
Lumùngùlù,Mai,mai,0.0,0.0,Neutre,neutral,Mois,other,ok
Kabalaashipu,Juin,juin,0.0,0.0,Neutre,neutral,Mois,other,ok
Kashipu,Juillet,juillet,0.0,0.0,Neutre,neutral,Mois,other,ok
Cimungù wa mashika,Août,août,0.0,0.0,Neutre,neutral,Mois,other,ok
Kabitende,Septembre,septembre,0.0,0.0,Neutre,neutral,Mois,other,ok
Kasua mansesà,Octobre,octobre,0.0,0.0,Neutre,neutral,Mois,other,ok
Kasua banga,Novembre,novembre,0.0,0.0,Neutre,neutral,Mois,other,ok
Cisua munene,Décembre,décembre,0.0,0.0,Neutre,neutral,Mois,other,ok
Kabitenda,Septembre,septembre,0.0,0.0,Neutre,neutral,Mois,other,ok
Siyânsà,Science,science,5.0,5.0,Positif,positive,Mot,other,ok
Dimanya,Science,science,5.0,5.0,Positif,positive,Mot,other,ok
Kunyanguka,S'abîmer,s'abîmer,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kuwona,S'abîmer,s'abîmer,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kwibidiljangana ne mwaba,S'Acclimater,s'acclimater,1.0,1.0,Neutre,neutral,Mot,other,ok
Kubidilangana ne mwaba,S'Acclimater,s'acclimater,1.0,1.0,Neutre,neutral,Mot,other,ok
Sabatu,Sabbat,sabbat,0.0,0.0,Neutre,neutral,Mot,other,ok
Mpaya,Sac,sac,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshijidila,Sacré,sacré,5.0,5.0,Positif,positive,Mot,other,ok
Muakuidi,Sacrificateur,sacrificateur,1.0,1.0,Neutre,neutral,Mot,other,ok
Buakuidi,Sacrificature,sacrificature,1.0,1.0,Neutre,neutral,Mot,other,ok
Mulambu,Sacrifice,sacrifice,-1.0,-1.0,Neutre,neutral,Mot,other,ok
Kulambula,Sacrifier,sacrifier,-1.0,-1.0,Neutre,neutral,Mot,other,ok
Munyenganganyi,Sacrilège,sacrilège,-7.0,-7.0,Negatif,negative,Mot,other,ok
Musadoke,Sadducéen,sadducéen,0.0,0.0,Neutre,neutral,Mot,other,ok
Muena lungenyi,Sage,sage,7.0,7.0,Positif,positive,Mot,other,ok
Lungenyi,Sagesse,sagesse,7.0,7.0,Positif,positive,Mot,other,ok
Buakane,Sain,sain,6.0,6.0,Positif,positive,Mot,other,ok
Wa tshijila,Saint,saint,7.0,7.0,Positif,positive,Mot,other,ok
Tshijila,Saint,saint,7.0,7.0,Positif,positive,Mot,other,ok
Tshijila,Saintement,saintement,7.0,7.0,Positif,positive,Mot,other,ok
Tshijila,Sainteté,sainteté,7.0,7.0,Positif,positive,Mot,other,ok
Kukuata,Saisir,saisir,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshikondo,Saison,saison,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshitue luepu,Salé,salé,-5.0,-5.0,Negatif,negative,Mot,other,ok
Bukoya,Saleté,saleté,-7.0,-7.0,Negatif,negative,Mot,other,ok
Kulengeja,Sanctifier,sanctifier,5.0,5.0,Positif,positive,Mot,other,ok
Kujidila,Sanctifier,sanctifier,5.0,5.0,Positif,positive,Mot,other,ok
Tshitendelelu,Sanctuaire,sanctuaire,4.0,4.0,Positif,positive,Mot,other,ok
Bisabata,Sandale,sandale,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufila mulubu,Rapporter,rapporter,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufinda,Sombre,sombre,8.0,8.0,Positif,positive,Verbe,verb,ok
Kufinda kua Nvula,Orage,orage,3.0,3.0,Positif,positive,Mot,other,ok
Kufua, Mourir,mourir,4.0,4.0,Positif,positive,Mot,other,ok
Kufua luse,Apaiser,apaiser,3.0,3.0,Positif,positive,Mot,other,ok
Kufuana,Ressembler,ressembler,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuangikija,Supposer,supposer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuanyikija,Représenter,représenter,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuanyikila,Imagination,imagination,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufubidisha,Sécher,sécher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufubila,Flétrir,flétrir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuilangana,Interdire,interdire,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuka,Créer,créer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuma,Revenir,revenir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuna (bulobo),Déchaîner,déchaîner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufunafuna,Jactance,jactance,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufunda,Prescrire,prescrire,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufunda,Rédiger,rédiger,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufunda,Inscrire,inscrire,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufunda pa tshintu tshikole (dibue …),Graver,graver,0.0,0.0,Neutre,neutral,Verbe,verb,ok
"Kufunda, kusangisha",Composer,composer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufundisha,Enregistrer,enregistrer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kufuta,Payer,payer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kufuta dibanza,Dépenser,dépenser,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kuiba,Dérober,dérober,7.0,7.0,Positif,positive,Mot,other,ok
Kuibaka,Bâtir,bâtir,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
kuibakulula,Réédifier,réédifier,5.0,5.0,Positif,positive,Mot,other,ok
Kuidikija,Imiter,imiter,5.0,5.0,Positif,positive,Mot,other,ok
Kuidikisha,Départir,départir,8.0,8.0,Positif,positive,Mot,other,ok
Kuikala,Exister,exister,6.0,6.0,Positif,positive,Mot,other,ok
Kuikala (muaku wa pa muanda),Être,être,6.0,6.0,Positif,positive,Mot,other,ok
Kuikala (muaku),Être,être,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala (mukumbane),Capable,capable,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala mufue,Mort,mort,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kuikala munyokibue,Torturé,torturé,6.0,6.0,Positif,positive,Mot,other,ok
Kuikala musungudibue diambedi,Préordonner,préordonner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala mutambibue,Vaincu,vaincu,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala mutshimunyi,Vainqueur,vainqueur,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kuikala ne (bukokeshi),Disposer ,disposer,7.0,7.0,Positif,positive,Mot,other,ok
Kuikala ne bua,Devoir,devoir,7.0,7.0,positidf,positive,Mot,other,ok
Kuikala ne dikima,Enhardir,enhardir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala ne Mukawu,Envieux,envieux,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuikala ne musangu (ne tshikondo),Vaquer,vaquer,-5.0,-5.0,Negatif,negative,Mot,other,ok
Kuikala ne ntema,Attentif,attentif,-8.0,-8.0,Negatif,negative,Mot,other,ok
Kuikala ne tshikondo,Loisir,loisir,0.0,0.0,Neutre ,neutral,adjetif,adj,ok
Kuikalaku ku mubidi,Présence,présence,6.0,6.0,Positif,positive,Mot,other,ok
Kuikalane muoyo,Vivre,vivre,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kuikisha,Récréer,récréer,3.0,3.0,Positif,positive,Mot,other,ok
Kuimana,Arrêter,arrêter,4.0,4.0,Positif,positive,Mot,other,ok
Kuimansha,Arracher,arracher,-2.0,-2.0,négative,negative,Mot,other,ok
Kuimanyika,Suspendre,suspendre,3.0,3.0,Positif,positive,Mot,other,ok
Kuimanyika ku tshilumbuluidi,Traduire,traduire,0.0,0.0,neutrre ,neutral,Mot,other,ok
Kuimba,Chanter,chanter,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kuina mu mayi manene,Noyer,noyer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuinama,Baisser,baisser,1.0,1.0,Positif,positive,Mot,other,ok
Kuindila,Attendre,attendre,4.0,4.0,Positif,positive,Mot,other,ok
Kuinjidila,Renfermer,renfermer,3.0,3.0,Positif,positive,Mot,other,ok
Kuinyika,Motmer,motmer,0.0,0.0,Neutre,neutral,Mot,other,ok
"Kuinyika (dina), kubikila",Appeler,appeler,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kuinyisha,Plonger,plonger,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kuipata; kumusha,Chasser,chasser,5.0,5.0,Positif,positive,Mot,other,ok
Kuipatshila,Aborder,aborder,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kuipila,Déchausser,déchausser,3.0,3.0,Positif,positive,Mot,other,ok
Kuita buatu,Ramer,ramer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kuitabuja,Accepter,accepter,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuitabuja (bualu),Affirmer,affirmer,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
"Kuitabuja, kuangata ku mudimu",Engager,engager,3.0,3.0,Positif,positive,Verbe,verb,ok
Kuitabujibua,Acceptation,acceptation,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kuitabusha,Pernicieux,pernicieux,0.0,0.0, neuitre,neuitre,Verbe,verb,ok
Kuja,Danser,danser,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kûja,Remplir,remplir,2.0,2.0,Positif,positive,Verbe,verb,ok
Kujadika,Approuver,approuver,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kujalama,Ferme,ferme,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kujana,Murmurer,murmurer,2.0,2.0,Positif,positive,Verbe,verb,ok
Kujanguluka ,Tarder,tarder,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kujibika,boucher,boucher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujidila,Consacrer,consacrer,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kujika,Défaillir,défaillir,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kujikija,Accomplir,accomplir,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kujikuila,Ouvertement,ouvertement,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujila kua bia kudia,Jeûner,jeûner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujima,Éteindre,éteindre,5.0,5.0,Positif,positive,Mot,other,ok
Kujimija,Abolition,abolition,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujimika,Perle,perle,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujimina,Effacer,effacer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujingila,Bander,bander,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujingila,Emmailloter,emmailloter,3.0,3.0,Positif,positive,Mot,other,ok
Kujinguluila,Expliquer,expliquer,3.0,3.0,Positif,positive,Mot,other,ok
Kujingulula,Discerner,discerner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujula,Déraciner,déraciner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kujula diyoyo,Contester,contester,0.0,0.0, Neutre,neutral,Mot,other,ok
"Kukama, kuma",Tarir,tarir,0.0,0.0,Neutre,neutral,Mot ,other,ok
Kukanda,Bride,bride,2.0,2.0,Positif,positive,Verbe,verb,ok
Kukanda (Kakuyi),Empêchement,empêchement,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukandika,Enjoindre,enjoindre,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kukanga,Fermer,fermer,1.0,1.0,positf,positive,Mot,other,ok
Kukangila,Enfermer,enfermer,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kukanka,Frémir,frémir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukanyina,Menacer,menacer,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kukeba,Chercher,chercher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukeba ne lukunukunu,Rechercher,rechercher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukebulula,Sonder,sonder,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukema,Ému,ému,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukemesha,Étonner,étonner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukenga,Souffrir,souffrir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukenga (bikole),Cruellement,cruellement,0.0,0.0,Neutre,neutral,Mot,other,ok
"Kukengela, kuikala bikengela",Falloir,falloir,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kukengesha,Dévaster,dévaster,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukenka,Briller,briller,-1.0,-1.0,Negatif,negative,Mot,other,ok
"Kukenka, kutema",Reluire,reluire,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukenkesha,Illuminer,illuminer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukepesha,Abréger,abréger,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukina,Horreur,horreur,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukina (kuikala ne lukuna),Haïr,haïr,2.0,2.0,Positif,positive,Mot,other,ok
Kukoka,Attirer,attirer,2.0,2.0,Positif,positive,Mot,other,ok
Kukoka,Tirer,tirer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukokela,Assujettir,assujettir,2.0,2.0,Positif,positive,Mot,other,ok
Kukokesha,Alimenter,alimenter,0.0,0.0,Neutre,neutral,Positif,positif,ok
Kukolesha,Affermir,affermir,8.0,8.0,Positif,positive,Verbe,verb,ok
Kukolesha (mutshima),Endurcir,endurcir,3.0,3.0,Positif,positive,Mot,other,ok
Kukolesha kua mutshima,Courage,courage,4.0,4.0,Positif,positive,Mot,other,ok
Kukomba,Balayer,balayer,3.0,3.0,Positif,positive,Mot,other,ok
Kukonka,Interroger,interroger,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukonkangana,Entre-demander ,entre-demander,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukonya (binu),Ployer,ployer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukonyangaja,Tordre,tordre,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukosa,Couper,couper,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukosa mutu,Décapiter,décapiter,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukosa ne nsele,Scier,scier,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukoyobuka,Dévoyer,dévoyer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuabu,Ailleurs,ailleurs,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuamba,Rapporter,rapporter,0.0,0.0,Neutre,neutral,Article,article,ok
Kukuata,Imposer,imposer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuata mudimu,Administrer,administrer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshika,Enivrer,enivrer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshika ne,Emparer,emparer,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshisha,Aider,aider,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshisha (ne bintu),Kukuatshisha,kukuatshisha,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukuatshisha ku didiunda,Contribuer à l'avancement,contribuer à l'avancement,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukuba,Épargner,épargner,0.0,0.0,Neutre,neutral,Verbe,verb,ok
Kukudika,Pendre,pendre,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kukudimuka,Convertir,convertir,7.0,7.0,Positif,positive,Mot,other,ok
Kukudimuna,Changer,changer,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kukudimuna kua mutshima,Conversion,conversion,5.0,5.0,Positif,positive,Mot,other,ok
Kukuila,Hommage,hommage,5.0,5.0,Positif,positive,Mot,other,ok
Kukukuila,Adorer,adorer,8.0,8.0,Positif,positive,Mot,other,ok
Kukulakaja,Kukulakaja,kukulakaja,6.0,6.0,Positif,positive,Mot,other,ok
Kukuma,Châtier,châtier,6.0,6.0,Positif,positive,Mot,other,ok
Kukuma dikasa ku,Heurter,heurter,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukuma ku mutshi mutshiamakane,Crucifier,crucifier,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukuma mutshima,Convoiter,convoiter,-2.0,-2.0,Negatif,negative,Verbe,verb,ok
Kukumbaja,Compléter,compléter,6.0,6.0,Positif,positive,Mot,other,ok
"Kukumbaja, kuwuja",Abonder,abonder,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukumbana,Suffisant,suffisant,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukumbana ba bungi,Multiplier,multiplier,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kukumbanyina,Mériter,mériter,7.0,7.0,Positif,positive,Mot,other,ok
Kukuna,Planter,planter,7.0,7.0,positidf,positive,Mot,other,ok
Kukungija,Ramasser,ramasser,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukungula,Rugir,rugir,0.0,0.0,Neutre,neutral,Mot,other,ok
Kukuobamisha,Courber,courber,-5.0,-5.0,Negatif,negative,Mot,other,ok
Kukupa,Lancer,lancer,-8.0,-8.0,Negatif,negative,Mot,other,ok
Kukupa mutu,Hocher,hocher,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kukupula,Essuyer,essuyer,6.0,6.0,Positif,positive,Mot,other,ok
Kukuta (ku meyi …),Surprendre,surprendre,-1.0,-1.0,Negatif,negative,Verbe,verb,ok
Kukutshisha,Rassasier,rassasier,3.0,3.0,Positif,positive,Mot,other,ok
Kûla,"Emplir, Enfler","emplir, enfler",4.0,4.0,Positif,positive,Mot,other,ok
Kula diyi bikole,Écrier,écrier,-2.0,-2.0,négative,negative,Mot,other,ok
Kûla kua musulu,Inondation,inondation,3.0,3.0,Positif,positive,Mot,other,ok
Kulaba,Embaumer,embaumer,0.0,0.0,neutrre ,neutral,Mot,other,ok
Kulaba manyi,Oindre,oindre,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kulabula,Goûter,goûter,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulaka,Lécher,lécher,1.0,1.0,Positif,positive,Mot,other,ok
Kulala,Coucher,coucher,4.0,4.0,Positif,positive,Mot,other,ok
Kuloka,Pleuvoir,pleuvoir,3.0,3.0,Positif,positive,Mot,other,ok
"Kulala, kuladika",Loger,loger,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulama,Conservation,conservation,-3.0,-3.0,Negatif,negative,Mot,other,ok
"Kulama, kushiya",Réserver,réserver,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kulamakaja,Unir,unir,5.0,5.0,Positif,positive,Mot,other,ok
Kulamakajibua,Participation,participation,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kulamata,Dépendre,dépendre,3.0,3.0,Positif,positive,Mot,other,ok
Kulambuisha,Percevoir,percevoir,2.0,2.0,Positif,positive,Mot,other,ok
Kulambula,Sacrifier,sacrifier,3.0,3.0,Positif,positive,Mot,other,ok
Kulamika ditamba dia mutshi,Enter,enter,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kulaya,Ajourner,ajourner,3.0,3.0,Positif,positive,Mot,other,ok
Kulayidila,Excuser,excuser,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kule (udi),Éloigné,éloigné,0.0,0.0, neuitre,neuitre,Mot,other,ok
Kuledibua,Naissance,naissance,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kuledibua kua tshiakabidi,Naître de nouveau,naître de nouveau,2.0,2.0,Positif,positive,Mot,other,ok
Kuleja,Indiquer,indiquer,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuleja tshilema,Reprocher,reprocher,-1.0,-1.0,Negatif,negative,Mot,other,ok
Kulekela,Abandon,abandon,2.0,2.0,Positif,positive,Mot,other,ok
Kulekelela,Acquitter,acquitter,-2.0,-2.0,Negatif,negative,Mot,other,ok
Kulekelela muntu bubi,Pardonner,pardonner,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulela,Accoucher,accoucher,-3.0,-3.0,Negatif,negative,Mot,other,ok
Kulelela tshia kabidi,Régénérer,régénérer,0.0,0.0,Neutre ,neutral,Mot,other,ok
Kulenduisha,Scandaliser,scandaliser,-1.0,-1.0,Neutre ,neutral,Mot,other,ok
Kulenduka,Broncher,broncher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulenga,Toucher,toucher,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulengeja,Orner,orner,5.0,5.0,Positif,positive,Mot,other,ok
,Perfidie,perfidie,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulengeja,Sanctifier,sanctifier,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulengejibua,Perfectionnement,perfectionnement,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulengulula,Négliger,négliger,0.0,0.0,Neutre,neutral,Mot,other,ok
Kulepa,Stature,stature,3.0,3.0,Positif,positive,Mot,other,ok
Kulepesha,Prolonger,prolonger,3.0,3.0,Positif,positive,Mot,other,ok
Kulesha,Présenter,présenter,0.0,0.0,Neutre,neutral,Mot,other,ok
Kuloba,Pêcher,pêcher,0.0,0.0,Neutre,neutral,Mot,other,ok
Oleve,"Olive, Olivier","olive, olivier",0.0,0.0, Neutre,neutral,Mot,other,ok
Omega = Z,Oméga,oméga,0.0,0.0,Neutre,neutral,Mot ,other,ok
"Onso, bonso, bionso",Entier,entier,2.0,2.0,Positif,positive,Verbe,verb,ok
Ours,Ours,ours,0.0,0.0,Neutre,neutral,Mot,other,ok
Pa bule,Distance,distance,-1.0,-1.0,Negatif,negative,Mot,other,ok
Pa diba adi,Instantanément,instantanément,1.0,1.0,positf,positive,Mot,other,ok
Pa kulela (Kutatshila),Enfantement,enfantement,-2.0,-2.0,Negatif,negative,Mot,other,ok
Pa kuvuluka,Ressouvenir,ressouvenir,0.0,0.0,Neutre,neutral,Mot,other,ok
Pa nkaya,Particulier,particulier,-2.0,-2.0,Negatif,negative,Mot,other,ok
Pabuipi,Voisin,voisin,0.0,0.0,Neutre,neutral,Mot,other,ok
Pabuipi ne muaba,Environs,environs,0.0,0.0,Neutre,neutral,Mot,other,ok
Paladiso,Paradis,paradis,0.0,0.0,Neutre,neutral,Mot,other,ok
"Pamue, popamue",Commun,commun,0.0,0.0,Neutre,neutral,Mot,other,ok
Panshi (pa buloba),Sol,sol,0.0,0.0,Neutre,neutral,Mot,other,ok
Panyima,Revers,revers,0.0,0.0,Neutre,neutral,Mot,other,ok
Patoke,Franchise,franchise,0.0,0.0,Neutre,neutral,Mot,other,ok
Patshiatshia pa kulu,Orient d'en haut,orient d'en haut,0.0,0.0,Neutre ,neutral,Mot,other,ok
Patupu,Vain,vain,0.0,0.0,Neutre,neutral,Mot,other,ok
"Patupu (a), mapuekele",Vil,vil,-1.0,-1.0,Negatif,negative,Mot,other,ok
Patupu (tshona),Inutilement,inutilement,0.0,0.0,Neutre,neutral,Mot,other,ok
Pentekoste,Pentecôte,pentecôte,0.0,0.0,Neutre,neutral,Mot,other,ok
Pepi,Voisinage,voisinage,0.0,0.0,Neutre,neutral,Mot,other,ok
Python,Python,python,0.0,0.0,Neutre,neutral,Mot,other,ok
Sabatu,Sabbat,sabbat,2.0,2.0,Positif,positive,Mot,other,ok
Saphir,Saphir,saphir,2.0,2.0,Positif,positive,Mot,other,ok
Sardoine,Sardius,sardius,0.0,0.0,Neutre,neutral,Mot,other,ok
Sardony,Sardonix,sardonix,2.0,2.0,Positif,positive,Mot,other,ok
Seole,Orge,orge,0.0,0.0,Neutre,neutral,Mot,other,ok
Soie (tshia),Soie,soie,0.0,0.0,Neutre,neutral,Mot,other,ok
Soufre,Soufre,soufre,4.0,4.0,Positif,positive,Mot,other,ok
Sud-est,Sud-ouest,sud-ouest,1.0,1.0,Positif,positive,Mot,other,ok
"Sude, munda munya",Midi,midi,0.0,0.0,Neutre,neutral,Mot,other,ok
Sukamina,Mûrier,mûrier,0.0,0.0,Neutre,neutral,Mot,other,ok
Sukomo,Sycomore,sycomore,0.0,0.0,Neutre,neutral,Mot,other,ok
Tshia pa buloba,Terrestre,terrestre,1.0,1.0,Positif,positive,Mot,other,ok
Tshia pankatshi,Moitié,moitié,0.0,0.0,Negatif,negative,Mot,other,ok
Tshia patupu,Déshonneur,déshonneur,-2.0,-2.0,Negatif,negative,Mot,other,ok
