CILUBA,French,Score,Sentiment,Nature,
Disangisha dia bintu,Collecte,4,Positif,Mot,
Disanka,Béatitude,4,Positif,Mot,
Disanka ,Heureux,4,Positif,Mot,
Disanka,Joyeusement,4,Positif,Mot,
Disanka dia muoyo,Volupté,4,Positif,Mot,
Disanka dinene,Transport,4,Positif,Mot,
Disele,Roseau,4,Positif,Mot,
Disengelela,Supplication,5,Positif,Mot,
Dishima,Mensonge,5,Negatif,Mot,
Dishimbuka,Ruine,4,Negatif,Mot,
Dishiya,Rive,0,Neutre,Mot,
Disolayi,Soldat,0,Neutre,Mot,
Disombuela,Vengeance,5,Positif,Mot,
Disoso,Déchirure,4,Positif,Mot,
Disu,Œil,4,Positif,Mot,
Disu,Trou,5,Positif,Mot,
Disua,Souhait,5,Positif,Mot,
Disua,Volonté,5,Positif,Mot,
Disumakaja,Grincement,5,Positif,Mot,
Disuminyina,Activité,5,Positif,Mot,
Disungula,Choix,5,Positif,Mot,
Disunsula,Détail,5,Positif,Mot,
Ditabala,Recouvrement,5,Positif,Mot,
Ditabuja,Réception,5,Positif,Mot,
Ditabuja,Foi,5,Positif,Mot,
Ditabuja dikese,Petite foi,5,Positif,Mot,
Ditabujija,Perte,5,Positif,Mot,
Ditalala,Tranquillité,5,Positif,Mot,
Ditama,Joue,5,Positif,Mot,
Ditamba,Avantage,4,Positif,Mot,
Ditamba dia mutshi,Sarment,4,Positif,Mot,
Ditamba,Triomphe,3,Positif,Mot,
Ditangila,Visitation,3,Positif,Mot,
Ditapuluka,Intrigue,3,Positif,Mot,
Ditapulula,Différence,3,Positif,Mot,
Ditatshisha,Importunité,4,Positif,Mot,
Ditekemena,Espérance,4,Positif,Mot,
Ditendelela,Culte,4,Positif,Mot,
Ditengula,Circoncision,5,Positif,Mot,
"Ditengula, divula",Dépouillement,5,Positif,Verbe,
Ditentekesha dia bianza,Imposition des mains,5,Positif,Mot,
Diteta,Épreuve,5,Positif,Mot,
Ditoka dikole,Blancheur,4,Positif,Mot,
Ditomboka,Sédition,5,Positif,Mot,
Ditombokela,Apostasie,4,Positif,Mot,
"Ditonda, dikula",Confession,4,Positif,Verbe,
Ditontolola,Contradiction,4,Positif,Mot,
Ditshina,Persécuter,0,Negatif,Mot,
Ditshiu,Oreille,0,Neutre,Mot,
Ditu,Forêt,4,Positif,Mot,
Ditua ,Tranchant,4,Positif,Mot,
Ditua mikemu,Gémissement,0,Neutre,Mot,
Dituaya,Tablier,0,Negatif,Mot,
Dituayi,Mouchoir,0,Negatif,Mot,
Ditubula,Pénétrant ,5,Neutre,Mot,
Dituku,Jour,5,Neutre,Mot,
Dituku dia Diledibua,Anniversaire de naissance,5,Positif,Mot,
Dituku dia disanka,Fête,5,Positif,Mot,
Dituku dia Mukelenge,Jour du Seigneur,4,Negatif,Mot,
Ditumbisha,Louange,0,Neutre,Mot,
Ditumikila,Obéissance,4,Positif,Mot,
Ditupakana,Ignorance,0,Neutre,Mot,
Ditutu,Nuée,0,Neutre,Mot,
Diulu,Ciel,5,Positif,Mot,
Diumusha,Enlèvement,4,Negatif,Mot,
Diumusha mu ditunga dia bantu kuya nabu mu ditunga dikuabu,Transportation,0,Neutre,Mot,
Diunvuika,Retentissant,5,Neutre,Mot,
Divulangana,Débordement,6,Positif,Mot,
Divuluka,Souvenir,4,Positif,Mot,
Divundulula,Mouvement,5,Positif,Mot,
Diya,Départ,4,Neutre,Mot,
Diyi,Commission,4,Positif,Mot,
Diyi,Message,5,Positif,Mot,
Diyi dimue,Accord,5,Positif,Mot,
Diyisha,Instruction,6,Positif,Mot,
Diyisha,Doctrine,0,Neutre,Mot,
Diyoyi,Clameur,0,Neutre,Mot,
Diyoyo,Crierie,0,Neutre,Mot,
Diyoyo,Confusion,5,Positif,Mot,
Diyu,Œuf,5,Positif,Mot,
mushindu,categorie ,8,Positif,Mot,
dishindike,catégorique,9,Positif,Mot,
kushindika,categoriquement,7,Positif,Mot,
kubenga,refuser,0,Neutre,Mot,
nzubu,cathédrale,4,Positif,Mot,
katolike,catholiscisme,3,Neutre,Mot,
ekleziya wa bantu bonso,catholicité,0,Neutre,Mot,
mukatolike,catholique,3,Positif,Mot,
bulondeshile,catholiquement,0,Neutre,Mot,
musokoko,catimini,0,Neutre,Mot,
takanangana,cauchemar,0,Neutre,Mot,
mukila/tshipepe,caudal,6,Positif,Mot,
mubela,cauris,5,Positif,Mot,
kenzela,causal,5,Positif,Mot,
dienzeja,causatif ,0,Negatif,Mot,
muji,cause,-5,Negatif,Mot,
kuyukila,causer,8,Positif,Mot,
diyuki,causerie,7,Positif,Mot,
kayuki,causette,2,Neutre,Mot,
mpiompia,causeur,6,Positif,Mot,
di-osha,caustique,7,Positif,Mot,
mbabi,cauteleux,5,Positif,Mot,
tshiamu,cautere,4,Positif,Mot,
kuosha,cauteriser,0,Neutre,Mot,
tshieya,caution,-6,Negatif,Mot,
kufila,cautionner,6,Positif,Mot,
tshisumbu,cavalcade,8,Positif,Mot,
basola/babandi,cavalerie,-5,Negatif,Mot,
mubandi,cavalier,6,Positif,Mot,
tshikamakama,cavalierement,9,Positif,Mot,
buina,cave,8,Positif,Mot,
ngomba,caveau,7,Positif,Verbe,
kutonkona,caver,5,Positif,Mot,
lubinga,caverne,6,Positif,Mot,
nyongolo,caverneux,8,Positif,Mot,
mpoko,cavite,9,Positif,Mot,
etshi, ceci,7,Positif,Mot,
bufufu,cecite,0,Neutre,Mot,
kulekelela,ceder,0,Neutre,Mot,
kanyoka,cedukke,-4,Negatif,Mot,
kujinga,ceindre,0,Neutre,Mot,
mukaba,ceinture,-3,Negatif,Mot,
tshimono,hanche,-8,Negatif,Mot,
kuvuadika,ceinturer,-7,Negatif,Mot,
mukaba,ceinturon,-6,Negatif,Mot,
atshio,cela,4,Positif,Mot,
tshiatshia,éloigné,0,Neutre,Mot,
difuka,célébrant,5,Positif,Mot,
kutumbe,célébre,7,Positif,Mot,
kutumbisha,célébrer,9,Positif,Mot,
katumbi,célébrité,-6,Negatif,Mot,
kusokoka,celer,-7,Negatif,Mot,
lubilu,célérité,-5,Negatif,Mot,
mudiulu,céleste,-7,Negatif,Mot,
bujike,célibat,-6,Negatif,Mot,
mujike,célibataire,8,Positif,Mot,
mulami,céllérier,0,Neutre,Mot,
tshilaminu,cellier,4,Positif,Mot,
kabambalu,cellule,6,Positif,Mot,
ewu,celui,-8,Negatif,Mot,
ewu,celle,9,Positif,Mot,
aba,ceux,-9,Negatif,Mot,
aba,celles ,5,Positif,Mot,
mema,moi,9,Positif,Mot,
butu,cendre,-6,Negatif,Mot,
kushidisha,calciner,-4,Negatif,Mot,
tshiabutu,cendrier ,6,Positif,Mot,
didia,cène,-5,Negatif,Mot,
mudiambike,cénobite,4,Positif,Mot,
lukita luibaka,cénotaphe,8,Positif,Mot,
manya,censé,0,Neutre,Mot,
mutaludi,censeur,0,Neutre,Mot,
didiwula/diteta,censure,-8,Negatif,Mot,
kuteta,censurer,-3,Negatif,Mot,
lukama,cent,-5,Negatif,Mot,
lukama,centaine,5,Positif,Mot,
mubuabua,chacal,8,Positif,Mot,
muntu yonso,chacun,0,Neutre,Mot,
dibungama,chagrin,4,Positif,Mot,
mutoyi,chahut,9,Positif,Mot,
kusalakaja,chahuter,7,Positif,Mot,
lukanu,chaine,8,Positif,Mot,
kuelekeja,chainer,7,Positif,Mot,
kakanu,chainette,6,Positif,Mot,
lukanu,chainon,0,Neutre,Mot,
munyinyi,chair,8,Positif,Mot,
ntoyi,chaire,-8,Negatif,Mot,
nkuasa,chaise,-9,Negatif,Mot,
muenji wa nkuasa,chaisier,0,Neutre,Mot,
musumbi,chaland,0,Neutre,Mot,
muanzankongolo,chalcide,-8,Negatif,Mot,
kazubu,chalet,-6,Negatif,Mot,
luya,chaleur,0,Neutre,Mot,
kusuminyina,chaleureusement,-3,Negatif,Mot,
disuminyina,chaleureux,6,Positif,Mot,
mitshi,chalit,7,Positif,Mot,
buatu,chaloupe,-5,Negatif,Mot,
lushiba,chalumeau,7,Positif,Verbe,
kapamba,chalut,6,Positif,Mot,
kutanda,chamailler,0,Neutre,Mot,
bilengejilu,chamarrer,5,Positif,Mot,
kondakond,chambard,6,Positif,Mot,
tshibambalu,chambre,9,Positif,Mot,
kazubu,chambrette,-3,Negatif,Mot,
kamelo,chameau,-7,Negatif,Mot,
musaki wa tumelo,chamelier,8,Positif,Mot,
kamelo kakaji,chamelle,0,Neutre,Mot,
budimi,champ,7,Positif,Mot,
budimi,champetre,4,Positif,Mot,
buowa,champignon,9,Positif,Mot,
tshilobo/tshilumbayi,champion,6,Positif,Mot,
bidimu lukama,centenaire,-6,Negatif,Mot,
bidimu lukama,centennal,0,Neutre,Mot,
bitupa lukama,centiseimal,-5,Negatif,Mot,
tshia lukama tshia,centiare,9,Positif,Mot,
tshia lukama,centième,8,Positif,Mot,
pankatshi,central,0,Neutre,Mot,
disangisha,centralisation,-6,Negatif,Mot,
kusangisha,centraliser,7,Positif,Mot,
nkatshi,centre,-5,Negatif,Mot,
kuteka pankatshi,centrer,6,Positif,Mot,
pankatshi,centrifuge,-8,Negatif,Mot,
beka pankatshi,centripète,-9,Negatif,Mot,
misangu lukama,centuple,8,Positif,Mot,
kuvudija misangu lukama,centupler,-6,Negatif,Mot,
fumu,centurion,-8,Negatif,Verbe,
musthi wa mvinyo,cep,0,Neutre,Mot,
pinapo,cependant,0,Neutre,Mot,
disama dia mutu,cephalée,-3,Negatif,Mot,
bintu bia dibumba,céramique,-6,Negatif,Mot,
mufimbi wa bia dibumba,céramiste,0,Neutre,Mot,
mulami wa tshikisu,céerbère,0,Neutre,Mot,
tshitangu,cerceau,5,Positif,Mot,
tshijengu,cercle,4,Positif,Mot,
kuasa tshitangu,cercler,6,Positif,Mot,
mushete,cerceuil,8,Positif,Mot,
ntete,céréale,9,Positif,Mot,
lungenyi,cérébral,9,Positif,Mot,
nseremonyiya,cérémonie,8,Positif,Mot,
bukalanga bupite,cérémonieux,-7,Negatif,Mot,
ngulungu,cerf,0,Neutre,Mot,
kunyungulukila,cerner,9,Positif,Mot,
bushuwa,certain,6,Positif,Mot,
bulelela,certainement,4,Positif,Mot,
bulelela,certes,5,Positif,Mot,
mukanda wa tshijadiku,certificat,-4,Negatif,Mot,
kushindika,certifier,6,Positif,Mot,
bulelela bushidame,certitude,4,Positif,Mot,
tumyi tua matshio,cérumen,0,Neutre,Mot,
mbonko,cerveau,5,Positif,Mot,
buongo bukese,cervelet,6,Positif,Mot,
buongo/mbonko,cervelle,7,Positif,Mot,
nshingu,cervical,8,Positif,Mot,
ebi,ces,6,Positif,Mot,
dilekela,cessation,-5,Negatif,Mot,
ndekelu,cesse,-6,Negatif,Mot,
kulekela,cesser,-8,Negatif,Mot,
dilekela/kuleka,cession,0,Neutre,Mot,
buena kuamba ne,c'est-à-dire,8,Positif,Mot,
dikosa,césure,9,Positif,Mot,
mushipa wa ntkuja,cétace,7,Positif,Mot,
muena dikasa,chancard,0,Neutre,Mot,
dimemba,chance,4,Positif,Mot,
tutbile/tekakane,chancelant,0,Neutre,Mot,
kulenduka,chanceler,0,Neutre,Mot,
disaka dimpe,chanceux,4,Positif,Mot,
kukuata,chancir,0,Neutre,Mot,
mupila,chandail,0,Neutre,Mot,
dilambula,chandeleur,0,Neutre,Mot,
tshiamu tshia tundeya,chandelier ,6,Positif,Mot,
kandeya,chandelle,5,Positif,Mot,
dishintakaja,change,5,Positif,Mot,
mua kuandamuna,changeabke,-4,Negatif,Mot,
ngandamunuinu,changement,-5,Negatif,Mot,
kushituka,changer,8,Positif,Mot,
mushitakaji,changeur,7,Positif,Mot,
musambo,chanson,2,Neutre,Mot,
kasambo,chansonnette,6,Positif,Mot,
kuimba,chansonner,7,Positif,Mot,
muenji wa nkuasa,chansonnier,5,Positif,Mot,
ngimbilu,chant,4,Positif,Mot,
dikalu/ditempu,char,0,Neutre,Mot,
tshiakulakula,charabia,-6,Negatif,Mot,
nshinga/dijimbu,charade,6,Positif,Mot,
mulonda,charançon,8,Positif,Mot,
makala,charbon,-5,Negatif,Mot,
tshimbilu tshia mabue a makala,charbonnage,6,Positif,Mot,
munyinyi muboza,charcuterie,9,Positif,Mot,
mupanyi wa munyinyi wa ngulube,charcutier,8,Positif,Mot,
mungonga,chardon,7,Positif,Verbe,
bujitu,charge,5,Positif,Mot,
mukenji,chargé,6,Positif,Mot,
ditenteka bujitu,chargement,8,Positif,Mot,
kuambika,charger,9,Positif,Mot,
muambiki,chargeur,7,Positif,Mot,
dikalu/ditempu,chariot,0,Neutre,Mot,
tshipedi,charisme,0,Neutre,Mot,
bulela,charitable,-4,Negatif,Mot,
ne luse,charitablement,0,Neutre,Mot,
dinanga,charité,-3,Negatif,Mot,
tshinganganganga,charlatan ,-8,Negatif,Mot,
kukuatshisha milowo,charman,-7,Negatif,Mot,
milowo,charme,-6,Negatif,Mot,
kulobesha,charler,4,Positif,Mot,
muloji,charmeur,0,Neutre,Mot,
mubidi,charnel,5,Positif,Mot,
mushikiwabilatu,charnier,7,Positif,Mot,
mubidimunene,charnu,9,Positif,Mot,
nkumbikumbi,charognard,-6,Negatif,Mot,
mubidimubole,charogne,-7,Negatif,Mot,
musakawanzubu,charpente,-5,Negatif,Mot,
muenamabaya,charpentier,-7,Negatif,Mot,
kusemuna,charrier,-6,Negatif,Mot,
muenaditempu,charretier,8,Positif,Mot,
katempu,charrette,0,Neutre,Mot,
disemuna,charroi,4,Positif,Mot,
muenjiwamakalu,charron,6,Positif,Mot,
kasemunapamakalu,charroyer,-8,Negatif,Mot,
tubalo,charrue,9,Positif,Mot,
mukandawashidambu,charte,-9,Negatif,Mot,
disudiakashingi,chas,5,Positif,Mot,
disu,œil ,9,Positif,Mot,
kashingi,aiguielle,-6,Negatif,Mot,
kuipata,chasse,-4,Negatif,Mot,
kuta,chasser,6,Positif,Mot,
kuipata,expulser,-5,Negatif,Mot,
kuipatshisha,poursuivre,4,Positif,Mot,
kusaka,pousser,8,Positif,Mot,
tshilembi,chasseur,2,Neutre,Mot,
tshipinda,fusil,3,Neutre,Mot,
mpotsha/bipota,chassie,-8,Negatif,Mot,
mpotsha,chassieux,-3,Negatif,Mot,
nyunguluilu,chassis,-5,Negatif,Mot,
bukasto,chaste,5,Positif,Mot,
muenadikasa,chançard,8,Positif,Mot,
dikasadimpe,chance,0,Neutre,Mot,
dikasa,pied,4,Positif,Mot,
tutubile,chancelant,9,Positif,Mot,
kutenduka,chanceler,7,Positif,Mot,
wadikasadimpe,chanceux,8,Positif,Mot,
kukuatabutu,chancir,7,Positif,Mot,
butu,cendre,6,Positif,Mot,
muimbi,chanteur,0,Neutre,Mot,
muabawamudimu,chantier,8,Positif,Mot,
kuimbila,chantonner,-8,Negatif,Mot,
ngimba,chantre,-9,Negatif,Mot,
diamba,chanvre,0,Neutre,Mot,
bondabonda,chaos,0,Neutre,Mot,
bondabonda,chaotique,-8,Negatif,Mot,
kuiba,chaparder,-6,Negatif,Mot,
muivi,chapardeur,0,Neutre,Mot,
tshinkutu,chape,-3,Negatif,Mot,
tshifulu,chapeau,6,Positif,Mot,
lunzadi,chapelet,7,Positif,Mot,
nzubuwadisambila,chapelle,-5,Negatif,Mot,
,chapelure,7,Positif,Verbe,
bisunsukila,chapelure,6,Positif,Mot,
mutuwadikunji,chapiteau,3,Neutre,Mot,
tshitupa,chapitre,5,Positif,Mot,
kubela,chapitrer,6,Positif,Mot,
ntungu,chapon,9,Positif,Mot,
kunso/yonso,chaque,-3,Negatif,Mot,
mumbunda ,cheminée,-7,Negatif,Mot,
dienda,cheminement,8,Positif,Mot,
kuenda,cheminer,0,Neutre,Mot,
njilawamayi,chenal,7,Positif,Mot,
mupumbakane,chenapan,4,Positif,Mot,
kazubukambua,chenil,9,Positif,Mot,
dishi/meshi,chenille,6,Positif,Mot,
nkangabakishi,chenopode,-6,Negatif,Mot,
mvi,chenu,0,Neutre,Mot,
ngombewamulupangu,cheptel,-5,Negatif,Mot,
wapamuoyi,cher,9,Positif,Mot,
wapamuoyi,chère,8,Positif,Mot,
couteux,cher,0,Neutre,Mot,
kumushinga,cherement,-6,Negatif,Mot,
kukeba,chercher,7,Positif,Mot,
mukebi,chercheur,-5,Negatif,Mot,
kudiakuondoloka,chère,6,Positif,Mot,
munangibue,chéri,-8,Negatif,Mot,
kunanganedinanga,chérir,-9,Negatif,Mot,
mushawuke,chétif,8,Positif,Mot,
kabalu,cheval,-6,Negatif,Mot,
tshitekelu,chevalet,-8,Negatif,Verbe,
akabalu,chevalin,0,Neutre,Mot,
diendakanapakabalu,chevaunée,0,Neutre,Mot,
diendanekabalu,chevauner,-3,Negatif,Mot,
buikilanesuki,chevelu,-6,Negatif,Mot,
nsuki,chevelure,0,Neutre,Mot,
mutuwababula,chevet,0,Neutre,Mot,
lusuki,cheveu,5,Positif,Mot,
tshipatu/kapombo,cheville,4,Positif,Mot,
kupopela,cheviller,6,Positif,Mot,
mbuji,chèvre,8,Positif,Mot,
mpumbu,bouc,9,Positif,Mot,
muanawambuji,chevreau,9,Positif,Mot,
muanawambuji,chevrette,8,Positif,Mot,
mulamiwambuji,chevrier,-7,Negatif,Mot,
dileka,chevron,0,Neutre,Mot,
kutenga nzubu,chevronner,9,Positif,Mot,
kukanka diyi,chevroter,6,Positif,Mot,
tujuwu,chevrotine,4,Positif,Mot,
kua/mua,chez,5,Positif,Mot,
bukasto,chasteté,-4,Negatif,Mot,
kazula,chasuble,6,Positif,Mot,
kambishi,chat,4,Positif,Mot,
a mubidi wa nsua,chatain,3,Neutre,Mot,
nzubumunene,château,5,Positif,Mot,
munene,grand,6,Positif,Mot,
tshipungulu,chat-haut,7,Positif,Mot,
kunyoka,chatier,8,Positif,Mot,
dikeladiakabishi,chatière,6,Positif,Mot,
dinyoka,chatiment,-5,Negatif,Mot,
diengeleka,chatoiement,-6,Negatif,Mot,
kanakakambishi,chaton,-8,Negatif,Mot,
disansakata,chatouillement,0,Neutre,Mot,
kuafunya,chatouiller,8,Positif,Mot,
amfika,chatouilleux,9,Positif,Mot,
kuengeleka,chatoyer,7,Positif,Mot,
kutungula,chatrer,0,Neutre,Mot,
kambishikakaji,chatte,4,Positif,Mot,
luya,chaud,0,Neutre,Mot,
neluya,chaudement,0,Neutre,Mot,
luesuluatshiamua,chaudière,4,Positif,Mot,
ditemesha,chauffage,0,Neutre,Mot,
muendeshi,chauffard,0,Neutre,Mot,
kupisha,chauffer,2,Neutre,Mot,
muendeshi,chauffeur,6,Positif,Mot,
dilabalupemba,chaulage,5,Positif,Mot,
kulambalupemba,chauler,5,Positif,Mot,
lubalabala,chaume,-4,Negatif,Mot,
kazubu,chaumière,-5,Negatif,Mot,
tshisabata,chaussure,8,Positif,Mot,
lusheshete,chaussette,7,Positif,Mot,
muenadibala,chauve,0,Neutre,Mot,
kapulukusu,chauve-souris,6,Positif,Mot,
musungulujianganyi,chauvin,7,Positif,Mot,
lupemba,chaux,5,Positif,Mot,
kuvuma/kukudimuka,chavirer,4,Positif,Mot,
mfumu,chef,0,Neutre,Mot,
mudimuwampashi,chef-d'œuvre,-6,Negatif,Mot,
bukalenge/mbufumu,chefferie,6,Positif,Mot,
musokomunene,chef-lieu,8,Positif,Mot,
bukuankuvu,chéloniens,-5,Negatif,Mot,
njila,chemin,6,Positif,Mot,
manyi-mansanto,chrème,9,Positif,Mot,
muena-nkristo,chrétien,8,Positif,Mot,
tshimayi,chrysalide,7,Positif,Verbe,
dinunganyi/dinungana,chuchotement,5,Positif,Mot,
kunungana,chuchoter,6,Positif,Mot,
kuakula-tshidimi,chuiner,8,Positif,Mot,
tshibula,chute,9,Positif,Mot,
kutona-panshi,chuter,7,Positif,Mot,
tshiludikilu,cible,0,Neutre,Mot,
dikopo-dinsanto,ciboire,0,Neutre,Mot,
tshibangu,cicatrice,-4,Negatif,Mot,
dinuna,cicatrisable,0,Neutre,Mot,
kuumisha-mputa,cicatriser,-3,Negatif,Mot,
diulu,ciel,-8,Negatif,Mot,
kandeyi,cierge,-7,Negatif,Mot,
tshimpulu,cigale,-6,Negatif,Mot,
mutshiwamakanya,cigare,4,Positif,Mot,
makanya,cigarette,0,Neutre,Mot,
kasongonyunyu,cigogne,5,Positif,Mot,
lukofi,cil,7,Positif,Mot,
ankofi,ciliaire,9,Positif,Mot,
kupodia,ciller,-6,Negatif,Mot,
musongo,cime,-7,Negatif,Mot,
nshimente,ciment,-5,Negatif,Mot,
kukolesha,cimenter,-7,Negatif,Mot,
nkita,cimetière,-6,Negatif,Mot,
bindidimbi,cinéma,8,Positif,Mot,
adisudikole,cinglant,0,Neutre,Mot,
kunyasula-mukaba,cingler,4,Positif,Mot,
bitanu,cinq,6,Positif,Mot,
makumi-atanu,cinquante,-8,Negatif,Mot,
muitanu,cinqième,9,Positif,Mot,
lungenyi,chic,-9,Negatif,Mot,
milandu,chicane,5,Positif,Mot,
kukenyika,chicaner,9,Positif,Mot,
muenamilandu,chicaneur,-6,Negatif,Mot,
milandu,chicanerie,-4,Negatif,Mot,
konkote,chiche,6,Positif,Mot,
nebusumo,chichement,-5,Negatif,Mot,
tshikuku,chicot,4,Positif,Mot,
mfimbu,chicote,8,Positif,Mot,
mashinda,chiendent,0,Neutre,Mot,
mbuamukaji,chienne,0,Neutre,Mot,
mukusu,chiffon,-8,Negatif,Mot,
kuvungakaja,chiffonner,-3,Negatif,Mot,
tshishiferi,chiffre,-5,Negatif,Mot,
atshianana,chimérique,5,Positif,Mot,
tshilota/kulotakana,chimère,8,Positif,Mot,
nsoko,chimpanzé,0,Neutre,Mot,
kanakambua,chiot,4,Positif,Mot,
kuiba,chiper,9,Positif,Mot,
mukajimuenamatandu,chipie,7,Positif,Mot,
kutuanganamushinga,chipoter,8,Positif,Mot,
kabuasa,chique,7,Positif,Mot,
dibodio,jabot,6,Positif,Mot,
luzenzu,jabotage,0,Neutre,Mot,
kudila muadi,jaboter,8,Positif,Mot,
kukula-tshiakulakula,jacasser,-8,Negatif,Mot,
tshiakulakula,jacasserie,-9,Negatif,Mot,
ditemba,jactance,0,Neutre,Mot,
budimi bulekela,jachère,0,Neutre,Mot,
kale,jadis,-8,Negatif,Mot,
kusampuka,jaillir,-6,Negatif,Mot,
disampuka,jaillissement,0,Neutre,Mot,
mutshiwakuleja,jalon,-3,Negatif,Mot,
kuteka misthi,jalonner,6,Positif,Mot,
ne mukawu,jalousement,7,Positif,Mot,
kubaba,jalouser,-5,Negatif,Mot,
lubabu,jalousie,7,Positif,Verbe,
udinelubabu,jaloux,6,Positif,Mot,
katshia,jamais,0,Neutre,Mot,
mukolo,jambe,5,Positif,Mot,
amukolo,jambier,6,Positif,Mot,
dikafu,jambière,9,Positif,Mot,
tshibelu tshia ngulube,jambon,-3,Negatif,Mot,
tshikata,jante,-7,Negatif,Mot,
tshiongo,janvier,8,Positif,Mot,
muadiwamubuabua,jappement,0,Neutre,Mot,
kupumunamuadi,japper,7,Positif,Mot,
lupanguluabilongo,jardin,4,Positif,Mot,
didimadialupangu,jardinage,9,Positif,Mot,
mudimiwalupangu,jardinier,6,Positif,Mot,
muakulumunyanguke,jargon,-6,Negatif,Mot,
dibungu,jarre,0,Neutre,Mot,
lutembeku,jarret,-5,Negatif,Mot,
kulekelamalu,jaser,9,Positif,Mot,
mbokoto,jaserie,8,Positif,Mot,
kutobakaja,jasper,0,Neutre,Mot,
dikopo,jatte,-6,Negatif,Mot,
mpikilu/tshipimu,jauge,7,Positif,Mot,
kupima,jauger,-5,Negatif,Mot,
kunzuluke,jaunâtre,6,Positif,Mot,
kunze,jaune,-8,Negatif,Mot,
kukunjija,jaunir,-9,Negatif,Mot,
dikunjija,jaunissement,8,Positif,Mot,
kafuma,javeline,-6,Negatif,Mot,
difuma,javelot,-8,Negatif,Verbe,
muadi,jérémiade,0,Neutre,Mot,
diela/dimasha,jet,0,Neutre,Mot,
nkila,jetée,-3,Negatif,Mot,
kuela,jeter,-6,Negatif,Mot,
muedi,jeteur,0,Neutre,Mot,
mpalata,jeton,0,Neutre,Mot,
dizaba,jeu,5,Positif,Mot,
dinayi,jeudi,4,Positif,Mot,
tshijila,jeûne,6,Positif,Mot,
buana,jeunesse,8,Positif,Mot,
muenatshijila,jeûneur,9,Positif,Mot,
bilengejilu,joaillerie,9,Positif,Mot,
tshitabataba,jabardise,8,Positif,Mot,
disanka,joie,-7,Negatif,Mot,
kulamakaja,joindre,0,Neutre,Mot,
dinunga/lamakane,joint,9,Positif,Mot,
ntuangenu,jointure,6,Positif,Mot,
impekuisu,joli,4,Positif,Mot,
bimpe,joliment,5,Positif,Mot,
ndawu,jonc,-4,Negatif,Mot,
kubuikila,joncher,6,Positif,Mot,
disambakaja,jonction,4,Positif,Mot,
ndanta,jongler,0,Neutre,Mot,
ditama,joue,5,Positif,Mot,
kunaya,jouer,6,Positif,Mot,
tshiakunayanatshio,jouet,7,Positif,Mot,
munayi,joueur,8,Positif,Mot,
tshibitama,joufflu,6,Positif,Mot,
mutshiompo,joug,-5,Negatif,Mot,
kuela,jouir,-6,Negatif,Mot,
disanka,joussance,-8,Negatif,Mot,
mukebiwamasaka,jouisseur,0,Neutre,Mot,
dituku,jour,0,Neutre,Mot,
tshibejibeji,journal,9,Positif,Mot,
kudituku,journalier,7,Positif,Mot,
mufundiwamalumumutshibejibeji,journaliste,0,Neutre,Mot,
dituku,journée,4,Positif,Mot,
kudituku,journellement,0,Neutre,Mot,
diluangana,joute,0,Neutre,Mot,
nsongalume,jouvenceau,4,Positif,Mot,
adisanka,jovial,0,Neutre,Mot,
nedisanka,jovialement,0,Neutre,Mot,
disanka,jovialité,0,Neutre,Mot,
tshilengejilutshiamushingamutole,joyau,6,Positif,Mot,
nedisanka,joyeusement,5,Positif,Mot,
tshimbilu,jube,5,Positif,Mot,
mufikilu,jubilé,-4,Negatif,Mot,
kukokola,jubiler,-5,Negatif,Mot,
kuikila,jucher,8,Positif,Mot,
tshikidilu,juchoir,7,Positif,Mot,
benayuda,judaïque,0,Neutre,Mot,
akabadi,judiciaire,6,Positif,Mot,
ameji,judicieux,7,Positif,Mot,
nzuji/ndumbulula,juge,5,Positif,Mot,
dilumbuluisha,jugement,4,Positif,Mot,
kuambatshilumbu,juger,0,Neutre,Mot,
amudiminu,jugulaire,-6,Negatif,Mot,
kufinamushingu,juguler,6,Positif,Mot,
muenayuda,juif,8,Positif,Mot,
dipasa,jumeau,-5,Negatif,Mot,
disuikabintubibidi,jumelage,6,Positif,Mot,
kubambakajabintubibidi,jumeler,9,Positif,Mot,
kabalu-kakaji,jument,8,Positif,Mot,
tshisuku,jungle,7,Positif,Verbe,
mutumpu,jupe,5,Positif,Mot,
nsenda,jurement,6,Positif,Mot,
mutshipiwamutshipu,jureur,8,Positif,Mot,
kujadika,jurer,9,Positif,Mot,
Bia pa mutu,Superflu,-6,Negatif,Mot,
Biakadiye nabi bualu,Indigence,-8,Negatif,Mot,
Biakane,Bienséant,7,Positif,Mot,
Biakulakula,Babil,-4,Negatif,Mot,
Biakunyibua bibishi,Verdure,-5,Negatif,Mot,
Biata,Couchette,0,Neutre,Mot,
Bibelu,Jambe,0,Neutre,Mot,
Bibidi,Paire,0,Neutre,Mot,
Bidi bimueneka ku mesu,Vue,5,Positif,Mot,
Bidi bisasa ,Chaume,-3,Negatif,Mot,
Bidi kabiyi mua kuambibua,Inexprimable,6,Positif,Mot,
Bidi kabiyi ne muoyo,Inanimé,-5,Negatif,Mot,
Bidi mua kujimina,Incertitude,-7,Negatif,Mot,
Bidi mua kuzakajibua,Muable,0,Neutre,Mot,
Bidia,Repas,7,Positif,Mot,
Bidia bia dibanji,Noce,8,Positif,Mot,
Bidia bia Mukelenge,Cène,6,Positif,Mot,
